Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Femenino,28.0,Nacional,Excelente,5,9,"""¡Un museo muy bonito!""","""Me encantó porque, contrario a lo que pensé, está muy cuidado por dentro, las salas tienen un folleto en cartón grueso con la información de lo que muestran en cada una de sus salas para que nos documentemos mejor, lo tomas al entrar a cada sala y lo depositas al salir. Las salas con los bustos de los héroes están impresionantes!además de que está escrito en cristal una pequeña biografía de cada uno de ellos ¡Tres murales muy interesantes y los símbolos patrios en un salón espectacular! ¡Hay que apartarse un tiempo para recorrerlo!""",México,Español,Móvil,2018-04-22,positivo
Masculino,23.0,Nacional,Muy bueno,4,20,"""Estaba cerrado""","""Un lugar histórico, lamentablemente estaba cerrado, hay que fijarse en la parte alta, las 4 esquinas. Y en otras ocasiones que he entrado adentro hay cosas de Maximiliano y Carlota un escudo nacional en cantera.""",México,Español,Móvil,2018-04-10,positivo
Masculino,36.0,Nacional,Excelente,5,19,"""Museo hermoso""","""Un lugar que por dentro te sorprende, es costo no es gratis pero vale la pena, a mi me gustó mucho y abajo de la calle pasa el bus turístico.""",México,Español,Móvil,2018-04-08,positivo
Femenino,49.0,Nacional,Excelente,5,49,"""Muy interesante""","""Te recomiendo visitarla el domingo ya que la entrada es gratuita, como siempre recomiendo ampliamente escuchar las explicaciones de los guías quienes nos ayudan a comprender mejor lo que ves y lo que sucedía en aquella época.""",México,Español,Móvil,2018-04-05,positivo
Femenino,52.0,Internacional,Excelente,5,93,"""Historia viva""","""Por el valor histórico es algo que no se puede perder. Para turistas tanto nacionales como internacionales es un punto turistico que vale la pena visitar y apreciar.""",Colombia,Español,PC,2018-04-04,positivo
Masculino,48.0,Nacional,Excelente,5,38,"""Para encontrarse con la historia""","""Es un buen lugar para conocer y recordar la historia (oficial) de México, muy bien cuidado, con explicaciones detalladas de cada evento histórico, sin dudar lo volveré a visitar.""",México,Español,PC,2018-04-03,positivo
Masculino,,Nacional,Muy bueno,4,8,"""Muy buen museo""","""Muy buen lugar, con mucha historia, lástima que todo se lo lleven a la Ciudad de México, sólo que no hay tantos objetos relacionados con la independencia.""",México,Español,Móvil,2018-04-02,positivo
Femenino,33.0,Nacional,Excelente,5,8,"""Genial""","""Muy bueno para conocer la historia. Los domingos la entrada es sin costo. Si andas en Guanjuato. Debes de ir a conocer.""",México,Español,Móvil,2018-04-01,positivo
Femenino,41.0,Internacional,Muy bueno,4,64,"""Beautiful and historic""","""Este lugar es muy hermoso. Lamentablemente, no vimos a un guía hasta después de haber explorado todo el lugar durante varias horas, pero hubiera preferido aprender un poco de la historia. (sin explicaciones) ¡¡Definitivamente vale la pena una visita!!""",Inglaterra,Inglés,Móvil,2018-03-30,positivo
Femenino,39.0,Nacional,Pésimo,1,117,"""NO LO VISITEN LOS 19 DE MARZO CERRADO""","""No es posible que el 19 de marzo lunes puente por el 21 de marzo, este cerrado, varias personas que estuvimos en este lugar como turístas, nos retiremos por estar cerrado. Avisados están, no les importa el turismo. Debería dejar una guardía.""",México,Español,Móvil,2018-03-24,negativo
Femenino,37.0,Internacional,Excelente,5,47,"""If you speak Spanish, listen to talk given by one of the guides""","""Uno de los edificios más emblemáticos de la historia de México. El edificio es majestuoso, los alrededores son encantadores y si escuchas las charlas aprenderás muchos datos históricos y culturales"".",Estados Unidos,Inglés,Móvil,2018-03-24,positivo
Femenino,25.0,Nacional,Excelente,5,17,"""Hermoso museo""","""Me gustó mucho el lugar esta lleno de historia, lastima que no llevaba suficiente tiempo para recorrerlo con calma. Cada sala esta muy interesante.""",México,Español,PC,2018-03-23,positivo
Femenino,62.0,Internacional,Excelente,5,55,"""Excellent Museum""","""Estábamos un poco preocupados por ir a un museo con toda la información de la exhibición presentada en español, pero cuando compramos nuestros boletos nos dieron una pila de hojas de información plastificadas en inglés que describían los puntos principales de todas las exhibiciones. Las exhibiciones eran muy interesante y bien presentado, que cubre el período prehispánico a través de la lucha por la independencia de Mexicam"".",Canadá,Inglés,Móvil,2018-03-22,positivo
Masculino,37.0,Nacional,Muy bueno,4,159,"""REVIVE LA HISTORIA""","""Impresionante visitar la Alhóndiga y escuchar la historia en la que un minero ""el pípila"" incendió una de las puertas principales, aún se aprecian los hoyos causados por las balas de quienes atacaron este granero.""",México,Español,PC,2018-03-21,positivo
Masculino,58.0,Internacional,Excelente,5,238,"""Time well spent!""","""Este museo es un excelente lugar para aprender más sobre la historia y la cultura mexicana: precolombina, el juicio de plata, la lucha por la independencia (en este edificio se llevó a cabo una batalla importante) y la historia moderna.
Ubicado en un hermoso edificio con un bonito patio, el museo ofrece tarjetas con explicaciones en inglés de las distintas salas.
Uno de los sensacionales es un gran mural de Chávez Morado de 1955 que representa, entre otras cosas, el daño causado a los pueblos indígenas por los colonialistas. He visto murales similares de Rivera en la Ciudad de México, pero aquí me llamó la atención cuánto antes que los canadienses, los mexicanos comenzaron a confrontar este aspecto de su pasado.
Disfrutamos viendo artefactos prehispánicos, especialmente una gran colección de ""sellos"" utilizados por los pueblos indígenas en el área de GTO. Adentrándonos en el siglo XX, también disfrutamos de los retratos fotográficos de familias locales de Romualdo García. ¡Muy interesante!
Otra área conmovedora es el monumento a Hidalgo y los otros luchadores por la independencia cuyas cabezas fueron colgadas en las 4 esquinas del edificio (después de que fueran capturados y ejecutados por los españoles).
Recomiendo encarecidamente una visita aquí mientras esté en Guanajuato"".",Canadá,Inglés,PC,2018-03-21,positivo
Femenino,49.0,Internacional,Excelente,5,11,"""MONUMENTAL""","""Grandioso lleno de historia parte fundamental de la gente de Guanajuato y de nuestro gran Mexico, puedes subir a pie o en el elevador es impresionante.""",Estados Unidos,Español,PC,2018-03-19,positivo
Masculino,34.0,Internacional,Excelente,5,74,"""Great Historical Museum of Guanajuato state""","""No se pierda este sitio histórico y museo de Guanajuato. Muchos artefactos y piezas de arte que representan la historia de Guanajuato y la relación con España. Una interpretación en inglés del contenido del museo está disponible en el escritorio"".",Estados Unidos,Inglés,PC,2018-03-15,positivo
Masculino,52.0,Internacional,Muy bueno,4,56,"""What do the names on the corner plates mean?""","""¿Qué hace un museo de las luchas por la Independencia de México en la Alhóndiga de Granaditas, que inicialmente fue un depósito de granos?

En 1803, Miguel Hidalgo y Costilla se hizo cargo de la Iglesia Parroquial de Nuestra Señora de los Dolores en el asentamiento que hoy lleva su nombre Dolores Hidalgo.

El 16 de septiembre de 1810, el sacerdote se dio cuenta de que se había descubierto el complot revolucionario y decidió tomar la ofensa haciendo sonar la campana de la iglesia y convocando a la gente del pueblo a la acción, lo que ahora se conoce como el Grito de Independencia o “el Grito”.

Más tarde ese mismo mes, el 28 de septiembre, Miguel Hidalgo e Ignacio Allende tomarían posesión de la Alhóndiga de Granaditas, con la ayuda del célebre minero local, llamado El Pipila, Juan José de los Reyes Martínez Amaro. Su imagen domina el pueblo de Guanajuato y también se encuentra a la entrada de San Miguel de Allende.

Desafortunadamente, la ofensa que comenzó con el Grito en Dolores Hidalgo, se convirtió en una lucha prolongada que finalmente terminó con la muerte del propio Hidalgo y de sus compatriotas revolucionarios Juan Aldama, Ignacio Allende y José Mariano Jiménez.

Sus cabezas fueron colgadas en las cuatro esquinas de la instalación de almacenamiento de granos para servir como una amarga advertencia contra la desobediencia civil desde el 14 de octubre de 1811 hasta la declaración de independencia de España en 1821.

Así que por si no se dieron cuenta, incluyo una foto que tomé hoy de una de las esquinas con la placa de Hidalgo y parece corresponder a la esquina donde Hidalgo habría sido exhibido sombríamente.

Dentro de la estructura hay un bonito museo histórico que exhibe muchas facetas de esta lucha por la independencia, y los aficionados a la historia de México lo encontrarán bastante interesante"".",Estados Unidos,Inglés,PC,2018-03-14,positivo
Femenino,27.0,Nacional,Excelente,5,1,"""Mágico""","""Es un lugar para empaparte de historia realmente te remontas al pasado.... No olvides visitar al alhóndiga si visitas Guanajuato ...el museo increíble.""",México,Español,Móvil,2018-03-03,positivo
Masculino,45.0,Internacional,Excelente,5,2572,"""Excelente""","""Un excelente museo hoy en día, en el pasado era el lugar que, además de cuartel y prisión, lucía la cabeza de los creadores de la independencia de país.Uma pena que las fotos no están permitidos, a menos que usted paga.""",Brasil,Portugués,Móvil,2018-03-01,positivo
Masculino,40.0,Nacional,Muy bueno,4,54,"""Gran museo vivo del país""","""Es un lugar que huele y se respira historia desde que llegas a él y más por dentro, gran parte de la historia de independencia está aquí.""",México,Español,PC,2018-03-01,positivo
Femenino,35.0,Nacional,Muy bueno,4,83,"""Visita obligada a la Alhóndiga""","""Museo con actividades, muy controlado, el costo mas alto de los museos de la plaza pero muy módico (65 pesos mexicanos) más 30 pesos por uso de fotografías y otro mas si quieres tomar video.""",México,Español,PC,2018-02-21,positivo
Masculino,48.0,Nacional,Muy bueno,4,86,"""PUNTO HISTÓRICO""","""El museo dentro es muy interesante, la explanada es muy grande y comoda para sentarse un rato a descansar.""",México,Español,PC,2018-02-21,positivo
Femenino,36.0,Internacional,Muy bueno,4,56,"""Emblemático""","""Lugar emblemático y de obligada visita de la ciudad. Muy interesante para entender la historia de Guanajuato y de sus personajes.""",España,Español,Móvil,2018-02-19,positivo
Femenino,33.0,Internacional,Muy bueno,4,8,"""Enjoyable low key Museum""","""El museo presenta artefactos de varias regiones de México. El diseño tiene un contenido diferente en cada sala. Es gratis para locales y para extranjeros 52 pesos. Me gustó el contenido, pero desearía que la experiencia fuera más interactiva"".",Estados Unidos,Inglés,Móvil,2018-02-18,positivo
Femenino,39.0,Internacional,Excelente,5,7,"""Very interesting historical museum""","""Vale la pena visitar solo ver el interior de la alhóndiga, pero hay muchas salas con exhibiciones interesantes y diferentes. Además de la guerra de independencia, hay fotos de después de una inundación y algunas velas votivas y un par de salas con artefactos prehispánicos. Apreciamos aprender sobre la historia"".",Estados Unidos,Inglés,Móvil,2018-02-17,positivo
Masculino,25.0,Nacional,Excelente,5,65,"""Bien conservado, ""baúl"" lleno de mucha historia""","""Actualmente museo, le han dado el mantenimiento adecuado y se nota en la conservación del mismo, murales en las paredes, cada sala dedicada a una parte de la historia, tienen el servicio de lockers para dejar tus pertenencias y dar una visita ligera, tienen una librería dentro de la Alhóndiga, y la vez que fui me tocó observar una representación de la independencia.""",México,Español,Móvil,2018-02-16,positivo
Masculino,36.0,Internacional,Excelente,5,93,"""Best museum in Guanajuato""","""En este lugar puedes encontrar una muy buena explicación de la historia del México moderno (+1800) Cada habitación con información completa para una visita autoguiada. Al principio dudamos porque no podíamos contratar un guía turístico (no hay disponible). ), pero no era necesario. Dos grandes parejas en las escaleras laterales al segundo nivel"".",Chile,Inglés,Móvil,2018-02-15,positivo
Masculino,31.0,Nacional,Excelente,5,155,"""Great stuff!""","""En general, el mejor museo de Guanajuato. Un poco de todo lo relacionado con la fascinante historia de la ciudad y la región. La entrada costaba 52 pesos por persona. Bien vale la pena el precio"".",México,Inglés,Móvil,2018-02-13,positivo
Femenino,46.0,Internacional,Regular,3,34,"""No aporta mucho""","""Un museo mas, que muestra artefactos, sin contar la historia que rodea a tan hermosa ciudad. El edificio, esta bien mantenido.""",Perú,Español,PC,2018-02-08,neutral
Masculino,58.0,Internacional,Muy bueno,4,127,"""Nice""","""Bonito museo que una vez fue una casa de almacenamiento de granos y otros alimentos, aunque parece el palacio de alguien. Hermoso edificio y un museo interesante en el segundo piso. El costo es de 52 pesos y puede obtener tarjetas grandes con información en inglés del cajero en la entrada.""",Canadá,Inglés,Móvil,2018-02-08,positivo
Femenino,32.0,Nacional,Excelente,5,25,"""Vista genial""","""La vista que tiene de la ciudad es hermosa... de noche es sumamente magnifica. Ideal para relajarse y perderse en la vista del hermoso Guanajuato.""",México,Español,Móvil,2018-02-07,positivo
Masculino,49.0,Internacional,Muy bueno,4,3298,"""Piedra en forma de paralelepípedo""","""Caja de piedra de gran tamaño que una vez fue el granero, un símbolo de la lucha por la independencia de México, ahora un museo histórico valioso y rico. Que no pasa desapercibido en tamaño y estructura.""",Italia,Italiano,PC,2018-01-25,positivo
Femenino,24.0,Internacional,Excelente,5,10,"""INCREÍBLE""","""Uno de los tantos museos que visite, y de los que más me agradaron, me empape tanto de historia , es bellísimo.""",Argentina,Español,PC,2018-01-24,positivo
Masculino,35.0,Internacional,Excelente,5,36,"""History, tons of it, come and learn""","""Desde el primer día, este es sin duda un ícono en las ciudades y la historia de México. Te sorprenderá cuántas veces este pequeño palacio, fuerte, prisión, almacén de cultivos y emblema de la ciudad ha sido relevante en cada década desde el 1700 en GTO"".",Perú,Inglés,Móvil,2018-01-23,positivo
Femenino,24.0,Nacional,Excelente,5,79,"""Great museum""","""Visitamos el domingo por la mañana y ¡nos encantó! No había mucha gente y estaba muy bien expuesto. Aunque la información está solo en español...""",México,Inglés,PC,2018-01-23,positivo
Masculino,46.0,Internacional,Muy bueno,4,335,"""Go For the Murals""","""El edificio es históricamente significativo ya que desempeñó un papel en la revolución mexicana cuando las fuerzas pro-españolas se refugiaron y los rebeldes obtuvieron una victoria. Los murales son la parte más interesante del edificio de José Chávez. Hay salas dedicadas a Mexcian Sin embargo, la historia y la cultura, para cualquiera que hable español limitado, la importancia de muchas de las exhibiciones no es evidente, creo que las salas más interesantes contenían la cerámica precolombina. No hay nada adentro para comer o beber y hay un pequeña tienda de regalos que contiene en su mayoría libros en español. Si te interesa la arquitectura y los muralistas te recomiendo que vayas. Diría que pasarías máximo una hora u hora y media. Hay un cargo por cámaras pero no para usar su teléfono celular para fotos"".",Estados Unidos,Inglés,PC,2018-01-22,positivo
Masculino,40.0,Internacional,Excelente,5,68,"""Great way to get some of the history of the revolution""","""Gran historia, y los murales de José Chávez Morado son increíbles. Había un gran grupo en el patio, pero casi ninguno miraba boquiabierto los murales. ¡Espero que también puedan pasar mucho tiempo disfrutándolos!""",Estados Unidos,Inglés,PC,2018-01-21,positivo
Masculino,53.0,Internacional,Muy bueno,4,5,"""Valor histórico""","""Este lugar es parte de la historia de la independencia de México, además el edificio en si mismo tiene un gran valor arquitectónico y el Museo que alberga me ayudó como español a comprender las razones de la independencia de un pueblo que amo tanto como el mexicano.""",España,Español,PC,2018-01-20,positivo
Masculino,45.0,Nacional,Muy bueno,4,188,"""Sitio histórico imperdible""","""El inicio de la guerra de independencia. Cuenta con salas de exhibición y narradores que cuentan la historia. Murales muy llamativos. La importancia histórica del sitio es innegable.""",México,Español,Móvil,2018-01-20,positivo
Masculino,61.0,Internacional,Regular,3,527,"""A little expensive for what there is to see. Plus a camera fee?""","""Este fue un lugar interesante para visitar. Disfruté muchas de las exhibiciones, pero los visitantes de habla inglesa deben saber que no hay traducción al inglés para ninguna de las exhibiciones. Es una visita bastante rápida, realmente no hay mucho aquí"". Me resulta desagradable que me cobren por llevar mi cámara. Eso es un robo de dinero tan descarado. Al final del día, hay muy poco para fotografiar de todos modos"".",España,Inglés,PC,2018-01-14,neutral
Femenino,26.0,Nacional,Muy bueno,4,17,"""Visita rigurosa""","""Es uno de los lugares más importantes de México. El guía da una plática sobre la historia del lugar y de la Independencia de México muy buena. La entrada es accesible. El problema es para las personas con dificultad para la movilización. En general es un lugar que debe ser visitado.""",México,Español,PC,2018-01-08,positivo
Femenino,46.0,Nacional,Excelente,5,148,"""Obligatorio ir""","""Definitivamente por el valor histórico es una visita qué hay que hacer. Además su arquitectura y el museo también valen la pena.""",México,Español,Móvil,2018-01-05,positivo
Femenino,43.0,Nacional,Excelente,5,64,"""SITIO QUE ALBERGA LA HISTORIA DE MÉXICO""","""Debes visitarlo, actualmente es un museo, la alhóndiga era el lugar en donde se almacenaban los granos y semillas, jugó un papel muy importante en la independencia de México, partiendo que en Guanajuato se iniciaron los ideales de independencia, fue allí en dónde al término de la misma y para calmar al pueblo colgaron en cada esquina dentro de jaulas las cabezas de: Miguel hidalgo, Jiménez, Allende y Aldama. Puedes afuera aun observar las vigas de donde colgaban las jaulas con las cabezas. Adentro encontrarás diversas salas, dedicadas a personas revolucionarias de diversas épocas y lugares. También en el patio una réplica de la campana de independencia (la que se encontraba en la iglesia de dolores, la cual resonó hidalgo para dar el grito de independencia) la original se encuentra en el balcón central de palacio nacional en la ciudad de México. Y es la que hace sonar el de presidente cada año el 15 de septiembre. Cobran la entrada, sin embargo para estudiantes, niños menores de 12 años, profesores y adultos mayores es gratis, sólo deben registrar su acceso.""",México,Español,Móvil,2018-01-04,positivo
Femenino,26.0,Nacional,Excelente,5,10,"""Básico para los mexicanos""","""Este lugar es un recordatorio para hechos históricos que como mexicanos sabemos desde la primaria pero con el tiempo olvidamos, la forma en la que están puestas las salas hace de la visita un resumen practico para recordar los acontecimientos más importantes del país. Recomendable ir con un guía.""",México,Español,Móvil,2018-01-03,positivo
Femenino,39.0,Nacional,Muy bueno,4,26,"""Excelente museo, un buen repaso a nuestra historia""","""Gran lugar que me permitio recordar y aprender sobre la historia de México. La sección de los sellos prehispanicos es genial, son bellisimos. La historia de la independencia de México bastante completa. Vale la pena visitarlo.""",México,Español,PC,2018-01-02,positivo
Masculino,41.0,Internacional,Muy bueno,4,6,"""¡Sólo con guía!""","""Es una edificacion muy bien conservada, aun con las huellas de la batalla, recomiendo que si van se acerquen con algun guia que cuente la maravillosa historia de la alhondiga en la guerra de independencia. Nos tocó un buen guía que nos dio una gran platica acerca de la historia de esta, la cual duro aproximadamente 1 hora, pero que fue una hora muy enriquecedora y nada aburrida pues la explicacion que nos dio fue muy amena. el recorrido es interesante pero lo malo es que lo exhibido ahi no pertenece a nada relacionado con la independencia o con la alhóndiga, a excepcion de alguna que otra cosita, por lo general es un buen punto de interés.""",Perú,Español,PC,2018-01-02,positivo
Femenino,32.0,Internacional,Excelente,5,32,"""Historic Jewel in Guanajuato""","""Este edificio tiene mucha historia (sitio de la primera gran victoria rebelde en la Guerra de Independencia de México, y se exhiben otros artefactos históricos), y puedes entrar y explorar durante horas si lo deseas, por 52 pesos, si mal no recuerdo. correctamente. Hay paneles en las paredes que brindan el contexto histórico de cada habitación. Definitivamente regresaría cuando tuviera más tiempo para absorberlo todo"".",Estados Unidos,Inglés,Móvil,2018-01-01,positivo
Femenino,35.0,Internacional,Excelente,5,5,"""Me encantó""","""¡Un lugar lleno de historia! Recomiendo muchísimo escuchar la explicación que da el guía en el patio de la Alhóndiga, te ayuda a entender todos los acontecimientos sucedidos en el lugar.""",Paraguay,Español,PC,2018-01-01,positivo
Masculino,35.0,Internacional,Malo,2,14,"""Excessive price""","""No es un sitio adecuado para familias y el precio es excesivo debido a la mala colección para mostrar. Además, no hay rampas para cochecitos"".",Canadá,Inglés,Móvil,2017-12-31,negativo
Masculino,29.0,Internacional,Excelente,5,9,"""¡Interesante lugar!""","""Es un lugar único, que es muy importante en la historia de Mexico, antes de entrar hay un guía que explica muy bien la importancia del lugar, que está relacionado con el inicio de la Independencia. Es un museo que tiene piezas de Mesoamerica, cuadros y fotografías de principios de 1900, esculturas de los héroes de la Independencia, etc.""",Chile,Español,Móvil,2017-12-30,positivo
Masculino,29.0,Nacional,Muy bueno,4,7,"""Histórico lugar""","""Muy bien conservado el lugar. La platica histórica del Don fue muy interesante y divertida, vale la pena tomarse unos minutos para escucharlo.""",México,Español,Móvil,2017-12-28,positivo
Masculino,72.0,Internacional,Muy bueno,4,567,"""Históricamente interesante""","""La Alhóndiga, sede de la principal victoria rebelde en la Guerra de Independencia de México, es ahora un museo de historia y arte. Fue un gran depósito de granos y semillas construidas a principios del siglo XIX.""",Italia,Italiano,PC,2017-12-22,positivo
Masculino,45.0,Nacional,Regular,3,131,"""Sólo si aprecian los museos""","""En su interior hay varias salas con exhibiciones de fotos, objetos o pinturas, los cuales serán muy apreciadas por gente que le guste los museos. Si no gustan de los museos, en 20 minutos recorren el lugar.""",México,Español,Móvil,2017-12-15,neutral
Femenino,61.0,Internacional,Muy bueno,4,195,"""Don’t miss this important part of history!""","""Este edificio fue un punto focal de la sangrienta lucha por la independencia de México. Una guía impresa en inglés, disponible en la boletería, tenía buenas descripciones básicas de cada sala y fue esencial para que yo comprendiera la relevancia de las diversas exhibiciones. Tómese el tiempo mirar el mural alrededor de la escalera desde diferentes perspectivas. Impresionante y escalofriante"".",Estados Unidos,Inglés,Móvil,2017-12-12,positivo
Masculino,34.0,Nacional,Muy bueno,4,159,"""Visita obligada""","""Como lo dice el titulo, es una visita obligada, es un lugar histórico y representativo no solo de Guanajuato, si no de todo México.""",México,Español,PC,2017-12-01,positivo
Masculino,37.0,Nacional,Muy bueno,4,24,"""Ocio""","""Bello lugar bien preservado, e facil recorrido y de gran historia como todo lo q hay el la ciudad, es una visita obligada.""",México,Español,Móvil,2017-11-30,positivo
Femenino,48.0,Nacional,Excelente,5,15,"""¡No dejes de ir!""","""Los domingos la entrada es gratis para el turismo nacional. Vale la pena que tomes la platica que dan los guías a la entrada del museo, es gente muy apasionada que en verdad te hacen adentrarte en la historia del lugar. Hacen una representación de la independencia con actores que te invitan a participar en la puesta en escena.""",México,Español,Móvil,2017-11-26,positivo
Masculino,34.0,Nacional,Excelente,5,41,"""El tiempo se va muy rápido""","""Un lugar increíble y con enorme historia, quisiera haber tenido mas tiempo de visita pero teníamos planes para otras actividades, aún así pude recorrerlo todo, muy recomendado si te gusta la historia de México.""",México,Español,PC,2017-11-24,positivo
Masculino,25.0,Nacional,Muy bueno,4,44,"""Un lugar que debe ser visitado""","""Una visita obligada para Guanajuato, sitio histórico, los alrededores estaban un poco sucios, pero el lugar vale la pena.""",México,Español,PC,2017-11-23,positivo
Femenino,41.0,Nacional,Excelente,5,159,"""Historia""","""Es un lugar con mucha historia además de emblemático de Guanajuato desde Hidalgo, el Pipila y varios organizadores de la independencia de México estuvieron en este lugar. Hay un museo y es amplio. Cerca del Mercado Hidalgo. Visita obligada y agradable.""",México,Español,Móvil,2017-11-21,positivo
Femenino,37.0,Internacional,Excelente,5,42,"""Muy interesante""","""La verdad es que estar en este lugar te impone, la construcción está enorme y cada una de las salas de exhibición muy bien logradas. Lo recorrimos en casi tres horas pero nos tomamos el tiempo disfrutando cada sala. Vale mucho la pena si vas a Guanajuato no te lo puedes perder.""",Panamá,Español,Móvil,2017-11-18,positivo
Masculino,53.0,Internacional,Excelente,5,925,"""Mural impresionante de composición negrita""","""Ahora es un museo, pero el primero parece edificio histórico también se convirtió en el escenario de la Guerra de la Independencia de México. La sala, como México y la historia de exposiciones y obras de artistas locales de Guanajuato están en exhibición. Hay una gran mural de Morado, pero fue el más impresionante.""",Japón,Japonés,PC,2017-11-13,positivo
Masculino,58.0,Nacional,Excelente,5,41,"""Nuestra historia""","""Nuestra historia está marcada por este lugar. ¡Desde afuera el lugar es impactante! Ver esas paredes con rastros de la batalla que ahí se vivió te hace honrar lo que simboliza nuestra independencia... Por dentro, para mí lo mejor es el Nicho de los Héroes, de las salas de exposición te puedo decir que están bien... no es un recorrido muy largo pero es una visia obligada.""",México,Español,Móvil,2017-11-11,positivo
Masculino,51.0,Internacional,Excelente,5,225,"""Interesting building, neighborhood and artifacts""","""El edificio en sí es interesante con una gran área abierta en el medio. Arriba hay exhibiciones de artefactos precolombinos y otros más modernos. Lo que me gustó fue que con respecto a las exhibiciones precolombinas, solo había algunas cosas en exhibición. pero eran representativas de su época y únicas y muy interesantes. Abajo había exhibiciones temporales. No dejes de leer las palabras en el piso cerca del umbral principal que dicen que esta fue la puerta que Pípila prendió fuego durante la revolución. un lindo paseo desde el jardin de la union y puedes hacerlo ida y vuelta bajando por juarez y volviendo por positas otra cosa que no te puedes perder en el barrio es el conglomerado de tienditas llamado los hippies divertido e interesante lugar para visita y compra.""",Estados Unidos,Inglés,PC,2017-11-08,positivo
Femenino,32.0,Nacional,Excelente,5,16,"""Exposiciones temporales""","""Con las exposiciones temporales hace que el visitante conozca más que la historia local, conozca el contexto internacional y reflexione sobre los movimientos revolucionarios.""",México,Español,PC,2017-11-08,positivo
