Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Masculino,61.0,Nacional,Excelente,5,6,"""Muy pintoresco""","""Buen edificio… cuidado y mantenido, se amalgama de manera genial con la ciudad y demuestra la época del apogeo de la misma… ¡vale la pena conocerlo!""",México,Español,Móvil,2018-04-09,positivo
Femenino,33.0,Nacional,Excelente,5,49,"""Majestuoso""","""Sin duda alguna, un lugar que no puedes dejar de visitar, bello por fuera y por dentro es una joya de nuestro país, el costo es muy accesible, te recomiendo unirte a las explicaciones y relatos de los guías, aprenderás mucho :)""",México,Español,Móvil,2018-04-05,positivo
Femenino,41.0,Nacional,Excelente,5,43,"""Divino""","""Muy bien conservado vale la pena entrar a ver. El techo está increíble y en la primer planta hay un piso de cristal hermoso.""",México,Español,Móvil,2018-03-29,positivo
Femenino,35.0,Internacional,Excelente,5,12,"¡UN EJEMPLAR DE LA HISTORIA DE NUESTRO MEXICO!""","""Conservador, lleno de historia, y arte pinturas maravillosas y recuerdos de los personajes que se han presentado en este teatro. Cuando nosotros fuimos se presento Ofelia Medina con un monologo. MARAVILLOSA.""",Estados Unidos,Español,PC,2018-03-28,positivo
Masculino,51.0,Internacional,Excelente,5,5,"""The Pearl of Guanajuato""","""¡Qué lugar tan increíble! Muy bien conservado. Se puede entrar por menos de 2 dólares (35 pesos) una experiencia maravillosa.""",Canadá,Inglés,PC,2018-03-23,positivo
Femenino,19.0,Nacional,Excelente,5,96,"""Hermoso y conservado""","""Un lugar histórico y muy bello. En ocasiones se ofrecen obras de teatro o eventos en la entrada. El acceso no es muy sencillo pero por dentro tambien es muy bello. Parte importante de el recorrido al centro de la ciudad.""",México,Español,PC,2018-03-20,positivo
Masculino,53.0,Internacional,Excelente,5,25,"""¡Un lugar de ensueño!""","""El teatro es un lugar maravilloso que sin duda hay que conocer. La arquitectura es hermosa. Me fascinó este lugar.""",Ecuador,Español,Móvil,2018-03-11,positivo
Masculino,34.0,Internacional,Excelente,5,208,"""Interior bellamente adornado y exterior tienen una gran cantidad de obras de teatro""","""Aquí es casi el final de la animada zona de Guanajuato, sino también las actividades de las zonas más animadas, el teatro en sí no es grande, pero el interior es precioso, muy bonito, muy pintoresco, y  la entrada por sólo el 35 MXN, muy, muy barato . Intensificado fuera del teatro, un lugar de encuentro público, sino que también tienen una gran cantidad de actuaciones que, si está disponible, no sólo tiene que ir a través, asegúrese de permanecer aquí por un tiempo, disfrutar del espectáculo.""",Taiwán,Chino,PC,2018-03-10,positivo
Femenino,32.0,Internacional,Excelente,5,22,"""Arquitectura de 1900""","""Un lugar precioso con mucha historia, muebles y diseños impresionantes... me quede con ganas de asistir a alguna presentación.""",Uruguay,Español,Móvil,2018-03-10,positivo
Masculino,45.0,Internacional,Excelente,5,15,"""Fantástico""","""¡Lugar maravilloso como a toda la ciudad! Parada obligatoria. Arquitectura fantástica y un lugar muy agradable.""",Portugal,Portugués,Móvil,2018-03-05,positivo
Femenino,39.0,Nacional,Excelente,5,191,"""Conservado""","""Es un teatro hermoso que a la par sirve de museo en el que te explican sus inicios, el porqué de las divisiones en las butacas, su construcción y el uso que se les daba a sus diferentes salones y que gracias a grandes mentes en la actualidad sigue en funcionamiento con grandes y hermosas obras, imperdible, de preferencia pregunta por el señor que te explica todo lo anterior y puedas disfrutar de su charla sentado en las butacas remontándote a esa época.""",México,Español,Móvil,2018-03-04,positivo
Femenino,35.0,Nacional,Excelente,5,3,"""Astonishingly Beautiful Theater""","""Tuvimos el privilegio de asistir al Concierto Köln en el Teatro Juárez durante el Cervantino 2017. ¡Qué lugar impresionante! El teatro es hermoso y la acústica fue maravillosa, el lugar perfecto para asistir a una actuación de un conjunto tan consumado. También asistí al Ballet Gothica un par de semanas más tarde, que tuvo algunas asperezas, pero fue completamente encantador. Una vez más, el teatro fue perfecto"".",México,Inglés,PC,2018-03-03,positivo
Masculino,38.0,Internacional,Excelente,5,47,"""Ver y admirar""","""Sin duda - un lugar con una historia fascinante y hermosos interiores. La arquitectura refinada. Visita definitivamente vale la pena tener una idea del teatro mexicano, al menos en términos generales. Precio de la entrada, pero de bajo costo, y observar el interior del teatro hay algo. Se puede realizar una visita guiada, pero se puede explorar por su cuenta dentro del teatro. Una hora sería suficiente para una visita. Detrás del teatro es la entrada del funicular.""",Rusia,Ruso,PC,2018-02-23,positivo
Masculino,19.0,Nacional,Excelente,5,14,"""Sinfonía para el espectador""","""Tuve la oportunidad de deleitarme con la Sinfónica de la Universidad de Guanajuato y fue una experiencia inigualable. El teatro le de mucho plus a la ciudad, aprecias el arte y la cultura te engradece el alma. Aprovechen todos los eventos posibles. No se arrepentirán.""",México,Español,Móvil,2018-02-23,positivo
Femenino,28.0,Internacional,Excelente,5,56,"""Curioso""","""Un lugar bonito y curioso para conocer en Guanajuato. Un teatro antiguo y chiquitito con mucho encanto . Lugar emblemático de la ciudad.""",España,Español,Móvil,2018-02-19,positivo
Masculino,20.0,Nacional,Muy bueno,4,69,"""De los mejores teatros mexicanos""","""No cabe duda que es un edificio emblemático, una belleza de arquitectura, lamentablemente las dos ocasiones que he ido a Guanajuato esta cerrado y la ultima en remodelacion, pero sin duda es majestuosa por fuera.""",México,Español,PC,2018-02-17,positivo
Femenino,41.0,Internacional,Excelente,5,757,"""Asegúrese de echar un vistazo""","""Todo el mundo pasó por 35 pesos, tarifa para entrar en este hermoso edificio. En muchas áreas, sólo se nos permite entrar en la sala de recepción principal y una sala de arriba.""",Filipinas,Chino,Móvil,2018-02-17,positivo
Femenino,41.0,Internacional,Excelente,5,757,"""Must See""","""El Teatro Juárez está justo en la base del funicular. Entramos a este hermoso edificio por una pequeña tarifa de 35 pesos. Permitimos el acceso al teatro principal y una sala de recepción en el piso de arriba, entre otras áreas"".",Canadá,Inglés,Móvil,2018-02-17,positivo
Masculino,38.0,Internacional,Excelente,5,94,"""Great place if you have a tour guide""","""Muy hermoso edificio de principios del siglo XX, de la época de Porfirio Díaz. Influencia francesa, albañilería, política, etc. Nos unimos a un guía turístico y realmente marcó la diferencia. Nos dio una muy buena explicación del teatro y también se mezcló muy bien con Historia y arte mexicano.
En mi opinión, no haber hecho una gira hubiera sido menos del 10% del entendimiento... otro edificio de conciertos"".",Chile,Inglés,Móvil,2018-02-15,positivo
Femenino,25.0,Nacional,Excelente,5,118,"""Obligado""","""Esta hermoso el teatro. Es muy importante visitarlo, es parte de la historia del país. Cuándo vayan, tomen a un guía para que les de un recorrido.""",México,Español,Móvil,2018-02-08,positivo
Masculino,46.0,Internacional,Excelente,5,340,"""The Gilded Age in Mexico""","""El teatro es interesante desde el exterior, sin embargo, para apreciarlo realmente debes entrar. Puedes subir un par de pisos y entrar al área frente al escenario. El trabajo de vidrio es muy interesante y el piso es increíble. Había no hay cargos por tomar fotografías con su teléfono celular. Se tarda aproximadamente media hora, como máximo, si entra y explora los pisos que están abiertos. Nuestro conductor y guía proporcionaron algunos antecedentes. Como de costumbre, no hay información sobre la historia "".",Estados Unidos,Inglés,PC,2018-02-05,positivo
Femenino,53.0,Internacional,Muy bueno,4,62,"""Un teatro muy bonito""","""Muy recomendable la visita al teatro. Es digno de ver. Puedes caminar entre los asientos y tomar buenas fotos.""",España,Español,Móvil,2018-01-30,positivo
Femenino,39.0,Internacional,Excelente,5,64,"""Fenómenal""","""Incluso en el centro de la plaza principal frente al Jardín La Unión se destaca de manera impresionante la fachada de este teatro del siglo XIX. Inagurado en 1903 catapultó Guanajuato capital de la cultura. Se burbujea las más importantes compañías de ópera y ballet con la asistencia de la élite mexicana antes de la revolución. Su fachada tiene 9 al estilo griego Musas cobre oscuro. El interior es impresionante y vale la pena la visita por el color de los ornamentos y escuchar la historia del teatro y su importancia en la actualidad.""",Mozambique,Portugués,Móvil,2018-01-28,positivo
Femenino,57.0,Nacional,Excelente,5,86,"""Fenomenal""","""Esta es una de las atracciones turísticas mas hermosas que hay en México, es una veradera belleza por fuera y por dentro, es espectacular entrar y ver una obra ahí, te transporta en el tiempo y es lo máximo entrar ahí, en época de ""Día de Muertos"" es maravilloso ver a las catrinas y catrines disfrazados en la escalinata del Teatro.""",México,Español,PC,2018-01-27,positivo
Masculino,49.0,Internacional,Muy bueno,4,3298,"""Neoclasicismo mexicana""","""Arquitectura neoclásica hermosa y elegante, digno de los mejores teatros de Europa, que está considerando la igualmente Jardín de la Unión. Columnas refinadas, altas y estatuas en la fachada en altura, clásico reviven de los antiguos templos griegos. A la vista de las famosas veladas teatrales a cargo de los jóvenes a Cervantes, vestidos con traje de la tradición, viva y constante en toda la ciudad.""",Italia,Italiano,PC,2018-01-25,positivo
Femenino,72.0,Internacional,Muy bueno,4,84,"""Amazing Architecture!""","""Después de leer otras reseñas, decidimos ver el interior de este hermoso edificio. ¡La arquitectura de este edificio es asombrosa y muy digna de ser fotografiada!""",Estados Unidos,Inglés,Móvil,2018-01-18,positivo
Masculino,52.0,Internacional,Excelente,5,518,"""Cool beautiful theatre - tourist attraction now""","""Si tienes 20 minutos libres, vale la pena pagar los pesos para entrar a este lugar y echar un vistazo. Fue para el populacho y lo muestra. Una estructura hermosa, considerando cuándo fue construida"".",Estados Unidos,Inglés,PC,2018-01-14,positivo
Femenino,45.0,Nacional,Muy bueno,4,97,"""Espectacular""","""Este lugar es maravilloso su arquitectura y su magia, es una visita obligada si piensa visitar Guanajuato, está en el corazón de Guanajuato a un lado e incluso ahí mismo puedes unirte a las tradicionales callejoneadas. No puede faltar tu foto en el teatro.""",México,Español,Móvil,2018-01-12,positivo
Masculino,40.0,Nacional,Excelente,5,13,"""MAJESTUOSO E IMPRESIONANTE""","""Es una visita obligada en la ciudad de Guanajuato capital, la arquitectura de la ciudad es hermosa y nos traslada al pasado recordando y valorando nuestro hermoso pais que es México, el teatro Juárez es una obra de arte de la arquitectura, nos hace valorar nuestros origenes, y es importante que busques una visita guiada a este recinto, lo disfrutaras a lo grande...""",México,Español,PC,2018-01-10,positivo
Masculino,72.0,Internacional,Muy bueno,4,950,"""Bello lugar""","""Se visita el Teatro Juárez ($ 35 MXN poco más de $ 2 CAD). magnífico edificio con diez columnas en el exterior y cubierto con bellas estatuas de las musas en el techo. En el interior, la sala es espléndida, inspirado en la Alhambra de Granada. La casa es de estilo Art Deco. Un lugar agradable, pero la visita es bastante corta.""",Canadá,Francés,PC,2018-01-06,positivo
Femenino,37.0,Nacional,Excelente,5,23,"""Teatro Juárez y su alrededor""","""Hermoso lugar lleno de historia y cultura a un costado encontrarás la giganta y artistas vendiendo a muy buen precio sus obras y trabajos.""",México,Español,Móvil,2018-01-06,positivo
Femenino,17.0,Nacional,Excelente,5,149,"""Espectacular""","""Este teatro es hermoso por dentro y por fuera. Si pueden hagan lo necesario para conocerlo por dentro. Vale la pena.""",México,Español,Móvil,2018-01-05,positivo
Femenino,21.0,Nacional,Regular,3,64,"""Emblemático lugar, actualmente en restauración""","""Es un edificio que sin lugar a dudas llamará tú atención, arriba de la fachada podrás apreciar a las musas del arte, se encuentra sobre la avenida principal (Juárez) y debes tomarte una foto allí, no serás el único, todos lo hacemos, también podrás encontrar pintores en sus faldas vendiendo sus obras y junto a este se ubica una iglesia de dónde a partir de las 7 pm salen las callejoneadas.""",México,Español,Móvil,2018-01-04,neutral
Masculino,63.0,Nacional,Excelente,5,171,"""Imperdible""","""¡Es un lugar fantástico! Vale la pena pagar la entrada y escuchar el cuento de los guias turísticos que los dan, me sentí transportado en la historia a comienzos del siglo pasado. ¡No se les vaya a pasar!""",México,Español,PC,2018-01-04,positivo
Masculino,33.0,Nacional,Excelente,5,11,"""Lugar mágico""","""Una visita que no puedes dejar de hacer cuando vayas a Guanajuato, un lugar hermoso, con mucha historia y que junto con los guías te hará viajar en el tiempo al porfiriato, lleva cámara valdrá la pena.""",México,Español,Móvil,2017-12-31,positivo
Masculino,47.0,Nacional,Excelente,5,22,"""Hermoso edificio histórico""","""A pesar de No ser tan grande como otros recintos de América Latina (Teatro Municipal de Dao Paulo) y Europa, es una construcción muy hermosa de la época del Porfiriato con todo el estilo francés.""",México,Español,Móvil,2017-12-30,positivo
Masculino,20.0,Nacional,Excelente,5,6,"""Hemoso""","""Muy bonito, la explicación es extraordinaria y hay que dar una propina al final, vale la pena el recorrido al 100%""",México,Español,Móvil,2017-12-28,positivo
Masculino,28.0,Nacional,Excelente,5,8,"""Teatro Juárez""","""Lleno de historia es el segundo teatro más hermoso en México con excelente acústica recomiendo ir a ver a la sinfónica el costo es accesible y tiene arreglos europeos muy bellos.""",México,Español,Móvil,2017-12-28,positivo
Masculino,47.0,Nacional,Excelente,5,41,"""Majestuoso""","""Sin duda el teatro más hermoso de la República, después de bellas artes en la CDMX. Una arquitectura impresionante enmarcando totalmente el jardín de la unión . Su interior majestuoso y opulento. No dejen de visitar y si tienen la opción de algún evento en su interior no dejen de aprovecharlo.""",México,Español,Móvil,2017-12-27,positivo
Femenino,31.0,Nacional,Excelente,5,18,"""Sin duda hermosa e interesante arquitectura""","""La historia que guarda Guanajuato es una de las más interesante de todo México, sin duda tienes que visitar el Teatro Juarez, imagínense pisar un lugar bellísimo tanto en la arquitectura como en historia, dicho lugar dice ser edificado desde 1872.""",México,Español,PC,2017-12-27,positivo
Femenino,38.0,Nacional,Excelente,5,86,"""Muy bonito""","""No entré, porque estaba cerrado, pero es muy bonito por fuera. Había un hombre divirtiendo con chistes a los turistas, que se encontraban sentados en la escalinata de la entrada del Teatro. Se encuentra en una zona peatonal. En un callejón aledaño, es la entrada para subir al teleférico.""",México,Español,Móvil,2017-12-26,positivo
Masculino,22.0,Nacional,Excelente,5,22,"""Magnificent ain't enough""","""¿Qué tan hermoso puede ser un teatro de 1800...? Simplemente quita el aliento... construido entre 1873 y 1903... inaugurado por el presidente Don Porfirio Díaz un magnífico ícono arquitectónico... simplemente quita el aliento... Imprescindible si alguna vez vienes a México!!! Las playas son increíbles pero no lo son todo...!""",México,Inglés,PC,2017-12-22,positivo
Femenino,18.0,Nacional,Excelente,5,1,"""¡Guanajuato es increíble!""","""¡Una de las ciudades mas increíbles de todo Mexico! El teatro Juárez, ¡PRECIOSO! Las calles y plazas a su alrededor son totalmente dignas de visitar, es realmente hermoso todo.""",México,Español,PC,2017-12-19,positivo
Masculino,38.0,Internacional,Muy bueno,4,984,"""Centro de Guanajuato, para ir dentro del teatro también es muy bueno""","""Probamos varias veces para entrar en el teatro en dos días, el final del sábado a las 10 horas (10 a.m.: 15-- tiempo de México) cuando nuestra suerte. Hay varias empresas privadas la construcción de la visita oficial de la función /. Gastar 35 pesos, se puede pasear en algunas áreas limitadas de todo el edificio. Se introducen en el teatro español en sillas de teatro. Obviamente esta ciudad muy rica. Sentados en los escalones y ver gente yendo y viniendo es muy divertido día o de noche.""",Camboya,Chino,PC,2017-12-16,positivo
Masculino,35.0,Internacional,Muy bueno,4,984,"""The heart of Guanajuato for hanging out and nice interior property""","""Intentamos en varias ocasiones dentro de un período de 2 días entrar al teatro y finalmente tuvimos suerte el sábado por la mañana a las 10 a. puedes pasear por secciones limitadas del edificio. Hubo una discusión sobre la propiedad en español mientras estaba en los asientos del teatro. Estaba claro que la ciudad tenía abundancia de riqueza"".",Estados Unidos,Inglés,PC,2017-12-16,positivo
Femenino,56.0,Nacional,Excelente,5,18,"""Excelente guía""","""Un lugar obligatorio para visitar en Gto. Nos tocó un excelente guía que nos explicó con lujo de detalles la historia del teatro, inclusive un poco más de cultura, vale la pena.""",México,Español,Móvil,2017-12-06,positivo
Masculino,48.0,Internacional,Excelente,5,6,"""Discreto y lujoso teatro""","""Está situado en la calle principal, sin duda pasar por el lugar, se dice que el teatro es el presidente personalmente prisión construida por encima del teatro es de ocho estatua de la diosa. Particularmente exquisita interiores de teatro, magníficos, se recomienda tener la oportunidad de ver las actuaciones, se dice que es el centro cultural y de ocio Guanajuato mexicana, especialmente la música y la pintura es la principal ciudad de San Miguel. Cuando voy justo a tiempo para la temporada de vacaciones, una gran cantidad de personas que se sientan en las escaleras cantando o actuando, sobre todo gran número de personas en especial.""",Camboya,Chino,PC,2017-12-04,positivo
Masculino,53.0,Nacional,Excelente,5,354,"""Sin duda la mejor obra arquitectónica de Guanajuato""","""Excelente obra arquitectónica del siglo XIX, yace al lado del parque Union y corazón de Guanajuato, sus 12 columnas imponentes, parecen guardianes de esta hermosa ciudad colonial, su interior la sala de espectáculos sigue los modelos de las salas europeas; tiene forma de herradura, con cuatro órdenes de palcos y localidades generales; su decoración interior es de estilo oriental. Tienen acceso al público con una módica cantidad para conocerlo, si tienes la oportunidad de ver un concierto cuando visites la ciudad es algo que no debes de perderte.""",México,Español,Móvil,2017-12-04,positivo
Femenino,66.0,Nacional,Excelente,5,292,"""¡Una joya!""","""Ya lo conocíamos pero no habíamos tenido el gusto de disfrutar un concierto en su luneta. Concerto Köln durante el Cervantino 2017 fue la ocasión óptima, un verdadero placer. Además se genera un ambiente encantador ya que el interior del teatro es espléndido, con una decoración exquisita. Ojalá puedan asistir a un espectáculo pero si no, al menos no dejen de visitarlo.""",México,Español,PC,2017-12-01,positivo
Masculino,47.0,Nacional,Excelente,5,41,"""Muy bonito""","""Impresionantes la verdad, impactante si lo visitas de noche, un lugar muy bonito y romántico si vas con tu pareja.""",México,Español,Móvil,2017-11-24,positivo
Femenino,35.0,Nacional,Excelente,5,165,"""Emblemático de Guanajuato""","""Esta en el jardín unión a un lado del restaurante casa valades muy emblemático y muy bonita arquitectura podrás entrar de 10 de la mañana hasta las 7 de la noche adentro es espectacular una visita obligada podrás observar alrededor del teatro varios grupos de callejoneadas y venden cuadros lo único malo es que siempre esta lleno gracias.""",México,Español,Móvil,2017-11-21,positivo
Femenino,64.0,Internacional,Excelente,5,11,"""People watching""","""Me encantan los escalones del teatro. Baja por la calle hasta la licorería y tómate una cerveza. Luego ve a sentarte en los escalones, justo enfrente de la plaza. Ve a todos caminando, vendedores ambulantes, turistas, lugareños, simplemente un gran lugar para mirar. Todo el mundo lo está haciendo, no todo el mundo es lo suficientemente inteligente como para ir a buscar una cerveza. Fuimos durante la temporada de ópera, así que los artistas estaban en las gradas tomando fotos. Muy elegante. Como siempre, lo pasamos genial en Guanajuato"".",Estados Unidos,Inglés,PC,2017-11-20,positivo
Femenino,65.0,Internacional,Excelente,5,12,"""Bella arquitectura""","""El lugar tiene mucho estilo. No es nada caro, vale la pena ir a ver alguna puesta en escena. Me tocó ver la sinfónica de la Universidad de Guanajuato; tocan bellísima melodía, no puedes meter agua ni bebidas. El personal es amable, los baños limpios. Recomiendo mucho visitarlo.""",Estados Unidos,Español,Móvil,2017-11-19,positivo
Femenino,30.0,Internacional,Excelente,5,5,"""Absolutamente para ver""","""La arquitectura y la decoración increíble, se requiere una visita. El trabajo realizado por la mano requiere un gran respeto por estas personas.""",Francia,Francés,Móvil,2017-11-18,positivo
Femenino,45.0,Nacional,Excelente,5,14,"""Un monumento emblemático y hermoso de Guanajuato capital""","""Si te gusta conocer lugares mágicos, el Teatro Juárez te encantará. Puedes pasar a visitarlo en horario por las mañanas o asistir a eventos por la noche a un bajo costo. Normalmente son en horario de las 8pm.""",México,Español,PC,2017-11-15,positivo
Masculino,60.0,Internacional,Excelente,5,925,"""Teatro precioso""","""Este teatro se encuentra en la ciudad. Pilares y una reminiscencia de Romano y el templo griego, y el techo no está montando la imagen, la apariencia es muy respetable. Que pueda dentro de la gira. parece un poco pequeña interior, se ha realizado la decoración delicado y adornado, la prosperidad de la época, que fue construido sugerirá. Se ha utilizado comúnmente en la actualidad. Hermosa noche para ser escrita hacia arriba.""",Japón,Japonés,PC,2017-11-13,positivo
Masculino,53.0,Internacional,Regular,3,223,"""Bastante fuera de""","""Hermoso edificio que vale la pena visitar por la vista desde el exterior. Después, honestamente pagar para visitar los salones vacíos de un teatro, no es algo que haya gustado.""",Canadá,Francés,Móvil,2017-11-11,neutral
Masculino,55.0,Nacional,Excelente,5,41,"""¡Simplemente MAGNIFICO!""","""De los mejores teatros que he visto. Muy buena acústica y su interior.... ¡¡¡Tienes que verlo!!! No te vayas de Guanajuato sin visitar este teatro.""",México,Español,Móvil,2017-11-11,positivo
Femenino,30.0,Nacional,Excelente,5,58,"""Belleza cultural""","""Este teatro es un imperdible en Guanajuato por su historia y su belleza, te transporta en el tiempo. Se ubica en la plaza principal, cuenta con una escalinata que es testigo de diversos eventos como presentación de mimos, cuentos de leyendas, música y puedes sentarte ahí a disfrutar una parte delantera ciudad y ver a la gente pasar.""",México,Español,Móvil,2017-11-08,positivo
Masculino,60.0,Nacional,Excelente,5,53,"""Parte vital de la historia de México""","""Este teatro es una vista obligada en la ciudad, cuenta con una maravillosa arquitectura tanto exterior como interior, este teatro forma parte importante de la historia de México pues tuvo un papel muy importante durante la revolución mexicana de 1910. Punto de gran importancia en la ciudad y cuenta con guías que te van narrando la historia del lugar y te permite conocer más acerca de la cultura e historia de la ciudad y la nación.""",México,Español,Móvil,2017-11-08,positivo
Masculino,46.0,Nacional,Excelente,5,17,"""¡Hermoso!""","""Es precioso. Una joya, es motivo de una de las mejores fotos que tomarás en Guanajuato. Por la noche el ambiente con las callejoneadas es increíble.""",México,Español,Móvil,2017-11-08,positivo
Femenino,59.0,Nacional,Excelente,5,94,"""Excelente""","""El teatro Juarez es un lugar que no deben dejar de visitar, la historia y todo lo que hay dentro está en excelente estado de conservación.""",México,Español,Móvil,2017-11-04,positivo
Masculino,47.0,Internacional,Excelente,5,821,"""Lujoso teatro""","""Es decir desde el exterior sin entrar solamente fue visitado durante, pero fuera de la apariencia era preciosa. El Pipila se veía directamente detrás. El teatro al lado hay una iglesia y la estatua de bronce de dos, hay una gran cantidad de espacio de descanso de un bonito árbol delante de los ojos! ¡El lunes fue un día de fiesta!""",Japón,Japonés,Móvil,2017-11-02,positivo
Masculino,68.0,Internacional,Excelente,5,555,"""Compacto es un gran teatro""","""La entrada es rara teatro mixto que de estilo árabe francés y entra vez dentro en griego. Nombre Juárez del Presidente se encuentra en el teatro de la parte delantera. La próxima vez que quieran escuchar música aquí. Actuaciones que era capaz de entrar en el tiempo de recorrido sin guía.""",Japón,Japonés,PC,2017-10-18,positivo
Femenino,27.0,Internacional,Muy bueno,4,33,"""Cute Historic Theater""","""Caminamos por este teatro sin guía y nos encantó ver su belleza. Se nota que fue construido hace mucho tiempo y se puede apreciar la arquitectura"".",Estados Unidos,Inglés,PC,2017-10-17,positivo
Masculino,31.0,Nacional,Excelente,5,78,"""Imponente belleza""","""Edificio realmente hermoso en pleno corazón de la ciudad. Un lugar para descansar en sus escalinatas o disfrutar de su interior durante algún concierto u obra. Inaugurado por el Presidente Porfirio Díaz en 1903.""",México,Español,PC,2017-10-10,positivo
Femenino,42.0,Nacional,Excelente,5,3,"""Excelente lugar""","""Ir a Guanajuato y no conocer este lugar es como no ir. En lo personal es lo que más me agrado. Realmente es muy bello, muy recomendable lugar lleno de historia.""",México,Español,Móvil,2017-10-03,positivo
Masculino,59.0,Nacional,Excelente,5,54,"""Pasar es obligado si vienes""","""Es uno de los principales iconos de la ciudad, aunque sea para sentarte en las escaleras para la foto o disfrutar de una magnífica vista hacia el teatro o los alrededores lo valen... DEBE estar en tu itinerario…""",México,Español,Móvil,2017-09-30,positivo
Masculino,62.0,Nacional,Excelente,5,1353,"""Hermoso lugar""","""Es un teatro que está en el centro de Guanajuato muy pequeño pero muy hermoso, con acabados de primera calidad y sumamente cómodo.""",México,Español,Móvil,2017-09-24,positivo
Femenino,67.0,Internacional,Excelente,5,40,"""Vacaciones""","""No puedo encontrar las palabras para describir la belleza de este lugar, espejos franceses el trabajo de madera es todo lo demás... no se puede dejar de visitar.""",Italia,Italiano,Móvil,2017-09-18,positivo
Masculino,45.0,Nacional,Excelente,5,13,"""Beautiful""","""¡Disfrutamos el recorrido y amamos la arquitectura y la decoración! La guía fue demasiado, aunque fue divertida"".",México,Inglés,Móvil,2017-09-17,positivo
Masculino,57.0,Nacional,Excelente,5,70,"""Tradicional""","""Te recomiendo conocerlo como parte de la callejoneada típica en Guanajuato, con estudiantina, que vale la pena vivir, aparte de que conoces parte de la tradición oral de Guanajuato.""",México,Español,Móvil,2017-09-17,positivo
