Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Masculino,22.0,Internacional,Excelente,5,76,"""We love Diego Rivera so we loved this place""","""Pequeño, la mayor parte del arte es de cuando él era joven, pero puedes ver toda la casa, por lo que da una idea de la vida de clase media en Guanajuato. Suponiendo que compartas nuestros gustos artísticos, una visita obligada"".",Estados Unidos,Inglés,PC,2016-05-12,positivo
Masculino,75.0,Internacional,Excelente,5,271,"""Some great art by Jose Parra and others""","""Este no es un museo con arte de Rivera. Fue la casa de su infancia y eso es interesante. Pero hay mucho arte excelente en las paredes. También hay una guía audiovisual de uno de los famosos murales de Rivera (que no está en la casa) que realmente disfruté"".",Nicaragua,Inglés,PC,2016-05-11,positivo
Masculino,35.0,Nacional,Excelente,5,38,"""Cultura a la carta""","""Entrar a la casa Diego Rivera es transportarse en el tiempo, es imaginar escenas, crear momentos en la mente, ver a Diego en cada rincón, es llenarte de la cultura misma de grandes pintores, cada pasillo te conduce a una nueva sorpresa, cada recamara a un mundo que te hará ver la vida desde otra perspectiva, altamente recomendable para quien gusta del dibujo, la pintura y el muralismo, cuando viajes a Guanajuato desvíate unas cuadras y camina por la calle Positos entre la Universidad y la Alhondiga encontrarás esta bella casa restaurada donde además del costo accesible, veras trabajos de grandes artistas y saldrás con un grato sabor de vista.""",México,Español,PC,2016-05-10,positivo
Femenino,53.0,Internacional,Excelente,5,138,"""Not a must visit site, but a quick stop to learn about Diego!""","""Almorzamos en San Angel Inn, que está al lado, así que decidimos parar aquí después. Era un sábado por la tarde y había que esperar unos 5 minutos para entrar a la casa de Diego. La entrada costaba 35 pesos por persona. Gastamos alrededor de 45 minutos recorriendo las casas de Diego Rivera, Frida Kahlo y Juan O'Gormon. El complejo no tiene muchas de las famosas obras de arte de Diego en exhibición. Hay algunas pequeñas figuritas y piezas de papel maché en exhibición en su estudio. Cuando visitamos , había una exhibición sobre la participación de Diego en la URSS e incluía sus fotos y bocetos de su visita a los soviéticos. Pensé que era una historia interesante. Tenga en cuenta que la mayoría de la información está en español, pero hay algunos letreros en inglés que resumen la historia. No me desviaría de mi camino para visitar este lugar, pero si estás en la zona, ¡definitivamente pasa por aquí!""",Estados Unidos,Inglés,Móvil,2016-05-09,positivo
Femenino,57.0,Nacional,Pésimo,1,8,"""La chica de recepción""","""Llegamos 15 minutos antes de cerrar. Y la chica de la entrada muy grosera, no nos permitió entrar diciendo que ella sale a las 2:30. Pésimo servicio.""",México,Español,Móvil,2016-05-08,negativo
Masculino,64.0,Internacional,Regular,3,236,"""Not bad, but not very memorable""","""Al igual que con la mayoría de los museos en México, el costo de la entrada es muy asequible. Así que no me quejaré de que no obtuve el valor de mi dinero. Pero no obtuve mucho de esta experiencia. Si no hubiera visto los murales de Rivera en varios lugares en la Ciudad de México, visité la Casa Azul de Frida y vi la película Frida, no estoy seguro de haber salido de este museo con una apreciación o comprensión del trabajo de Rivera.
Quizás nuestro error fue que no teníamos una guía en español que nos ayudara a interpretar lo que estábamos viendo, pero, en general, el foco parecía estar más en una casa histórica que en la vida y obra de Rivera.
Por supuesto, si está caminando, visítenos (tardará menos de una hora). Pero hay atracciones mucho mejores en Guanajuato (en realidad, la ciudad en sí es una hermosa obra de arte), incluida la Alhóndiga de Granaditas. Luego, en la CDMX, visita el Palacio Nacional, el Palacio de Bellas Artes y la Casa Azul para más RIvera"".",Canadá,Inglés,PC,2016-05-07,neutral
Femenino,26.0,Nacional,Excelente,5,13,"""Muy interesante la historia y la Expo temporal""","""Me sorprendió la historia de esta casa ya que son datos que en lo personal desconocía sobre Diego rivera, hay varios bocetos originales de el. En lo personal lo que más me gusto fue la exposición temporal que tenían de José Parra (pintor de las fotografías)""",México,Español,Móvil,2016-05-06,positivo
Femenino,44.0,Nacional,Excelente,5,47,"""Worth it!!""","""Si tienes la suerte, podrás escuchar mucha historia de uno de los guías. Podrás ver algunos trabajos oscuros de Rivera y probar cómo se veía la casa cuando él nació. También hay otro sala de exposiciones con obras de otros pintores famosos. No se permiten fotos"".",México,Inglés,Móvil,2016-05-05,positivo
Femenino,37.0,Nacional,Malo,2,117,"""Cerrado el 19 de Marzo""","""Otra visita a este lugar y cerrado, por el 19 marzo lunes, por el puente del 21 de marzo. Turistas no importan. Muy mal.""",México,Español,Móvil,2016-05-04,negativo
Masculino,69.0,Internacional,Regular,3,51,"""Tour of his home""","""No es lo que esperaba, ya que aquí se exhibe muy poco de su arte y no se pueden tomar fotografías de los mejores ejemplos. Me pareció un poco aburrido, para ser honesto"".",Canadá,Inglés,PC,2016-05-03,neutral
Femenino,28.0,Internacional,Excelente,5,15,"""¡Obligatorio!""","""Hermoso lugar adaptado a la modernidad pero sin dejar atrás su historia y su hermosa casona, el museo tiene 3 apartados, en la planta baja es una sala en la que se presentan obras de diversos artistas, se muestran artículos originales que pertenecieron a la familia del famoso muralista y lo mas importante la presentación de sus obras originales como bocetos y más. Definitivamente tienen que visitarla.""",Chile,Español,PC,2016-05-02,positivo
Femenino,62.0,Internacional,Malo,2,55,"""Disappointing""","""Fuimos esperando ver una selección completa de la obra de Rivera. Se trataba principalmente de bocetos y obras de sus años de formación, pero no de las obras de su naturaleza por las que es famoso"".",Estados Unidos,Inglés,Móvil,2016-05-01,negativo
Femenino,37.0,Internacional,Muy bueno,4,87,"""Worth visiting""","""Me encantó el increíble edificio donde pasó los primeros 6 años de su vida. Hubiera estado bien tener más obras de arte, pero incluso la casa merece una visita"".",Inglaterra,Inglés,PC,2016-04-30,positivo
Masculino,40.0,Internacional,Regular,3,56,"""Worth a visit""","""La tarifa de entrada es muy asequible (barata), por lo que no te arriesgas. Aparentemente es el lugar donde Diego pasó los primeros 6 años de su vida, pero realmente no ves nada personal en eso. Hay algunos pisos de sus obras, pero en su mayoría piezas más pequeñas y ninguno de sus murales. Si tiene poco tiempo, dejaría pasar esto. Si tiene tiempo, visítenos"".",Estados Unidos,Inglés,PC,2016-04-29,neutral
Masculino,33.0,Internacional,Muy bueno,4,80,"""Spring Break""","""Esta fue mi primera vez aquí. Obras de arte interesantes, algunas de las cuales son obras suyas. No presté demasiada atención al trabajo de otros artistas. Gran diseño de la casa, solo deseaba que dieran más información sobre el trabajo de Diego Rivera"".",Estados Unidos,Inglés,Móvil,2016-04-28,positivo
Masculino,43.0,Internacional,Excelente,5,74,"""Excellent replication of early living and art work""","""Gran museo y réplicas de la antigua casa de Rivera. Felicitaciones a la familia de Diego Rivera por ofrecer este maravilloso museo y obras de arte. Rivera fue el ""verdadero negocio"" para los artistas españoles, abarcando varios períodos del arte"".",Estados Unidos,Inglés,PC,2016-04-27,positivo
Femenino,31.0,Nacional,Excelente,5,22,"""Casa Diego Rivera""","""Están muebles de la época, pinturas del artista. Es un edifico de 3 nivel donde recorres párate de la historia de el.""",México,Español,Móvil,2016-04-26,positivo
Femenino,54.0,Internacional,Regular,3,33,"""Somewhat interesting but not high on my list of have to go to it""","""Disfruté de mi visita, pero hay varios otros museos en Guanajuato que visitaría primero. Encontré el flujo del museo un poco desconcertante y muchas de las piezas decepcionantes"".",Estados Unidos,Inglés,PC,2016-04-25,neutral
Femenino,,Internacional,Excelente,5,1,"""Great Museum""","""Realmente lo disfruté. Es interesante escuchar sobre la juventud de Diego Rivera. Algunas obras de arte no son originales, pero son una muy buena exhibición. Muy económicas. Esté preparado para subir 3 vuelos"".",Estados Unidos,Inglés,Móvil,2016-04-24,positivo
Femenino,29.0,Internacional,Muy bueno,4,16,"""Not flashy, just plain good""","""A mi amigo y a mí, ambos artistas, nos encantó esta tranquila casa museo justo al final de la calle de la universidad en el viejo Guanajuato. Para aquellos a los que les gusta viajar en el tiempo, disfrutarán de la infancia del artista mexicano de principios del siglo XX más exitoso"". firebrand. Este no es un lugar para pinturas famosas, sino dibujos muy bonitos, incluidos algunos de la época de los estudiantes"".",Estados Unidos,Inglés,Móvil,2016-04-23,positivo
Femenino,61.0,Internacional,Muy bueno,4,62,"""Hello Mr Diego""","""Gran museo y galería. ¡Definitivamente una visita obligada! ¡Pasamos un par de horas y añadimos señalización en inglés a nuestra experiencia!""",Canadá,Inglés,Móvil,2016-04-22,positivo
Masculino,68.0,Internacional,Muy bueno,4,104,"""Worthwhile Visit""","""En un sábado ajetreado, esta fue una especie de refugio de las calles llenas de gente. Un poco fuera de lo común, por MXP25, uno puede visitar el lugar de nacimiento de Diego Rivera. Es una casa interesada, pero lo más destacado son las primeras obras de Rivera, David Siqueiros y Orozco - - 3 de los muralistas más reconocidos de México"".",Canadá,Inglés,Móvil,2016-04-21,positivo
Femenino,51.0,Internacional,Muy bueno,4,844,"""A MUST VISIT!""","“Este fue uno de los primeros lugares que visité durante mi viaje a Guanajuato. Fue una de las mejores experiencias que tuve. Me encantó cómo representan y muestran los muebles de cada habitación. Esta fue la casa donde nació el famoso pintor. Toda la casa de tres pisos está muy bien mantenida. No te puedes perder una visita a este atractivo cuando viajas a Guanajuato. Cuota de entrada US$3.00.""",Guatemala,Inglés,PC,2016-04-20,positivo
Femenino,36.0,Nacional,Muy bueno,4,83,"""Visita obligada al museo de Diego Rivera""","""Es la casa donde nació Diego Rivera, con algunas obras auténticas, bocetos y dibujos de Diego, de Siqueiros y algunas otras obras de otros artistas de la época.""",México,Español,PC,2016-04-19,positivo
Femenino,,Internacional,Muy bueno,4,7,"""Beautiful house""","""Nos gustó este museo, aunque nos decepcionó un poco que no hubiera más obras de arte de Rivera. La casa era impresionante y debe haber sido increíble en su día. Se exhibía una copia de tamaño natural de uno de los famosos murales de Diego y tenía una llave debajo con explicaciones sobre las personas representadas, lo cual fue genial. En general, interesante"".",Canadá,Inglés,Móvil,2016-04-18,positivo
Masculino,58.0,Internacional,Regular,3,93,"""Missed opportunity""","""Muy bonito edificio, donde nació Diego Rivera. 3 o 4 pisos con exposiciones y en la parte de arriba puedes escuchar un audio de una famosa foto. Mis hijos estaban aburridos y el museo perdió la oportunidad de ofrecer una mejor explicación de la buena exposición que oferta.""",Chile,Inglés,Móvil,2016-04-17,neutral
Masculino,69.0,Internacional,Muy bueno,4,361,"""Interesting configuration of the building""","""Hay un ascensor en un edificio antiguo remodelado. No es un gran museo, pero es interesante y vale la pena visitarlo. Tal vez una hora sea suficiente"".",Estados Unidos,Inglés,PC,2016-04-16,positivo
Femenino,38.0,Nacional,Muy bueno,4,34,"""Parada obligada""","""La casa donde se crio el guanajuatense mas famoso, Diego Rivera, bien mantenida con exposicion permamente de autores de la zona. Parada obligada.""",México,Español,PC,2016-04-15,positivo
Masculino,45.0,Nacional,Regular,3,78,"""You won't see his work that much""","""Cuesta 25 pesos. Así que es barato. Por ese costo creo que es aceptable aunque no hay tantas obras suyas"".",México,Inglés,PC,2016-04-14,neutral
Femenino,70.0,Internacional,Regular,3,1895,"""Wouldn't Rush Back!""","""Me decepcionó que hubiera muy pocas obras de arte de Rivera y ningún ejemplo de sus murales aquí. Era más una revisión histórica de su vida y una recreación de la casa de su infancia. ¡Interesante pero no una visita obligada!""",Estados Unidos,Inglés,PC,2016-04-13,neutral
Masculino,38.0,Nacional,Muy bueno,4,36,"""Great Diego for starters""","""Muy bien mantenido, limpio, bien dirigido, al principio puede ser confuso qué camino tomar, pero encontrará el camino, lea las notas de historia para encontrar el significado de cada habitación. Las desventajas son que solo el primer piso es recreaciones históricas, los pisos restantes son más sesiones informativas educativas y galerías de arte. Deberían tener más copias de la obra de Diego y fotos de sus primeros trabajos, la mayoría de los marcos documentados son de la infancia y la vejez, apenas algo de sus momentos reales en la historia como un polémico. pintor con Frida"".",México,Inglés,Móvil,2016-04-12,positivo
Femenino,46.0,Internacional,Regular,3,332,"""Only For Diego Rivera Addicts""","""Primero, esta es una recreación de la casa en la que vivió Diego Rivera cuando era niño. Hay un patio y un edificio nuevo. El primer piso contiene pinturas de Diego cuando era un niño pequeño. Son muy realistas y tradicionales. temas. Si bien están bien ejecutados, no se vislumbran los futuros muralistas. La mayoría del arte no es de Diego Rivera y Frida Kahlo nunca visitó esta ciudad de la infancia. Si tiene una mañana, es interesante ver las pinturas del primer piso, pero yo Creo que esto es realmente para fanáticos de su trabajo o estudiantes de historia del arte. Se tarda aproximadamente una hora en recorrer todo el museo"".",Estados Unidos,Inglés,PC,2016-04-11,neutral
Masculino,42.0,Nacional,Muy bueno,4,78,"""Muy completo y con diversidad en sus exposiciones""","""Disfrutamos mucho recorrer este museo y nos gustó mucho su contenido y exposiciones. Muy completo, variado e interesante. Además, el inmueble es en si algo para visitar.""",México,Español,PC,2016-04-10,positivo
Masculino,32.0,Internacional,Regular,3,127,"""Interesting but disappointing""","""Disfruté de mi visita y la historia de vida de Diego Rivera es convincente. Sin embargo, me decepcionó la cantidad limitada de arte de Diego Rivera que tenía el museo, ¡que es lo que fui a ver! Había más arte de otros artistas. """,Estados Unidos,Inglés,Móvil,2016-04-09,neutral
Femenino,41.0,Nacional,Excelente,5,24,"""Muy recomendable""","""Es muy bonita la casa y se exponen algunas obras muy buenas, que te invitan a conocer más en profundidad al artista.""",México,Español,Móvil,2016-04-08,positivo
Masculino,65.0,Internacional,Regular,3,94,"""Very little of Diego Rivera's art""","""Una de las actividades ""imprescindibles"" en la ciudad, en parte porque realmente no hay mucho más disponible. No esperes ver mucho del arte de Rivera, no hay ninguno. Pero la casa es interesante por sí misma. """,Inglaterra,Inglés,PC,2016-04-07,neutral
Femenino,44.0,Nacional,Excelente,5,148,"""Museo favorito en Guanajuato""","""Tanto por como ordenan las exposiciones, así como la manera en que tienen ambientada la casa para mí es el museo que no te puedes perder en Guanajuato.""",México,Español,Móvil,2016-04-06,positivo
Masculino,30.0,Nacional,Muy bueno,4,63,"""MUSEO CON MUCHA HISTORIA""","""Debes ir cómodo, el museo costa de 3 pisos en el primero apreciarás muebles que Te transportarán a la época de Diego Rivera, también encontrarás en un balcón adentro a Frida y Diego con quienes podrás tomarte fotos, en el segundo piso cuadros de Diego Rivera y sus contemporáneos, en el tercer piso exposiciones de artistas modernos. Sólo cobran el acceso a adultos. Fue la casa de Diego Rivera y su hija fue quien lo convirtió en museo.""",México,Español,Móvil,2016-04-05,positivo
Femenino,24.0,Nacional,Excelente,5,10,"""Excelentes exposiciones""","""El recinto no solo contenía obra plástica de Diego Rivera, tenía dos exposiciones extras y algo que agradecí es que tenían una Expo de un artista plástico actual ""Ramlo"" Muy buen trabajo al amueblar con materiales que te transportan a la infancia de uno de los grandes muralistas de México. Buen precio con credencial de estudiante.""",México,Español,Móvil,2016-04-04,positivo
Masculino,39.0,Internacional,Muy bueno,4,6,"""Buen museo""","""Un buen museo al que vale la pena asistir, ademas de la sobras de Diego Rivera, tambien las exhibiciones de otros artistas tanto actuales como no tan actuales :)""",Perú,Español,PC,2016-04-03,positivo
Masculino,43.0,Internacional,Excelente,5,20,"""Very quaint and charming museum""","""Fue una experiencia muy agradable poder pasear por la antigua casa a tu propio ritmo. Muchas obras de arte y un buen vistazo a la historia"".",Estados Unidos,Inglés,PC,2016-04-02,positivo
Femenino,53.0,Nacional,Excelente,5,81,"""Interesante""","""Vine a pasar un par de días a Guanajuato y vi la casa donde nació el pintor Diego Rivera, que ahora es museo. Es una hermosa y grande casa color rojo quemado, que está a solo una cuadra de la catedral de Guanajuato y a dos cuadras del Teatro, por lo que puede uno ir a pie, si se encuentra en el centro histórico de la Ciudad. A unas tres cuadras más abajo, se encuentra la Alhóndiga de Granaditas. La calle donde está ubicada, es muy angosta y también las banquetas. Lo mejor es dejar el auto en el estacionamiento Alonso y caminar.""",México,Español,Móvil,2016-04-01,positivo
Masculino,,Nacional,Excelente,5,14,"""Bonito""","""Desafortunadamente a pesar de ser la casa real de Diego Rivera de cuando era niño, había más obras de Artistas invitados que de Diego Rivera, per aún así es una visita recomendada y disfrutable.""",México,Español,Móvil,2016-03-31,positivo
Masculino,27.0,Internacional,Excelente,5,59,"""Beautifully preserved!""","""Como todos deben saber, Diego Rivera estuvo casado con Frida Kahlo. Una casa increíble que se convirtió en un museo que da una idea no solo de Diego, sino también de Frida. No sabía mucho sobre Diego y Frida, antes a la visita, pero después me informaron de manera refrescante. Por supuesto, navegar por las calles angostas y sinuosas de Guanajuato fue de mucha alegría"".",Canadá,Inglés,PC,2016-03-30,positivo
Masculino,39.0,Internacional,Muy bueno,4,567,"""Interesante""","""El lugar de nacimiento de Diego Rivera es ahora un museo dedicado al artista mismo. Rivera y su hermano gemelo nacieron en esta casa en 1886 y vivió allí hasta que la familia se trasladó a la Ciudad de México seis años más tarde. Retratos, pinturas y dibujos del pintor.""",Italia,Italiano,PC,2016-03-29,positivo
Femenino,59.0,Internacional,Excelente,5,153,"""Loved all of the rooms and exhibits""","""Leí otras reseñas y la gente dijo que no les gustaban las salas pequeñas. Realmente me gustaron y fue una excelente manera de capturar exhibiciones. Las exhibiciones rotativas fueron excelentes, y las piezas de Rivera también fueron geniales. Pensé que el nuevo atrio La adición en el medio se hizo muy cuidadosamente y nos recordó a The Getty. Definitivamente vale la pena una visita y fue un paseo muy agradable y no muy largo desde el Teatro Principal"".",Estados Unidos,Inglés,PC,2016-03-28,positivo
Femenino,47.0,Internacional,Regular,3,951,"""Reality check - this place is OK; I think patrons are in love with anything Diego Rivera related""","""Esta casa convertida en museo es una joya histórica para resaltar el lugar de nacimiento y los comienzos de Diego. Desafortunadamente, el diseño del edificio es muy irregular y no fluye bien. También hay un atrio blanco moderno en el medio, que no está en contacto con el resto de la propiedad. También hay espacio para exhibiciones temporales de arte. Creo que lo más apropiado sería dedicar espacio para que los patrocinadores entiendan en qué parte de México y el mundo pueden ver otras obras de Diego Rivera"".",Estados Unidos,Inglés,PC,2016-03-27,neutral
Masculino,40.0,Internacional,Muy bueno,4,257,"""I enjoyed this, but beware confusing layout""","""Eventualmente encontré mi camino, pero este fue para mí un buen museo con buenas exhibiciones. Definitivamente me tomó un tiempo entender el diseño, pero tal vez estaba teniendo un mal día. Disfrútalo por una hora o dos"".",Estados Unidos,Inglés,PC,2016-03-26,positivo
Femenino,48.0,Internacional,Excelente,5,77,"""Fascinating Museum""","""Me encanta la casa museo, así que disfruté caminar por la Casa/Museo Diego Rivera. Había pinturas de otros artistas, pero me encanta ver las casas de los artistas y ver de dónde viene su inspiración. Tenían un par de dormitorios, cocina y el comedor, y todo está comprimido en un espacio que sube cuatro niveles. Y el precio es menos de $ 5, así que vale la pena"".",Estados Unidos,Inglés,PC,2016-03-25,positivo
Femenino,61.0,Internacional,Muy bueno,4,195,"""This small museum is good""","""Hay habitaciones preparadas para sentirse como en la época en que Rivera vivió aquí. Las habitaciones separadas están preparadas con una variedad de piezas del trabajo de Rivera y las de sus contrapartes. Señalización limitada en inglés. Un guía de habla inglesa con conocimientos de arte realmente ayudaría a obtener la mayor parte de la visita. Me hizo sentir curiosidad por saber más sobre esta época y su arte"".",Canadá,Inglés,Móvil,2016-03-24,positivo
Femenino,22.0,Internacional,Muy bueno,4,39,"""Interesting place, nice guides""","""Si tiene tiempo libre y está en la ciudad, definitivamente recomendaría visitar este lugar. Es un museo de arte combinado con algunas salas en exhibición. Según la guía, la mayoría de los muebles no son originales. Disfrutamos nuestra visita .""",Estados Unidos,Inglés,PC,2016-03-23,positivo
Masculino,72.0,Internacional,Muy bueno,4,925,"""Lugar de nacimiento de Diego Rivera""","""Lugar de nacimiento del famoso Diego Rivera como muralista mexicano. Hay varias habitaciones que están dispuestos los muebles para sugerir el tiempo de la vida a la vez. Inicio de la segunda planta se ha convertido en el espacio para exponer su obra. El arte amantes se recomienda museo.""",Japón,Japonés,PC,2016-03-22,positivo
Masculino,49.0,Internacional,Muy bueno,4,226,"""Interesting house and museum""","“Fue divertido recorrer la casa de cuatro pisos en la que Diego Rivera pasó sus primeros seis años. Tiene una escalera central y puedes ver algunos de los cuartos hechos con muebles de la época. El arte era interesante y variado aunque solo algunas fueron sus pinturas, que disfruté"".",Estados Unidos,Inglés,PC,2016-03-21,positivo
Masculino,31.0,Nacional,Muy bueno,4,11,"""Bonito museo""","""Aunque se pueden observar pocas obras del pintor, es un punto importante para conocer un poco más de la vida de este personaje. Precio accesible.""",México,Español,Móvil,2016-03-20,positivo
Masculino,50.0,Nacional,Muy bueno,4,22,"""Un lugar que tienes que visitar""","""Es la casa donde nació Diego Rivera, esta llena de obras de arte de el y muchos otros, te cuentan su historia, los guías son muy buenos y explican detalladamente cada pintura. También hay muchos muebles de esa época y puedes admirar como se vivía en esos años, es un lugar muy bonito y esta muy cerca del centro, 5 minutos caminando del centro, ademas es muy económico y gratis si eres estudiante o adulto mayor, tienes que visitar el lugar.""",México,Español,PC,2016-03-19,positivo
Femenino,39.0,Internacional,Muy bueno,4,12,"""Interesting""","""Me alegro de habernos detenido aquí. Es simple pero aprecié las interpretaciones históricas. Está contiguo a un museo de arte mexicano contemporáneo, que valió la pena"".",Estados Unidos,Inglés,PC,2016-03-18,positivo
Femenino,67.0,Internacional,Muy bueno,4,432,"""Very Good Only if You Have a Guide""","""Fuimos dos con un guía y aprendimos mucho de sus explicaciones. Falta información impresa (en inglés o español) sobre cualquiera de los artefactos o piezas de arte. La mayor atracción fue el mural en el auditorio. Sin nuestra guía, nos habríamos perdido el 98% del significado de las figuras en la pintura. Hace unos tres años se agregó una adición de vidrio al edificio (que incluía un ascensor).",Estados Unidos,Inglés,PC,2016-03-17,positivo
Masculino,19.0,Nacional,Muy bueno,4,447,"""Muy buen museo""","""La casa de Diego Rivera es muy buen museo con muy buenas obras de este personaje así como obras de invitados que se encuentran en la casa. 
Si eres amante de la arte no dudes en visitar la casa de Diego Rivera tiene muy buena exposición.""",México,Español,Móvil,2016-03-16,positivo
Femenino,,Nacional,Excelente,5,2,"""Excelente casa museo""","""Me encanto la arquitectura y estado de conservación del museo. Las obras de arte en exhibición son unicas. ¡¡Excelente visita!!""",México,Español,PC,2016-03-15,positivo
Femenino,30.0,Internacional,Muy bueno,4,66,"""Interesting""","""Es un pequeño museo que alguna vez fue la casa de Diego Rivera. Él nació aquí y se mudó a la Ciudad de México cuando tenía 6 años. Sus primeros trabajos están en exhibición al igual que otros artistas. Hay como 3 pisos (pequeños) y solo escaleras. Se ha mantenido muy bien"".",Estados Unidos,Inglés,Móvil,2016-03-14,positivo
Masculino,26.0,Nacional,Muy bueno,4,28,"""Un lindo recorrido""","""Es una maravilla pasar por la historia y conocer un poco más de la vidad de uno de los mexicanos mas enigmaticos e importantes, es un deleit disfrutar las pinturas del artista y mucho más la platica del final, es triste que no cuenten con sus mejores obras, pero aun asi es una bella experiencia.""",México,Español,PC,2016-03-13,positivo
Femenino,56.0,Internacional,Excelente,5,16,"""Enjoyed the exhibit!""","""¡Me encanta el arte de Rivera pero REALMENTE me gusta el arte de otro pintor presentado en la exhibición! El arte es verdaderamente una cuestión de gusto personal"".",Estados Unidos,Inglés,PC,2016-03-12,positivo
Masculino,71.0,Internacional,Excelente,5,926,"""Worth the Small Admission Price""","""Disfruté recorriendo la casa, con sus habitaciones y muebles y las obras de arte. ¡No me di cuenta de que me gustan sus obras de arte más de lo que pensé que me gustaría! Es un buen descanso de otros lugares de interés"".",Canadá,Inglés,PC,2016-03-11,positivo
