Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Femenino,50.0,Internacional,Pésimo,1,191,"""A morally appalling place that needs to be shut down""","""No elegí visitar este lugar, era parte de un 'recorrido por la ciudad' que reservamos inocentemente. En realidad, no son momias: son los cadáveres desenterrados de una pasada epidemia de cólera, los cadáveres de hombres, mujeres y niños"". quienes en lugar de recibir un entierro digno fueron arrojados, ya que sus familias no tenían los fondos, en una instalación de almacenamiento donde empleados sin escrúpulos comenzaron a exhibirlos a los visitantes interesados ​​en un espectáculo espeluznante, por dinero. Interesante reflexión de la diferente actitud de México ante la muerte.Yo vivo en Santa Fe y conozco bien el Día de Muertos, los dulces en forma de calaveras etc. etc. Es una falta de respeto irreverente, horrible e imperdonable a los cadáveres de personas que obviamente, en base a sus espantosas muecas, murieron en una gran agonía y no eligieron que los idiotas los miraran boquiabiertos por toda la eternidad. Este 'museo', es decir, la cámara de los horrores, debe ser CERRADO"".",Estados Unidos,Inglés,PC,2018-05-23,negativo
Masculino,27.0,Internacional,Excelente,5,7,"""Interesting""","""Muy interesante. Lindo lugar para conocer la historia de estas mamis. Muy bien conservado. Definitivamente un lugar para visitar.""",Estados Unidos,Inglés,PC,2018-05-20,positivo
Femenino,20.0,Internacional,Excelente,5,2,"""Momias en silencio""","""Excelente cuidado de las momias y en museos, puedes tomar buenas fotos pero sería excelente que un guía te narrara la historia de cada momia y el proceso de momificación sin que te pidiera propina obligada como todos.""",Guatemala,Español,Móvil,2018-05-17,positivo
Masculino,50.0,Internacional,Regular,3,178,"""Bueno""","""Lindo paseo , una desición poco feliz es no dejar sacar fotos sin pagar. La razón es que uno llega a este lugar a través de las imágenes por lo tanto estaría bueno que dejen sacar fotos. Por lo demás el paseo no es muy largo pero tiene impacto , hay que conocerlo sin dudas.""",Argentina,Español,Móvil,2018-05-14,neutral
Masculino,20.0,Nacional,Regular,3,8,"""Interesante""","""Esperaba un poco más. Sin embargo, cumplió con la espectativa. ¡Un paseo de 20 minutos y listo! A seguir visitando Guanajuato.""",México,Español,Móvil,2018-05-11,neutral
Masculino,52.0,Internacional,Regular,3,330,"""Great as a peace of history, but not for faint hearted""","""Esto siempre será una cuestión de gustos: aquellos que disfrutan viendo películas de terror encontrarán mucho que admirar en esta enorme colección de momias, suavizadas quizás por el conocimiento de que para las civilizaciones antiguas, la muerte era en realidad una extensión de la vida. Decidido no para tomar fotos, especialmente no de momias de bebés y niños pequeños. Recomendaría una visita guiada"".",Colombia,Inglés,PC,2018-05-08,neutral
Masculino,30.0,Internacional,Excelente,5,11,"""Un lugar que hay que visitar sí vas a Guanajuato""","""Es un lugar impresionante por la conservación natural de los cuerpos que permite el clima de la zona. Puede resultar un poco sobrecogedor para los niños pequeños pero ayuda a enseñarles sobre la vida y la muerte.""",Costa Rica,Español,Móvil,2018-05-06,positivo
Femenino,28.0,Internacional,Excelente,5,32,"""Misterio impactante""","""Uno de los principales museos en la ciudad de Guanajuato que no podrás perderte, sin duda escuchar cada una de las leyendas que ese hermoso lugar es fantástico, los precios de acceso son sumamente accesibles, vale muchísimo la pena 100% recomendable, hace algunos años tuve la oportunidad de visitarlo y la fecha han mejorado mucho sus instalaciones.""",Estados Unidos,Español,PC,2018-05-05,positivo
Masculino,43.0,Nacional,Malo,2,25,"""Defraudado""","""Muy famosas las momias para lo que realmente son, forman parte de un bizarro atractivo perdido en el tiempo. El museo esta muy decaído y descuidado. Existen muchas cosas mas atractivas en Guanajuato, dejemos mejor a los muertos descansar en paz.""",México,Español,Móvil,2018-05-04,negativo
Masculino,53.0,Internacional,Excelente,5,62,"""One of a must places to see""","""Mamies mundialmente famosas, en perfectas condiciones, debido al clima seco y los minerales en el suelo, un lugar imperdible para ver. Tarifa de entrada muy económica"".",Estados Unidos,Inglés,PC,2018-05-01,positivo
Femenino,64.0,Internacional,Excelente,5,60,"""Much better than expected""","""Solo fuimos aquí porque era una parada en el recorrido en autobús que hicimos. Vaya, me alegro. Las exhibiciones están muy bien hechas, con información concisa publicada. Esta es una visita obligada"".",Estados Unidos,Inglés,PC,2018-04-29,positivo
Masculino,31.0,Internacional,Excelente,5,134,"""A must in Guanajuato!""","""¡Guau! Esto es bastante impresionante, trae un guía o pide una visita guiada, la ofrecen gratis en inglés y español. Hay tantas momias y hay una historia detrás, tómate tu tiempo"".",Irlanda,Inglés,Móvil,2018-04-18,positivo
Masculino,38.0,Internacional,Regular,3,3,"""Impactante""","""Creo que deberían advertir que puede herir sensibilidades. Ciertamente, sorprende el estado de los cuerpos. No llevaría a mis hijas, tendrían pesadillas hasta la jubilación.""",Perú,Español,PC,2018-04-17,neutral
Masculino,25.0,Nacional,Excelente,5,4,"""Viajando""","""Lugar con buenas historias coloniales. Es excelente en el estado que se encuentran las momias y lo limpió del lugar. Además de que es demasiado fácil llegar al museo.""",México,Español,Móvil,2018-04-17,positivo
Femenino,33.0,Nacional,Excelente,5,37,"""Completamente diferente""","""Yo visité Guanajuato hace algunos años y no había regresado, con respecto a esa primera visita el museo está completamente diferente, reorganizaron los cuerpos, y hay mucho menos que antes sin embargo en esta ocasión me gustó más. Creo que tratan con más respeto a los cadáveres. Muy interesante el lugar y el hecho que allá se momifiquen espontáneamente.""",México,Español,Móvil,2018-04-17,positivo
Masculino,48.0,Internacional,Excelente,5,54,"""Cultural heritage""","""Patrimonio importante para la ciudad de Guanajuato. Vista gráfica de las momias. Triste pero parte del patrimonio"".",Estados Unidos,Inglés,Móvil,2018-04-16,positivo
Masculino,,Internacional,Muy bueno,4,21,"""Creepily cool""","""Bastante espeluznante cuando entras por primera vez, miras a los rostros de los muertos y esperas que simplemente abran los ojos, pero cuanto más estás cerca de ellos, menos extraño es.
Es realmente interesante estar rodeado de muerte, es un lugar para aceptar tu destino y aprender algunos hechos en el camino.
Pero hombre, la sección de bebés muertos es algo sacado de una película de terror japonesa"".",Estados Unidos,Inglés,Móvil,2018-04-14,positivo
Masculino,26.0,Nacional,Regular,3,23,"""Es obligatorio ir""","""La verdad no es TAN impresionante pero es bueno ir es parte de la historia del estado, y en Semana Santa las filas son muy muy largas. Pero está pegado el panteón así que aprovecha para ir. La ciudad completa es turística así que lleva mucho cambio para dar propinas a todos.""",México,Español,Móvil,2018-04-08,neutral
Femenino,46.0,Internacional,Excelente,5,5,"""¡Entretenido!""","""Interesante, organizado, cultural, entretenido, divertido, misterioso, para niños que ya tienen concepto sobre la muerte.""",Bolivia,Español,Móvil,2018-04-08,positivo
Femenino,35.0,Nacional,Regular,3,78,"""Sólo para verla una sola vez""","""La visita es algo raro porque son cadáveres que exponen a que la gente los vea, no todos disfrutan de este tipo de exposiciones, es algo 'maravilloso' ya que se conservaron porque la tierra de la ciudad tiene demasiado minerales que sólo deshidrato los cuerpos mas no se desintegraron, hay que ser mas respetuosos, cuidado con los que te 'ayudan' a estacionarte, por supuesto toda la gente que te quiere vender hasta la sonrisa... las calaveras de dulce son mas baratas en el Mercado Hidalgo.""",México,Español,PC,2018-04-07,neutral
Masculino,60.0,Internacional,Regular,3,10,"""Visita""","""Rápida y sólo para necrofilicos. La museografía luce tétrica y hasta grotesca. Los guías dan información importante pero deberían ser más sensibles al dar la información advirtiendo a la persona sobre lo que van a ver y dejar al último sobre el número de años que estuvieron enterrados los cadáveres.""",Perú,Español,Móvil,2018-04-07,neutral
Femenino,32.0,Nacional,Excelente,5,8,"""Genial""","""No sé lo deben perder. Interesante, hicimos dos horas de fila en sábado Santo pero valió la pena. Todo súper.""",México,Español,Móvil,2018-04-01,positivo
Femenino,30.0,Nacional,Regular,3,44,"""Llega a la hora de apertura""","""El primer día que fuimos no entramos porque era interminable la cola, en el calor. Las zona aledaña está 'feíta', no hay estacionamiento suficiente. Al día siguiente fuimos a las 9 en punto justo a la hora de entrada y aunque ya había gente está más accesible. El costo es accesible y es interesante, aunque podría mejorar, sobre todo el video de inicio con una pantalla como de 40 para una sala de 30 personas.""",México,Español,Móvil,2018-03-30,neutral
Masculino,26.0,Nacional,Regular,3,183,"""Puede mejorar mucho""","""Si, es una parada obligatoria en Guanajuato. Generalmente solo vamos por morbo. La entrada cuesta $60 pesos adulto y $40 por niños. Vale la pena ver las momias, aunque el lugar tiene muchas cosas que mejorar: el lugar es pequeño y se satura de gente muy rapido, falta mas explicacion del proceso de momificacion y los alrededores del museo estan muy descuidados. Hay estacionamiento pero es algo caótico llegar en coche asi que recomiendo la caminata de 20 minutos desde el centro.""",México,Español,Móvil,2018-03-30,neutral
Femenino,28.0,Internacional,Muy bueno,4,65,"""Well preserved humans""","""Nos enteramos de que el título de este museo es en realidad incorrecto. Los sujetos en realidad no son momias, sino cadáveres deshidratados tomados del suelo, ya que la momificación requiere que los cuerpos se conserven específicamente de cierta manera, pero los que están aquí fueron bien conservados solo por la naturaleza. y el clima Muy interesante y digno de ver.""",Estados Unidos,Inglés,Móvil,2018-03-30,positivo
Femenino,27.0,Nacional,Regular,3,31,"""Interesante""","""Podrían poner más audiovisuales, y más explicación escrita ya que el guía no contestaba preguntas solo repite lo que ya se sabe y muy regañón correteando a todos. Pero las momias por si mismas súper interesantes.""",México,Español,Móvil,2018-03-29,neutral
Masculino,39.0,Nacional,Muy bueno,4,8,"""Interesting and a bit creepy""","""La visita dura aproximadamente media hora, aproximadamente 20 minutos a pie desde el centro, quédese en las carreteras principales si camina hacia el museo, los callejones en este lado de la ciudad pueden ser un poco incompletos. Está bien para los niños, a nuestro hijo de 9 años le encantó"".",México,Inglés,Móvil,2018-03-27,positivo
Femenino,36.0,Internacional,Excelente,5,5,"""Buena experiencia""","""Algo único qué hay que conocer. Se necesita mejorar el sonido del video de apertura pero por lo demás el paseo por el museo es muy interesante.""",Colombia,Español,Móvil,2018-03-26,positivo
Femenino,49.0,Internacional,Muy bueno,4,44,"""A good way to explore the Mexican relationship to death""","""Al principio, no estaba seguro de querer ir y ver a esas personas que no pidieron que las exhibieran así. Pero el museo los exhibe de una manera respetuosa, brindando información sobre sus vidas. No se trata solo de lo espeluznante, sino sobre celebrar la vida. Sin embargo, me pareció muy irrespetuoso ver a tanta gente tomándose selfies con las momias (¡sí, en serio!)"".",República Checa,Inglés,Móvil,2018-03-26,positivo
Masculino,53.0,Internacional,Muy bueno,4,252,"""Un museo popular donde se pueden hacer largas colas""","""Está un poco lejos del centro histórico de Guanajuato, pero como fuimos de vacaciones de tres días, el camino al estacionamiento del museo estaba muy congestionado. Aparqué en el estacionamiento. La tarifa de admisión es de 60 pesos. Era una gran línea sobre la imaginación para comprar boletos y entrar. Cerca de 200 cuerpos de momias relativamente nuevas hechas hace casi 100 años están en exhibición. Es un museo bastante estimulante. En la salida, personas de la tercera edad que venden dulces momia especiales están esperando.""",Japón,Japonés,Móvil,2018-03-25,positivo
Femenino,44.0,Internacional,Regular,3,47,"""Creepy and overcrowded""","""Aunque es una visita obligada. Los pasillos son muy estrechos y la multitud se congestiona si hay un grupo guiado, porque es bastante breve. No es para niños pequeños ni para los débiles de corazón"".",Estados Unidos,Inglés,Móvil,2018-03-24,neutral
Femenino,49.0,Nacional,Pésimo,1,6,"""Horrible""","""¡¡¡No vayan en serio no vayan!!! No sólo es un espectáculo morboso pues las momias no tienen ni ropa ni nada que pueda considerarse un aporte cultural, además para entrar pasa uno formando horas y los alrededores o la entrada son asquerosos hay muchísima basura está más que sucio huele espantoso, no hay sanitarios, es horrible. No vayan.""",México,Español,Móvil,2018-03-23,negativo
Femenino,39.0,Internacional,Excelente,5,84,"""Awful and amazing""","“Sin embargo, la vista es impactante, es increíble lo bien que se conservan sin querer. No entiendo las calificaciones negativas. ¿Qué esperaba esa gente? (Y definitivamente no entiendo a los que lo están juzgando incluso sin entrar o si fueron. leyendo al respecto.)""",Inglaterra,Inglés,PC,2018-03-22,positivo
Femenino,47.0,Internacional,Muy bueno,4,15,"""Si te gustan las momias ... ¡porque solo ves momias!""","""Es un museo muy interesante, con muchas explicaciones en inglés y español solamente. Un poco molesto cuando llegamos a las momias de bebés pero bueno para ver de todos modos.""",Francia,Francés,PC,2018-03-19,positivo
Masculino,26.0,Nacional,Excelente,5,4,"""Bien""","""Informativo, puedes solicitar un guía y en general son amables y atentos. Todo el museo está en orden.""",México,Español,Móvil,2018-03-19,positivo
Femenino,38.0,Nacional,Regular,3,56,"""Hay que llegar temprano""","""Como bien dice la mayoría de las opiniones, hay demasiada gente y lo peor es que es gente a la que sólo le importa tomarse la foto o tomar miles de ellas, no hay un interés real en saber qué pasó con el efecto de momificación, la explicación de los guías cae en el sensacionalismo y por ello nadie les hace caso. La muestra es muy corta y la museografía muy mala sobretodo para la cantidad de personas que la visitan. Lo mejor es llegar a primera hora y apartarse del grupo con guía. Posteriormente recomiendo la visita a la parte superior del museo que es el panteón dónde pueden tumbas y mausoleos de época.""",México,Español,PC,2018-03-18,neutral
Masculino,50.0,Internacional,Excelente,5,96,"""Spring break""","""Llevamos a nuestros hijos por primera vez. Los niños tienen 12, 9, 8 y 6 años, realmente lo disfrutaron. Muy impresionados de lo mucho que aprendieron y les gustó. Lo pasamos genial. No puedo esperar hasta la próxima vez"".",Canadá,Inglés,Móvil,2018-03-15,positivo
Femenino,27.0,Internacional,Muy bueno,4,40,"""A little Spooky, a little Sad""","""Un viaje a Guanajuato significa un viaje al Museo de las Momias. No había fila cuando fuimos, así que tuvimos el placer de no tener prisa en esta exhibición muy interesante y bien diseñada. No era exactamente lo que esperábamos, pero aun así fue muy interesante de ver, junto con las historias y explicaciones a lo largo. Fue espeluznante y un poco triste al mismo tiempo, pero de hecho es la vida y la muerte"".",Estados Unidos,Inglés,PC,2018-03-13,positivo
Femenino,20.0,Internacional,Excelente,5,22,"""Visita obligada""","""Voy a tener pesadillas... es impresionante ver de manera real momias. Es una visita obligada si vienes a Guanajuato y es muy económica puedes llegar caminando o transporte público 5pesos y entrada 60 pesos.""",Colombia,Español,Móvil,2018-03-10,positivo
Masculino,25.0,Nacional,Regular,3,3,"""Nothing exciting, but must see""",“La exhibición no tiene nada emocionante y algunas parecen falsas. ¡Pero no puedes venir a Guanajuato y no visitar a las mamis!”.,México,Inglés,Móvil,2018-03-10,neutral
Femenino,37.0,Internacional,Muy bueno,4,16,"""Not for everyone""","""Decidimos ir por capricho en un fin de semana de 3 días. Gran error porque la fila para llegar era de aproximadamente una hora y media de espera... Una vez dentro, aunque el museo es bastante pequeño y se sentía un poco apretado allí. Las momias no son momias egipcias sino cuerpos levemente descompuestos que se conservan gracias a todos los minerales y sal del suelo de Guanajuato. Las historias son definitivamente interesantes... y la exhibición también. Solo hazte un favor y no vayas cuando está abarrotado. Trate de llegar lo más temprano posible para que pueda disfrutar del museo y evitar las grandes multitudes"".",Estados Unidos,Inglés,PC,2018-03-10,positivo
Femenino,31.0,Internacional,Excelente,5,3,"""Visita obligatoria""","""Una gran experiencia fue realizar un Tour en Guanajuato a las diferentes atracciones que tiene este pintoresco pueblito. Una de ellas el Museo de las momias. No está como en épocas anteriores, debido a que anteriormente se encontraban las momias en su fosa original, y estaban todas. Por cuestiones ajenas al lugar y políticas gubernamentales, fueron muchas prestadas y no devueltas, y las otras para preservarlas colocadas en urnas de cristal. Sin embargo, sigue teniendo su misterio y es una visita muy interesante, especialmente para aquellos en que resulta toda una novedad, para hacerlo más entretenido es mejor realizar el viaje en tour y no en solitario.""",Uruguay,Español,PC,2018-03-07,positivo
Femenino,30.0,Internacional,Muy bueno,4,16,"""Surprisingly interesting""","""La hermosa poesía que acompaña a la exhibición realmente elevó el tono de esta exhibición. Aquí se dignifica la muerte, pero definitivamente no se embellece.

No lo recomendaría para los niños pequeños estadounidenses, ya que la muerte no es parte de nuestra cultura como lo es en México, pero había muchas familias locales durante nuestra visita"".",Estados Unidos,Inglés,Móvil,2018-03-07,positivo
Masculino,42.0,Nacional,Excelente,5,142,"""Como dice el dicho tenemos varias tías bien paradas en Guanajuato""","""Cuando visitas por primera vez Guanajuato es casi una obligación conocer este lugar, se ha modernizado para mantener la integridad de las exhibiciones. Lugar interesante.""",México,Español,PC,2018-03-06,positivo
Femenino,49.0,Nacional,Malo,2,25,"""Ya no vale tanto la pena como antes""","""Si nunca has ido al museo, tal vez te interese conocerlo, pero si fuiste anteriormente y quieres repetir la visita, no vale la pena, el recorrido es más costoso de lo que recibes, es muy corto, ya no hay mucho que ver, tienen una exhibición muy pequeña para mí gusto a comparación de cómo era antes.""",México,Español,Móvil,2018-03-04,negativo
Femenino,35.0,Internacional,Excelente,5,19,"""Strange and rare""","""Espeluznante para detener lo más mínimo. No creo que haya algo así en ningún otro lugar. Es extraño ver a esta gente sacada de su lugar de descanso porque no pagaron sus cuotas"".",Estados Unidos,Inglés,Móvil,2018-03-04,positivo
Masculino,35.0,Internacional,Pésimo,1,2646,"""Fantasmal""","""Tengo costumbre de ver muertos en la universidad, pero no es atracción turística, sino para fantasmas y espantos. Fui pensando que era una cosa, pero lo que debía ser cerrado.""",Brasil,Portugués,Móvil,2018-02-28,negativo
Masculino,55.0,Nacional,Regular,3,28,"""PODRÍA MEJORAR""","""Personalmente no me gustan estos museos, donde se exiben los bebes muertos etc, es un atractivo para la gente que le guste, pero la verdad yo no lo recomendaría.""",México,Español,PC,2018-02-27,neutral
Masculino,42.0,Internacional,Regular,3,252,"""Museo de la momias""","""Esta es la segunda visita. La tarifa de admisión se muestra a 60 pesos / persona momia. Los mexicanos están tomando fotos con la momia, pero no puedo entenderlo honestamente. Creo que el estado de conservación es relativamente bueno. Cuando vi la momia de un bebé como se esperaba, fue una mala sensación. Creo que puedes ir allí si tienes tiempo.""",Japón,Japonés,Móvil,2018-02-25,neutral
Femenino,26.0,Nacional,Excelente,5,14,"""Asombroso e interesante""","""Un museo que comparte cuerpos humanos, considerados patrimonio y por ende, momias. Es un museo totalmente diferente a lo acostumbrado, te puede generar una intriga muy rara en tu ser, preguntándote porque convirtieron ese lugar en un museo pero al mismo tiempo te invita a disfrutar tu vida y tu presente. Viajas en el tiempo y te acuerdas en muchas ocasiones que vida sólo hay una. Un museo de historia pero también de reflexión.""",México,Español,Móvil,2018-02-23,positivo
Masculino,50.0,Internacional,Muy bueno,4,94,"""Very Guanajuato""","""Momias: Muy buen montaje y exposición. Diferentes momias e historias. El museo tiene un guía que da una buena explicación. Nos gustó.""",Estados Unidos,Inglés,Móvil,2018-02-14,positivo
Masculino,,Internacional,Excelente,5,48,"""Para quedarse muerto""","""Curioso museo con espectácular estado de conservación de las momias de todos los tamaños y edades. La verdad es que impone en algunos momentos.""",España,Español,PC,2018-02-11,positivo
Femenino,35.0,Nacional,Malo,2,129,"""Parte de la tradición""","""Es un paseo que por mí, lo obviaba. Desde mi punto de vista, es grotesco, sin embargo como parte de conocer Guanajuato es ir. Las instalaciones están muy bien, pasan en grupos de 30 aproximádamente. Los guías dan una buena explicación.""",México,Español,Móvil,2018-02-08,negativo
Masculino,28.0,Internacional,Malo,2,74,"""Creepy and disrespectful""","""Si esperas algo como las momias egipcias, te vas a llevar una sorpresa. Estos son cuerpos que fueron preservados y desfigurados por procesos naturales. Parecen monstruos espeluznantes. Y eso es lo que más me molestó. Estas son personas normales y corrientes que nunca eligieron ser puesto en esta exhibición grotesca. Puede ser que esté exagerando, pero la falta total de respeto me asustó más que las propias momias"".",Estados Unidos,Inglés,Móvil,2018-02-01,negativo
Masculino,65.0,Internacional,Regular,3,1980,"""Definitely Creepy""","""Nuestro guía nos trajo aquí y después de haber visto momias en el pasado en varios museos, pensamos que sabíamos qué esperar. ¡Vaya, nos equivocamos! ¡Este lugar es definitivamente único Y ESPELUZNANTE! Tienen más de 100 'momias' (más como cuerpos levemente descompuestos) exhumados de sus lugares de descanso final por no pagar un impuesto de entierro nominal. Estos no son solo los pobres de la ciudad, sino también bebés, bebés y algunos profesionales (¡el primer residente fue un médico local francés!). Son ¡ahora se muestra para la curiosidad pública y los dólares de los turistas más que compensar su falta de pago! Macabro por decir lo menos. Nuestro guía rechazó nuestra invitación para unirse a nosotros a nuestra costa, ¡eso debería haber sido una buena pista! , algunas pesadillas no dolerán o sí?""",Estados Unidos,Inglés,PC,2018-01-30,neutral
Masculino,41.0,Internacional,Muy bueno,4,74,"""Insensible""","""Si tienes un corazón frío, ¡Ve allí! Las momias están muy bien conservadas. ¡Museo original, para ver!""",Canadá,Francés,Móvil,2018-01-28,positivo
Masculino,26.0,Nacional,Excelente,5,53,"""¡Visita obligada!""","""Si no fuiste al museo es como si no estuviste en Guanajuato. El lugar cumple con su función, el guía te explica muy bien el origen de las momias y la historia de alguna de ellas.""",México,Español,PC,2018-01-28,positivo
Masculino,24.0,Internacional,Excelente,5,25,"""Miedo...""","""Una vez que visitas, hay una tarifa de admisión. También es posible un descuento para estudiantes ^^ Voy mientras escucho la explicación... Fue una experiencia aterradora pero única y divertida... La experiencia fue una vez y es suficiente ^ ^ No volveré más ~~~ Hay un lugar para vender recuerdos.""",Corea del Norte,Coreano,Móvil,2018-01-27,positivo
Masculino,22.0,Nacional,Regular,3,3,"""Bonito""","""Es bonito e interesante, pero lo que odie es que al final, cuando sales del museo los vendedores de momias de dulce se te avientan y literalmente te dan todo en las manos para que compres a la fuerza.""",México,Español,Móvil,2018-01-24,neutral
Masculino,49.0,Nacional,Regular,3,37,"""Obligatorio por tradición pero con muchas áreas de oportunidad""","""Un lugar que geográficamente es poco accesible, las filas para entrar son enormes y la logística de venta de boletos de ingresos inadecuada. El recorrido es muy rápido, falta limpieza, más guías y sobre todo buen servicio al cliente. Por tradición y turismo es punto obligatorio, ya lo conocí no volvería.""",México,Español,PC,2018-01-22,neutral
Masculino,33.0,Nacional,Regular,3,114,"""Interesante e impactante""","""Es un museo que se recorre rápido (20 min) tiene un costo de 62 pesos para los adultos y que se vuelve interesante al ver los cuerpos preservados y deshidratados. Le falta mejorar el audio del vídeo de introducción (más bocinas) y ponerle en inglés subtítulos al vídeo. Así mismo hay que mejorar la museografia.""",México,Español,Móvil,2018-01-22,neutral
Femenino,29.0,Nacional,Excelente,5,18,"""Interesante y remodelado""","""El museo fue recientemente remodelado, las momias están muy bien exhibidas, es limpio y cómodo. Vale la pena pegarsele a algún guía para que vaya explicando y conociendo la historia y el por qué de la momias. Aunque también conviene ir despacio e ir leyendo para no ir tan de prisa por el museo.""",México,Español,Móvil,2018-01-22,positivo
Masculino,59.0,Internacional,Regular,3,368,"""Disappointing""","""Este es un museo pequeño. Fui solo y llegué temprano para intentar estar antes que los grupos. Los guías eran todos para hispanohablantes cuando estuve allí y, como en muchos museos mexicanos, las explicaciones eran predominantemente en español. Ojalá hubiera Ha habido una tarjeta en inglés para explicar las historias de algunas de las momias individuales.Este museo no es para todos.De hecho, mi compañero de viaje se hospedó en el hotel.Estos son cuerpos conservados, no como las momias egipcias, algunas tienen ropa y cabello. "". Estos cuerpos fueron momificados naturalmente. Aparte de ser una rareza, sentí que sin una explicación de las exhibiciones, la experiencia no fue tan significativa. Le pedí al taxista que regresara por mí y no lo hizo, así que tuve que esperar un rato por un taxi"". Hay una pequeña tienda de regalos, algunos vendedores afuera y algunos puestos de refrescos. Realmente no hay mucho espacio para sentarse y esperar un taxi, así que traiga algo para leer"".",Estados Unidos,Inglés,PC,2018-01-22,neutral
Masculino,,Internacional,Regular,3,2,"""Interesting but not all that""","""Es muy interesante ver las momias pero pensé que el museo era muy pequeño y de corta visita. Es mejor si vas en grupo con uno de los guías del museo, así te explicarán dónde está el cementerio y el proceso de los cuerpos siendo momificados"".",Estados Unidos,Inglés,Móvil,2018-01-21,neutral
