Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Masculino,38.0,Internacional,Excelente,5,58,"""Coolest city in Mexico""","""Estaba en Irapuato por negocios y mi colega me sugirió que visitáramos Guanajuato. Debo decir que esta es la ciudad más genial en la que he estado en todo México. Desde las pequeñas calles de estilo europeo, hasta los túneles/calles subterráneos y las aceras cafés... y no se olvide de la hermosa arquitectura. Y hay un viñedo increíble ""Camino D Vinos"" a solo unas pocas millas de la ciudad. ¡Espero volver de vacaciones con mi esposa!""",Estados Unidos,Inglés,PC,2018-04-03,positivo
Femenino,27.0,Nacional,Excelente,5,13,"""Muy bonita""","""El sitio por dentro está realmente precioso, nos toco una misa donde por suerte tocaron el órgano y mejoró mucho la experiencia. Vale la pena visitar es de las iglesias más bonitas que he visitado.""",México,Español,Móvil,2018-03-29,positivo
Masculino,51.0,Internacional,Excelente,5,213,"""A fine piece of History""","""Qué iglesia tan hermosa y tranquila. Tiene una ubicación céntrica y es fácil caminar desde todos los lugares. Entra a la iglesia y siente el pasado histórico. Siéntate y simplemente disfruta de la tranquilidad del edificio"".",Canadá,Inglés,Móvil,2018-03-24,positivo
Masculino,35.0,Nacional,Excelente,5,159,"""EXCELENTE MANTENIMIENTO""","""Es increíble encontrar una Basílica con siglos de antigüedad y con un mantenimiento impecable. ¡Vale la pena visitarla sin duda!""",México,Español,PC,2018-03-21,positivo
Femenino,40.0,Internacional,Excelente,5,11,"""Hermosa ejemplo de nustra religión y cultura""","""Hermosa arquitectura recuerdo de nuestros antepasados puedes orar a cualquier hora del dia y cuando estas ahi te siente lleno de paz. Y de noche con una vista hermosa en el centro de Guanajuato.""",Estados Unidos,Español,PC,2018-03-19,positivo
Femenino,32.0,Internacional,Excelente,5,15,"""¡Magnífico monumento imposible!!""","""Guanajuato y sus monumentos son una necesidad, es hermoso! Todo es para ver! Se necesitan al menos 4 días para ver todo a fondo.""",Francia,Francés,PC,2018-03-19,positivo
Masculino,71.0,Internacional,Excelente,5,323,"""Top-Rate - For a Cathedral""","""No soy una gran persona de las catedrales, y es fácil cansarse de ellas en América Latina como uno se cansa de los wats (templos). Pero la catedral amarilla de la ciudad de Guanajuato es agradable a la vista desde el exterior. De hecho, desde El cerro del Pípila salta directamente del paisaje urbano. En el interior durante la misa dominical del mediodía, los candelabros estaban todos encendidos resaltando los hermosos colores crema y amarillo, haciendo que el lugar todo alegre e iluminado en contraste con tantos de los habituales. interiores oscuros"".",Estados Unidos,Inglés,Móvil,2018-03-18,positivo
Masculino,25.0,Internacional,Excelente,5,56,"""Don't miss the Virgin older than 1300 years!""","""La Basílica es muy visible desde cualquier punto de vista del pueblo, incluido el Mirador. La Plaza se llama Plaza de la Paz, y hay una placa que indica que la Basílica y el centro del pueblo son Patrimonio de la Humanidad de la UNESCO desde 1957.

Por supuesto, el verdadero placer es el interior de la Iglesia. Nuestra Señora de Guanajuato es una escultura de la Virgen María en el altar de esta iglesia y es la virgen más antigua de América. Fue esculpida en Andalucía, y al ser invadida por los árabes en el año 714, los católicos escondieron la imagen en una cueva húmeda durante 8 siglos, hasta que en 1557 Felipe II obsequió la Virgen al pueblo de Guanajuato por las riquezas que poseía. el pueblo había enviado de vuelta a España. Eso hace que la Virgen tenga más de 1300 años, ¡y bien vale la pena echarle un vistazo!

La virgen mide aproximadamente 1,15 Metros en cedro y originalmente tenía una rosa en una mano, luego un cetro y una corona, hasta que se reemplazó nuevamente una rosa. El 8 de agosto es la festividad de la virgen.

La expansión minera se dio a lo largo del siglo XVII y Guanajuato era una de las minas más grandiosas de toda América, la Nueva España en esos días, lo que explica por qué el Rey y su hijo hicieron la donación al pueblo.",Estados Unidos,Inglés,PC,2018-03-16,positivo
Masculino,20.0,Nacional,Muy bueno,4,92,"""Muy bonita""","""Coloreando un punto imperdible del centro de la ciudad y con una arquitectura y un diseño muy maravillosos. No deja de ser un templo y tal vez no resulte muy interesante si no gustan de la arquitectura o la historia.""",México,Español,PC,2018-03-12,positivo
Femenino,48.0,Nacional,Muy bueno,4,22,"""Una linda iglesia""","""Una iglesia muy tradicional y muy bella como varias qué hay en Guanajuato, muchos años de antigüedad.""",México,Español,Móvil,2018-03-09,positivo
Masculino,36.0,Internacional,Muy bueno,4,148,"""Llamativo color amarillo catedral del siglo XVII, un poco sosa decoración de estilo griego o romano""","""Guanajuato está situado justo en el centro, alto llamativo, no importa en qué dirección ir, se puede utilizar como un objetivo y no perderse. Aspecto es hermoso color caqui y ladrillo rojo, el interior de la iglesia era delicada blanco / amarillo ganso estilo griego / romano. También se repiten decoración del techo y murales, pero son empujadas blanco simple geométrica, en lugar de generales rococó España se acompaña de un gran número de modelo del rizo apariencia dorada de lujo. Cada 15 minutos la campana, pero el número de Bell es independiente del tiempo. Hay un montón de restaurantes, tiendas de recuerdos, es adecuado en las proximidades de los demás. Iglesia en el lado izquierdo de la carretera por la Universidad de Guanajuato, hay una parada de autobús a la parada de autobús, el coche puede estar aquí y así sucesivamente.""",Taiwán,Chino,PC,2018-03-07,positivo
Masculino,26.0,Internacional,Regular,3,2562,"""Sin gracia""","""Me esperaba más para tener una reputación de lugar histórico, pero la historia tiene muito.É para los religiosos, que no es una pérdida de tiempo.""",Brasil,Portugués,Móvil,2018-03-01,neutral
Masculino,41.0,Internacional,Regular,3,214,"""Iglesia famosa en Guanajuato""","""Es una famosa iglesia en Guanajuato. La noche es bella y se encienden. En las inmediaciones de la Universidad de Guanajuato, hay estudiantes japoneses. Ven lo que se recomienda quedarse.""",Japón,Japonés,Móvil,2018-02-24,neutral
Masculino,63.0,Internacional,Muy bueno,4,844,"""BEAUTIFUL DETAILS""","""Esta basílica es uno de los principales templos católicos de la ciudad. Es muy grande, con muchos detalles hermosos. En el interior se puede apreciar mucha decoración en los techos y la cúpula. Hay un órgano musical muy agradable. Una visita recomendada en Guanajuato para apreciar la arquitectura y religiosidad de la ciudad. Imperdible ver de noche desde el exterior e interior, hermosa iluminación!""",Guatemala,Inglés,PC,2018-02-22,positivo
Femenino,36.0,Nacional,Muy bueno,4,83,"""Hermosa estructura en pleno centro de la ciudad""","""En el corazón del centro de la ciudad, hermosa Basílica digna de unas buenas fotografías, desde ahi se puede ir facilmente caminando a la mayoria de los lugares importantes del centro.""",México,Español,PC,2018-02-21,positivo
Masculino,,Internacional,Excelente,5,15,"""Beautiful and Historic""","""Hermoso edificio en la parte histórica de la ciudad. ¡Pudimos entrar y es una maravilla! Ubicado entre tiendas, restaurantes, parques de la ciudad y edificios antiguos y geniales. Disfruta de la música en el parque mientras paseas por la zona"".",Estados Unidos,Inglés,Móvil,2018-02-19,positivo
Femenino,69.0,Internacional,Excelente,5,757,"""Lovely""","""La Basílica de Nuestra Señora de Guanajuato es magnífica. Vale la pena visitar su interior. No hay cargo"".",Canadá,Inglés,Móvil,2018-02-17,positivo
Masculino,29.0,Internacional,Excelente,5,93,"""Beautiful. Must see in Guanajuato""","""Parte de cualquier recorrido a pie en Guanajuato. Bien conservado, vale la pena totalmente. Ubicado a metros de la plaza principal El Jardín"".",Chile,Inglés,Móvil,2018-02-15,positivo
Femenino,33.0,Internacional,Excelente,5,62,"""Iglesia central""","""La iglesia es hermosa como todo el mundo dice, pero lo que he encontrado un medio interesante es que está en una plaza donde los mexicanos hacen eventos para la gente de la ciudad, fue el día 04 Noviembre, todavía estaban celebrando el Día de los Muertos con una selección de Catrinas, música orquestal, canciones y bailes populares, muy bueno.""",Italia,Italiano,Móvil,2018-02-08,positivo
Masculino,31.0,Nacional,Excelente,5,51,"""Hermosa arquitectura e interior""","""Retablos y nave decorada, candelabros al estilo barroco, angeles por donde sea, detalles en pinturas. Arte bien conservado.""",México,Español,Móvil,2018-02-05,positivo
Masculino,45.0,Internacional,Regular,3,326,"""Basilica in the Centro""","""Este es un lugar por el que caminarás mientras caminas en la Ciudad. Cada ciudad o pueblo mexicano tiene una iglesia. Debido a la riqueza de plata de la Ciudad, es una basílica de estilo parroquial.
La iglesia está llena de gente durante el día y realmente depende de ti y de cómo te sientas al visitar iglesias, ya sea que quieras detenerte dentro o simplemente observar la arquitectura desde el exterior"".",Estados Unidos,Inglés,PC,2018-01-29,neutral
Femenino,32.0,Internacional,Excelente,5,63,"""Impresionante iglesia con colores vibrantes""","""Iglesia en la plaza central de Guanajuato con un color amarillo que se destaca en la calle. El interior es impresionante, con una decoración que nos deja deslumbrados. techos altos pintados y lámparas de cristal reluciente lleno de luz. Donde la mayoría de las mujeres eligen para casarse por lo que lo más probable es ir allí y ver a una novia para casarse y se sorprenderá.""",Portugal,Portugués,Móvil,2018-01-28,positivo
Masculino,49.0,Internacional,Muy bueno,4,3280,"""Central y amarillo""","""La gran arquitectura religiosa en el centro de la ciudad con vistas a la plaza de la Paz, muy bonito por la noche cuando está iluminado con luces blancas. El suntuoso interior no es particularmente memorable obras si no el magnífico órgano. ¡Para visitar absolutamente!""",Italia,Italiano,PC,2018-01-25,positivo
Femenino,34.0,Nacional,Muy bueno,4,16,"""Lindo lugar""","""La iglesia es bonita y tiene los restos de una mártir, interesante leer su historia y saber por qué están ahí.""",México,Español,Móvil,2018-01-22,positivo
Masculino,20.0,Nacional,Excelente,5,11,"""Inicio turístico""","""Al llegar a la Basilica,puedes decidir irte hacia el mercado o hacia el teatro o puedes detener a desayunar o tomar alguna bebida ,enfrente ,ya que tien 2 restaurantes en la calle,donde se disfruta el andar de las personas que disfrutan Guanajuato,caminando.
y el templo de dia luce por su majestuosidad y localizacion,aunque no lo recominedo para personas que tengan problemas de caminar o de carreolas,porque hay que subir bastantes escalones ,pero ya dentro tien una presentacion digna de un palacio espiritual ,ademas que tiene una gran historia de la sociedad guanajuatense y de la historia de la ciudad.""",México,Español,PC,2018-01-22,positivo
Masculino,51.0,Internacional,Regular,3,521,"""It's a church.... what can you say?""","""Cada pueblo de cualquier tamaño en México parece tener un estilo parroquial de iglesia. Algunos son mejores (como el de San Miguel de Allende), otros no tan buenos (como el de Dolores Hidalgo). Esto sigue la fórmula. Si te gustan las iglesias - particularmente de este estilo arquitectónico, entonces vale la pena visitarlo. Si no, lo dejaría pasar. Míralo desde afuera o desde arriba en el mirador del Pipila, pero no vale la pena entrar"".",España,Inglés,PC,2018-01-14,neutral
Masculino,30.0,Internacional,Muy bueno,4,22,"""Beautiful church""","""Esta iglesia es hermosa por fuera y por dentro. Es muy recomendable pasar unos minutos y tomar algunas fotos"".",Egipto,Inglés,Móvil,2018-01-13,positivo
Masculino,25.0,Internacional,Regular,3,56,"""Las atracciones del centro de visita obligada""","""Iglesia en el centro de la ciudad, siempre y cuando esté en Guanajuato, que pasará a través de esta iglesia. Iglesia de puertas abiertas gratuita, fui a sólo tienen algunos rituales durante el día. En el exterior se puede tomar muy buenas fotos.""",Taiwán,Chino,PC,2018-01-10,neutral
Femenino,22.0,Nacional,Muy bueno,4,17,"""Hermosa""","""Es el templo más importante de Guanajuato y es un lugar turístico hermoso que todo aquél que vaya a esta ciudad debe conocer.""",México,Español,PC,2018-01-08,positivo
Masculino,71.0,Internacional,Muy bueno,4,947,"""Preciosa basílica""","""Se visita la basílica de Notre Señora de Guanajuato. Como en otros lugares, es el corazón de la ciudad. Este edificio amarillo imponente es el centro de la ciudad, habíamos querido visitar el día antes, pero estábamos celebrando una boda. Hoy en día, tenemos sonidos lugar entre los bautismos y comuniones justo antes. Aprovechamos el interludio para ver y, al mismo tiempo, ver a un hombre joven que hace pivotar para tirar de un cable para operar las campanas. impresionante.""",Canadá,Francés,PC,2018-01-06,positivo
Femenino,37.0,Nacional,Muy bueno,4,23,"""Basílica de Guanajuato""","""La Basílica Colegiata de Nuestra Señora de Guanajuato es el edificio mas protagonista de la Plaza de la Paz.

Se le denominó Parroquia de Guanajuato hasta el año de 1957, en que se le elevó a la categoría de la Basílica de Nuestra Señora de Guanajuato. Su construcción se inició en el año de 1771 y se concluyó en 1796, los mineros fueron quienes cubrieron los costos del lugar. En ese año se llevó al templo la  imagen de la Virgen de Guanajuato, la cual dice la tradición, fue donada por el rey Felipe II. Es una magnifica escultura en madera estofada, llama la atención la dulce belleza de los rostros de la Virgen y el Niño y tiene una rica base de plata repujada de estilo barroco.

Su arquitectura corresponde al barroco manierista del siglo XVII, con esbelta cúpula del mismo estilo. Su atrio data de principios del siglo XIX. Cada una de sus tres puertas de acceso tiene una fachada en cantera rosa, sobresaliendo la fachada principal, sobre la cual se erige el campanario de tres cuerpos de la misma época y estilo; además del cubo del reloj, se aprecia otra torre de inferiores proporciones y de bello estilo churrigueresco del siglo XVIII.

En el altar mayor se encuentran los auténticos restos de Santa Faustina Mártir y su sangre en polvo, contenida en un bello vaso, los cuales fueron adquiridos en Roma por el segundo Conde de Valenciana.""",México,Español,Móvil,2018-01-06,positivo
Masculino,,Nacional,Excelente,5,7,"""Vista impresionante""","""Es una visita obligada en Guanajuato y bajar por las escaleras hasta el pueblo es basico para apreciar los callejones, lleva tenis o zapatos comodos, de regreso si no quieres subir por las escaleras hay un funicular.""",México,Español,PC,2018-01-05,positivo
Masculino,41.0,Nacional,Regular,3,47,"""Not bad, not the best""","""Si te gustó la arquitectura parroquial, disfrutarás de la Basílica. Pero a mí no me pareció particularmente agradable. Sin embargo, vale la pena visitarla"".",México,Inglés,Móvil,2018-01-05,neutral
Femenino,37.0,Nacional,Excelente,5,148,"""Hermoso templo""","""Con tantas iglesias como hay en Guanajuato, es difícil competir. Sin embargo está basílica es hermosa.""",México,Español,Móvil,2018-01-05,positivo
Femenino,18.0,Nacional,Excelente,5,63,"""TEMPLO EMBLEMÁTICO EN EL CENTRO DE GUANAJUATO""","""Entre todas las iglesias que se encuentran en esta ciudad sin lugar a dudas resalta la basílica, con detalles en su interior y en sí fachada de alto relieve. Muy cuidada y dónde podrás celebrar alguna ceremonia importante en tú vida. Cuándo la visite nos tocó la suerte de presenciar una boda. Y para recibir el año nuevo frente a ella el gobierno de la ciudad monta un escenario y de ella lanzan fuegos pirotécnicos. Muy recomendable.""",México,Español,Móvil,2018-01-04,positivo
Masculino,72.0,Internacional,Excelente,5,15,"""Beautiful city, beautiful basilica""","""La basílica sorprendentemente hermosa es solo uno de los sitios maravillosos de Guanajuato. Está ubicada justo al final de la calle del parque central. Hay mucho que ver en esta ciudad histórica y la basílica es uno de los muchos lugares imperdibles"".",Estados Unidos,Inglés,PC,2018-01-04,positivo
Masculino,24.0,Internacional,Excelente,5,41,"""Imponente""","""Asentada en el centro de la ciudad, su arquitectura es imponente Vistiendo totalmente la Plaza de la Paz, es un lugar obligado para su visita La típica foto cayendo la tarde no puede faltar En su interior se pueden apreciar el arte y estructura imponentes.""",Argentina,Español,Móvil,2017-12-27,positivo
Femenino,36.0,Nacional,Excelente,5,80,"""Hermosa""","""Me tocó verla de día y de noche. En la noche le iluminen por fuera y se ve súper bonita. Es color amarillo mostaza y hace muy bonito contraste con el azul del cielo. Vale la pena darse una vuelta aunque no se profese la religión católica. Por fuera, hay jóvenes vestidos de estudiantina que te ofrecen callejoneadas en la noche.""",México,Español,Móvil,2017-12-26,positivo
Masculino,39.0,Internacional,Muy bueno,4,567,"""Notable""","""La Basílica de Nuestra Señora de Guanajuato tiene una imagen de la Virgen, patrona de la ciudad, todo cubierto de joyas y se encuentra en la plaza de la paz. No hay que perderse.""",Italia,Italiano,PC,2017-12-22,positivo
Masculino,61.0,Internacional,Excelente,5,107,"""Es un templo magnifico en pleno centro histórico de Guanajuato""","""Imponente templo en el núcleo histórico de Guanajuato; reliquia colonial que no debes dejar de visitar, por su riqueza religiosa y arquitectónica.""",Perú,Español,PC,2017-12-22,positivo
Masculino,49.0,Internacional,Excelente,5,940,"""From the outside the color and architecture are top notch - pristine and well maintained""","""Parecía que cada vez que intentaba asomar la cabeza en esta iglesia mientras pasaba, había un servicio ese viernes específico. Finalmente entré durante el servicio por la noche cuando todo estaba iluminado; fue impresionante. Yo Recomiendo una visita.""",Estados Unidos,Inglés,PC,2017-12-16,positivo
Femenino,21.0,Internacional,Excelente,5,66,"""Just...WOW!""","""¡Los sitios de esta pintoresca ciudad son tan impresionantes! La Basílica de Nuestra Señora de Guanajuato, incluida. Recomiendo venir a la ciudad de Guanajuato durante el día y quedarse a ver los sitios por la noche para que pueda experimentar lo mejor de ambos mundos. *Asegúrese de usar zapatos cómodos para ayudar a navegar por las calles empedradas"".",Estados Unidos,Inglés,PC,2017-12-11,positivo
Femenino,44.0,Nacional,Excelente,5,6,"""HERMOSA""","""Simplemente si vas a Guanajuato tienes que visitarla para tu acervo cultural, arquitectura inigualable.""",México,Español,Móvil,2017-12-09,positivo
Femenino,22.0,Internacional,Excelente,5,39,"""Gorgeous place!""","""Absolutamente impresionante por dentro... estaba abierto cada vez que pasábamos por allí. Está ubicado en el centro de todo, a pocos pasos del Teatro Juárez"".",Estados Unidos,Inglés,PC,2017-12-06,positivo
Masculino,26.0,Nacional,Muy bueno,4,154,"""Visita a la Basílica""","""Visita obligada, es un lugar al que tienes q ir, la infraestructura de la basílica es espectacular, la parte de adentro cuenta con un detalle muy bueno, es un lugar que puedes visitar a cualquier hora, en la noche, la iluminación en la noche es increíble.""",México,Español,PC,2017-12-01,positivo
Masculino,,Nacional,Excelente,5,6,"""Preciosa iglesia""","""La Basílica está preciosa y en pleno centro de Guanajuato, vale la pena ir a visitarla y de ser posible participar de una misa.""",México,Español,Móvil,2017-11-28,positivo
Masculino,34.0,Nacional,Excelente,5,41,"""No puedes perderte una foto aquí""","""En la noche se ve muy bonita la iglesia con la iluminación que le ponen, imperdible para sacar una foto.""",México,Español,PC,2017-11-24,positivo
Femenino,38.0,Nacional,Excelente,5,155,"""Casi la catedral""","""Cerca del jardín unión encontraras este lugar emblemático y su arquitectura tipo barrocon con oro de las minas aunque es la capital de Guanajuato debería ser cate dral aunque no quisieron. Una visita obligada y agradable.""",México,Español,Móvil,2017-11-21,positivo
Masculino,27.0,Nacional,Excelente,5,12,"""¡Una de las varias hermosas iglesias de Guanajuato!""","""Fue la primer iglesia que visitamos por nuestro recorrido de la ciudad, y fue la primer impresion de la majestuosidad de la arquitectura de la ciudad, ¡esta hermosa y definitivamente si vas a la ciudad te recomiendo visitarla!""",México,Español,PC,2017-11-14,positivo
Masculino,42.0,Nacional,Excelente,5,13,"""La mejor""","""Es perfecta y muy agradable, es imponente y llamativa, a sus alrededores podrás encontrar restaurantes se encuentra en una vía caminable, recomiendo recorrer toda la zona y visitarla por dentro es hermosa.""",Chile,Español,PC,2017-11-13,positivo
Masculino,69.0,Internacional,Excelente,5,925,"""Aspecto colorido y hermoso de la iglesia""","""La iglesia se encuentra en el centro de la ciudad. Delante de la iglesia se ha convertido en una plaza con una fuente, que los ciudadanos Ikoi'. Alrededor de que hay muchas opiniones que haya un asiento terraza del restaurante, orquesta y la noche es allí ha jugado el mariachi. También durante el día es hermoso y colorido, pero su apariencia es también preciosa para ser iluminado por la noche.""",Japón,Japonés,PC,2017-11-13,positivo
Masculino,52.0,Internacional,Excelente,5,223,"""Muy muy hermosa basílica""","""Sin comentarios. Guanajuato tiene iglesias visitar hermosas y bellas basílicas. Pero es realmente muy hermosa. Vale la pena el viaje.""",Francia,Francés,Móvil,2017-11-11,positivo
Femenino,43.0,Nacional,Excelente,5,18,"""Beautiful colonial church""","""Como muchas de las iglesias en la ciudad de Guanajuato, este templo es hermoso, una gran visita arquitectónica. Es una visita obligada"".",México,Inglés,PC,2017-10-26,positivo
Femenino,63.0,Internacional,Excelente,5,432,"""Walk inside, turn around and look up""","""Casi todo tiene pan de oro, incluido el enorme órgano de tubos en el balcón en la parte trasera de la iglesia. ¡Alucinante! La Iglesia de Nuestra Señora de Guanajuato se convirtió en Basílica en 1957 cuando llegó un obispo (la mejora del título del edificio reflejaba la título de la nueva cabecera de la iglesia). La fachada es de estilo manierista-barroco. La talla de la Virgen de Guanajuato, patrona de la ciudad, fue un regalo del rey Carlos V de España en 1557. Es una visita obligada cuando estás en la ciudad. Oh, una cosa más. Tuvimos la oportunidad de hablar con el campanero cuando nos fuimos. No hay patrón; ¡toca la campana tantas veces como el espíritu lo mueve!",Estados Unidos,Inglés,PC,2017-10-25,positivo
Femenino,66.0,Internacional,Excelente,5,174,"""Beautiful basilica""","""Esta basílica es realmente hermosa y es un imperdible en Guanajuato. Camina por el centro y no olvides detenerte aquí y echar un vistazo por dentro, ya que también tiene una arquitectura increíble"".",Finlandia,Inglés,PC,2017-10-23,positivo
Femenino,29.0,Internacional,Excelente,5,58,"""Medio día en Guanajuato""","""Inicie mi día a las 4pm y lo termine a las 11:30pm. Que se puede decir de esta ciudad un cuento, sus callejones, la historia y todos los edificios arquitectonicos los cuales son la tradicion e historia de una pueblo que peleo por su independencia. La basilica de nuestra señora de guanajuato es un excelente lugar para escuchar parte de la historia; afuera hay ciudados que te cuentan la historia por unos cuantos pesos o unas tortas. Vale la pena escucharlos, si no tienes un guía turístico.""",Israel,Español,Móvil,2017-10-17,positivo
Masculino,21.0,Nacional,Excelente,5,445,"""La mejor de Guanajuato""","""La basílica de Nuestra Señora de Guanajuato es la mejor o una de las mejores obras barrocas en Guanajuato La arquitectura es impresionante pero por dentro es magnífica definitivamente es un “tienes” que ver de Guanajuato.""",México,Español,Móvil,2017-10-16,positivo
Femenino,33.0,Internacional,Excelente,5,24,"""Basilica of Our Lady of Guanajuato""","""¡Esta es solo una de varias iglesias en Guanajuato! ¡Y cada una es espectacular para entrar, ver y tomar fotos! ¡La arquitectura y la mano de obra son asombrosas! ¡Mira hacia arriba y alrededor! ¡En una iglesia había un magnífico órgano de tubos! Parecía que había un ensayo en curso, ya que un hombre la tocaba mientras una mujer cantaba. ¡Era bastante hermoso! Sé respetuoso y sé consciente. Puede que sea algo raro, pero entramos (sin darnos cuenta) durante un funeral. ¡No fue hasta que avanzaron por el pasillo con el ataúd que supimos! En ese momento, nos mudamos afuera y luego nos fuimos para regresar más tarde"".",Canadá,Inglés,PC,2017-10-05,positivo
Masculino,42.0,Nacional,Excelente,5,47,"""Basílica en el centro de la ciudad""","""ermosa basílica localizada al centro de la ciudad, cerca de otros atractivos turísticos muy bien cuidada.""",México,Español,PC,2017-10-03,positivo
Masculino,36.0,Nacional,Muy bueno,4,41,"""Iglesia más emblematica de la ciudad""","""Hermosa basílica en el mero centro de Guanajuato, frente a la plaza de la paz, con un estilo barroco y neoclásico, cuenta con la primera escultura de la virgen llegada a América en una bella pieza de madera de cedro.""",México,Español,PC,2017-10-02,positivo
Masculino,68.0,Internacional,Excelente,5,926,"""Beautifuk Inside and Out""","""Esta basílica es una de las más hermosas que he visto en México. Su decoración interior es sutil, pero elegante. Es un descanso tranquilo de tanto caminar por la ciudad"".",España,Inglés,PC,2017-09-18,positivo
Masculino,50.0,Nacional,Muy bueno,4,87,"""Emotional and inspirational""","""La arquitectura de las iglesias es simplemente sobresaliente. Los detalles del techo pintado y las estatuas están muy bien definidos"".",México,Inglés,PC,2017-09-13,positivo
Femenino,41.0,Nacional,Excelente,5,65,"""¡¡PRECIOSA!!""","""Es tan hermosa en su interior y se celebran las mejores ceremonias eclesiásticas de la sociedad. Además del tinte religioso como historia y arquitectura vale en todo.""",México,Español,PC,2017-09-12,positivo
Masculino,74.0,Internacional,Excelente,5,546,"""El aspecto hermoso""","""En particular, una gran vista nocturna desde la cima de la colina. En la iglesia simbólica de Guanajuato, ubicada en el centro de la ciudad. Usted puede disfrutar de la vista durante el día y la noche.""",Japón,Japonés,PC,2017-09-08,positivo
Masculino,39.0,Nacional,Muy bueno,4,829,"""En tu camino del teatro al callejón""","""Para visitar en tu camino del Teatro al Callejón del beso, es una bonita catedral pero lo interesante está en su interior. Ubicado enfrente de la Plaza de la Paz, donde puedes encontrar un par de cafeterías y restaurantes para tomar un respiro.""",México,Español,Móvil,2017-09-06,positivo
Masculino,53.0,Internacional,Excelente,5,758,"""Enclavado en el centro de la hermosa ciudad""","""En algunas ciudades, así que relajamos y disfrutamos para funcionar incluso sin un mapa. Guanajuato es una ciudad hermosa a todos a ser experimentado, y es el centro exacto donde se encuentra la catedral Su perfil muy movido y situado en el hermoso centro histórico de la ciudad hace que sea muy especial. Aquí se celebran muchas bodas con los coches históricos de espera para la novia y el novio. La plaza frente a la catedral también es hermoso y la noche se llena de gente y locales más que decente, no banal y que podrá comer bien sin gastar mucho dinero.""",Italia,Italiano,PC,2017-09-06,positivo
Masculino,,Internacional,Muy bueno,4,12,"""Guanajuato's most visited landmark""","""Incluso si no entras, todos pasan el rato afuera en la plaza de la fuente o en los cafés al aire libre cercanos, tomándose selfies frente a la Basílica de Nuestra Señora de Guanajuato. Por la noche es la vista más iluminada del centro, especialmente desde el Pipila estatua.""",Estados Unidos,Inglés,PC,2017-08-31,positivo
