Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Masculino,27.0,Internacional,Regular,3,292,"""Nothing special to buy""","""Los souvenirs aquí no son nada especial. Hay tiendas mucho mejores en las calles si quieres comprar un regalo"".",Estados Unidos,Inglés,Móvil,2018-03-25,neutral
Femenino,37.0,Internacional,Excelente,5,47,"""Charming""","""Si quieres entrar en contacto con la cultura y las tradiciones populares, este es un lugar de visita obligada. Verás desde puestos de verduras hasta puestos de ropa tradicional y souvenirs. También puedes comer una comida tradicional"".",Estados Unidos,Inglés,Móvil,2018-03-24,positivo
Masculino,64.0,Internacional,Excelente,5,213,"""Fantastic Market""","""Este es un mercado fantástico. Para obtener el verdadero ambiente de la ciudad vieja, debes visitarlo. Un paseo por el mercado es como un viaje en el tiempo. Los comerciantes son amables y están felices de verte"".",Canadá,Inglés,Móvil,2018-03-24,positivo
Femenino,,Nacional,Malo,2,28,"""Pintoresco pero muy mala higiene""","""Es lindo pero para un lugar con tanta historia y tantos visitantes deberían limpiarlo mas seguido, huele bastante mal pero es una estructura bastante elaborada.""",México,Español,Móvil,2018-03-22,negativo
Masculino,72.0,Internacional,Muy bueno,4,272,"""Great for arts and crafts and food""","""En la esquina de 20 de noviembre y Jose Azuela, en la esquina noroeste del Centro Histórico.

Este es un mercado de todo. Verás pollos, ternera, cerdo, pescado y todo tipo de verduras y frutas.
También verá montones y montones de artesanía.
Este es el lugar para comprar su extracto de vainilla. Gayá. Me lo recomendó el Dueño del Eco Parque Xanath, Jose Luis. (ver mi reseña).
Gaya ha estado produciendo Vainilla aquí desde 1873. Cuando ingresa al mercado, está a su derecha.

Este es un mercado mejor que el llamado Mercado de Artesanías en Francisco I. Madero.
No hay tours, pero los taxis en Papantla son extremadamente razonables. El mínimo es de 18 pesos y, a menudo, este es el precio que se cobra. Por ejemplo, de la terminal de ómnibus ADO al hotel Tajín me costó 20 pesos. Algunos conductores intentarán cobrar más. Pregunta siempre el precio antes de subir al taxi.""",Canadá,Inglés,PC,2018-03-21,positivo
Femenino,29.0,Internacional,Regular,3,15,"""Pero demasiado condensada para ver""","""Tuve la oportunidad de ir allí la semana pasada, es de hacer, pero no es muy interesante, las tiendas son los mismos que se encuentran en el rue.Marrant de verla así, pero no más.""",Francia,Francés,PC,2018-03-19,neutral
Masculino,71.0,Internacional,Muy bueno,4,323,"""Lovely - Too Much ""Tourist"" Art""","""Este mercado de dos niveles es visualmente impactante a diferencia de los laberintos habituales de los mercados mexicanos donde no puedes ver mucho más allá de tus propias narices. También tiene una sensación arquitectónica de antaño que es muy atractiva. Como lugar es genial, como un lugar para comprar algo cavaet emptor. Demasiada basura turística cara"".",Estados Unidos,Inglés,Móvil,2018-03-17,positivo
Masculino,,Internacional,Excelente,5,74,"""If you can't find what you are looking for, you don't need it""","""Gran mercado y una visita obligada mientras esté en Guanajuato. Patio de comidas y mercado de alimentos en el primer piso con el segundo piso lleno de artículos habituales que uno buscaría en Gunajuato. Los precios son buenos. Muchos vendedores alrededor del mercado con panadería fresca lo mejor que encontré de un vendedor al frente del mercado. Los vendedores no son agresivos como otros vendedores en varias partes de México"".",Estados Unidos,Inglés,PC,2018-03-15,positivo
Masculino,40.0,Internacional,Muy bueno,4,56,"""Main ingredients of Mexican cuisine- worth a look""","""Si te gusta la comida mexicana, comienza en un mercado principal como el Mercado Hidalgo. Si no te has tomado el tiempo de visitar un mercado auténtico, este es bueno. La estructura es interesante y, en general, es uno de los edificios más predominantes en Guanajuato. En lo personal, creo que la selección de souvenirs es un poco simple.""",Canadá,Inglés,PC,2018-03-14,positivo
Femenino,45.0,Internacional,Muy bueno,4,63,"""Small market, small crowds""","""Mi esposo y yo nos alojábamos en un departamento, así que tuvimos que buscar comida. Nos dirigimos al mercado y encontramos granola y yogur para el desayuno. Además, frutas frescas bellamente exhibidas y otras delicias típicas mexicanas"".",Estados Unidos,Inglés,PC,2018-03-13,positivo
Femenino,33.0,Internacional,Muy bueno,4,16,"""Fun indoor market""","""Buena comida, encantadores puestos de comida, sí, evidentemente hay muchos colores de maíz, y montones, montones de cosas"".",Estados Unidos,Inglés,PC,2018-03-13,positivo
Masculino,20.0,Internacional,Excelente,5,80,"""Spring break""","""Un lugar favorito para visitar y comprar artefactos. La comida fuera del mercado es un buen lugar para comer algo. Todo está a poca distancia. ¡¡Amo esta ciudad, Guanajuato!!""",Estados Unidos,Inglés,Móvil,2018-03-12,positivo
Femenino,,Internacional,Excelente,5,16,"""Good food and good shopping!""","""Desayunamos antes de nuestro recorrido por la ciudad. La comida era excelente y el precio era razonable. Pudimos caminar por el primer nivel y hacer algunas compras de recuerdos. No visité el segundo nivel, pero definitivamente recomendaría el mercado como un debe ver cuando visite.""",Estados Unidos,Inglés,PC,2018-03-10,positivo
Femenino,28.0,Nacional,Muy bueno,4,22,"""Variedad de comida y artesanías ""","""Mucha variedad de comida y artesanías para comprar... no es garantía que será lo más barato que puedas encontrar, hay tiendas donde negocias mejor precio y aceptan tarjeta.""",México,Español,Móvil,2018-03-09,positivo
Masculino,70.0,Internacional,Excelente,5,92,"""Shopping what more can I say""","""Construido y diseñado por Eiffel, auténtico mercado interior mexicano. Lugares de comida fresca para almorzar y todo tipo de tiendas de comida y ropa. Todo es de primera calidad"".",Estados Unidos,Inglés,PC,2018-03-06,positivo
Masculino,46.0,Nacional,Excelente,5,26,"""Encuentras de todo""","""Un mercado muy grande y limpio. Encuentras de todo. Desde souvenirs hasta alimentos de buena calidad.""",México,Español,Móvil,2018-03-04,positivo
Femenino,32.0,Internacional,Muy bueno,4,154,"""¡Un mercado típico!"" ","""Se parece a un mercado mexicano y tendrá una .... Pero el edificio es precioso. Un hermoso edificio con una estructura de metal y un balcón que corre por el suelo. Ver .... Incluso para ir de compras!""",Francia,Francés,PC,2018-03-03,positivo
Masculino,38.0,Nacional,Muy bueno,4,28,"""INTERESANTE""","""Un mercado grande para la vista, no huele feo, se come rico y esta limpio, no es el tipico mercado de pueblo.""",México,Español,PC,2018-02-27,positivo
Masculino,55.0,Internacional,Regular,3,844,"""SPECIAL MARKET""","“Este es un mercado especial porque está dentro de un edificio de imponente arquitectura. Su fachada principal es de cantera rosa con un gran arco y grandes ventanales. En su interior encontrarás varios puestos de comida, confiterías y todo lo que normalmente se encuentra en un mercado, además es bastante ordenado y limpio.”",Guatemala,Inglés,PC,2018-02-27,neutral
Masculino,27.0,Internacional,Regular,3,211,"""Purapura el mercado""","""Hay un mercado y caminar un poco hacia el oeste del centro de Guanajuato. ¿Cuál es la atmósfera la gente común del mercado. Recuerdo tiene varios venta.""",Japón,Japonés,Móvil,2018-02-24,neutral
Masculino,44.0,Internacional,Excelente,5,47,"""Un gran lugar para tomar un aperitivo""","""En el mercado no hacer absolutamente nada para los turistas, excepto, comprar fruta o una de las docenas de mini-tenis de alimentos - disfrutar de la cocina mexicana. Una excelente opción para los consumidores de carne, una sopa y camarones muy decente cóctel. Precios por debajo de la media.""",Rusia,Ruso,PC,2018-02-23,positivo
Masculino,33.0,Nacional,Excelente,5,86,"""PERFECTO PARA DESAYUNAR Y COMER""","""Fuimos con mis hijos varias veces a desayunar y comer y la verdad es que la veriedad de menu es increible, asi como la calidad de los alimentos, como recomendacion ve al edificio contiguo al segundo nivel, hay mejjores lugares.""",México,Español,PC,2018-02-21,positivo
Femenino,26.0,Nacional,Malo,2,83,"""Solo porque esta al lado de la Alhóndiga""","""Es un mercadito en realidad chico con las caracteristicas de olores y puestos de un mercado, sin mucho que ver para comprar y en realidad caro para ser un mercado. A la gente le falta cultura de atención al turista pese a que está lleno de gente local y extranjera que entra y sale rápido.""",México,Español,PC,2018-02-21,negativo
Femenino,29.0,Internacional,Regular,3,56,"""Típico""","""Lugar típico y muy entretenido. Tanto para hacer compras como para pasear y comer algo en los distintos puestecitos.""",España,Español,Móvil,2018-02-19,neutral
Femenino,39.0,Internacional,Regular,3,757,"""Nice Building""","""El exterior del edificio es bastante hermoso. En el interior hay muchas cosas para ver y comprar. Muchos recuerdos de mal gusto"".",Canadá,Inglés,Móvil,2018-02-17,neutral
Masculino,52.0,Internacional,Muy bueno,4,15,"""¡Tope de gente!""","""Mercado de la diversión que tiene todo! Las frutas frescas y verduras, carne y pollo, vendedores de comida y pequeñas tiendas de regalos o recuerdos. sitio muy agradable para ver gente porque se trata de un empate para los locales como para turistas. En el camino hacia el mercado asegúrese de revisar el parque donde la música en vivo puede estar jugando.""",Estados Unidos,Inglés,Móvil,2018-02-11,positivo
Femenino,30.0,Nacional,Excelente,5,19,"""¡¡PINTORESCO!!""","""Me encanta adentrarme en lugares tipicos , sobre todo para indagar en su gastronomia, indudablemente encontraras muchas opciones para darle gusto a tu paladar a un precio muy razonable (dentro del mercado , afuera es otra historia)""",México,Español,PC,2018-02-07,positivo
Femenino,41.0,Nacional,Malo,2,78,"""Not that big deal""","""Si conoce los otros mercados en otras ciudades, probablemente se desilusionará. Puede omitir este lugar y hacer mejores compras en otras áreas de la ciudad"".",México,Inglés,PC,2018-02-06,negativo
Masculino,25.0,Nacional,Excelente,5,44,"""¡Muchas opciones!""","""Encuentras muchas opciones para llevar de recuerdo, desde Talavera, alebrijes, cerámica, dulces, ropa bordadas para niños y adultos, mucho trabajo artesanal y buenos precios""",México,Español,Móvil,2018-02-05,positivo
Femenino,21.0,Nacional,Regular,3,19,"""Para comer y comprar souvenirs""","""La entrada del mercado es muy bonita, hay muchos mercados dedicados principalmente a los souvenirs y a la comida, pero entré buscando enchiladas mineras y no encontre, tuve que salir a las fondas a un lado del mercado.""",México,Español,Móvil,2018-02-03,neutral
Masculino,35.0,Internacional,Regular,3,326,"""Typical Mexican Market Predominantly for Locals and Emphasis on Food""","""Cada ciudad o pueblo en México tiene un mercado y esto no es diferente. El primer piso es predominantemente para los lugareños con puestos de alimentos básicos y vendedores que venden artículos para el hogar y ropa. El segundo piso tiene algunas artesanías, pero no de muy alta calidad si Si está buscando obsequios económicos, debe ir al segundo piso. Un rápido recorrido es todo lo que necesita para tomar una decisión si desea pasar más tiempo allí"".",Estados Unidos,Inglés,PC,2018-01-29,neutral
Femenino,34.0,Internacional,Excelente,5,63,"""""Hermosa fachada y la artesanía""","""Lindo mercado con una fachada de gran detalle arquitectónico. Dentro de un laberinto de tiendas y gente llena de color y vida. Muchos dulces típicos en venta y artesanía mexicana a precios asequibles. Un lugar ideal para disfrutar de la cultura mexicana por la proximidad de las personas.""",Brasil,Portugués,Móvil,2018-01-28,positivo
Masculino,28.0,Nacional,Muy bueno,4,48,"""¡Rico y Barato!""","""Fuimos a desayunar y se come rico y barato! Lo recomiendo si quieres darte un baño de pueblo jejeje. Nos atendieron muy bien. Aparte de comida hay muchos puestos de ropa , artesanías y muchas cosas más.""",México,Español,PC,2018-01-28,positivo
Femenino,19.0,Nacional,Muy bueno,4,10,"""Rustico y Folclorico""","""Me encanto el mercado, yo fui de viaje y ahorre mucho dinero comprando en el marcadito, todo fresco y a buen precio, encuentras de todo, salvo que las curiosidades y todo eso , si los vendedores te ven como turista fácil dobletean el precio :s""",México,Español,PC,2018-01-26,positivo
Masculino,49.0,Internacional,Muy bueno,4,3280,"""Colores cotidianas"" ","""Gran mercado con una arquitectura primera hierro del siglo XX, muy similar a una estación de tren que conserva doble apelación Secessian y de la vida cotidiana mexicana. géneros dentro de todos los tipos y vendedores de todo lo que es comestible. Higiene difícil de ser llamado tal, merece colores populares.""",Italia,Italiano,PC,2018-01-25,positivo
Masculino,44.0,Nacional,Malo,2,34,"""Mala atención a clientes""","""Es un punto turistico obligatorio, pero la calidad de la comida es baja y la atención al visitante deja mucho que desear.""",México,Español,PC,2018-01-22,negativo
Masculino,38.0,Internacional,Excelente,5,68,"""Great place to drop in and grab a quick bite as you're wandering around""","""Es un mercado, más para los lugareños que para los turistas, pero echa un vistazo al piso de arriba si necesitas algo más turístico. Excelentes lugares de mariscos y carnitas, no estoy seguro de cuáles son los mejores, ¡solo sigue a los lugareños!""",Estados Unidos,Inglés,PC,2018-01-21,positivo
Masculino,42.0,Internacional,Excelente,5,134,"""Worth it""","""Vale la pena echarle un vistazo, especialmente si quieres comprar una baratija o un pequeño regalo para alguien. Definitivamente prueba y come adentro"".",Estados Unidos,Inglés,PC,2018-01-18,positivo
Femenino,27.0,Nacional,Excelente,5,42,"""Many many vendors""","""Una amplia variedad de personal, desde comida hasta artesanías, muy colorido y entretenido. Genial para comprar recuerdos"".",México,Inglés,PC,2018-01-17,positivo
Masculino,55.0,Nacional,Muy bueno,4,78,"""Distintivo de Guanajuato e imperdible visitarlo""","""Nos pareció interesante desde su estructura, y en su interior encontramos una gran diversidad de puestos con mucha variedad artículos, artesanías, recuerdos y comida. ¡Nos encantó a toda la familia!""",México,Español,PC,2018-01-16,positivo
Masculino,60.0,Internacional,Regular,3,541,"""Another market. How do you rate this""","""Los pueblos mexicanos tienen mercados. Algunos bajo techo, algunos al aire libre, algunos cubiertos. Este es un mercado bajo techo con las mismas cosas que se encuentran en todos los mercados de México. Una mezcla de productos cotidianos y alimentos para familias, además de un montón de chucherías turísticas. mierda. Vale la pena dar un paseo aunque solo sea por la experiencia"".",España,Inglés,PC,2018-01-14,neutral
Masculino,29.0,Internacional,Malo,2,127,"""Pure Trash""","""Mercado Hidalgo fue muy decepcionante, todo era chatarra y comida rápida. Sin embargo, el segundo piso y el mercado al aire libre adjunto tenían algunos recuerdos decentes"".",Estados Unidos,Inglés,Móvil,2018-01-13,negativo
Femenino,44.0,Nacional,Muy bueno,4,17,"""Rústico""","""El mercado Hidalgo es un lugar que debes visitar para conocer un poco mas de la cultura, las costumbres y la gastronomia de Guanajuato. Se puede comprar y apreciar los condimentos que se utilizan en Mexico, se puede comer en cualquiera de los sitios preparados para comer al paso, pero te recomiendo que observes la limpieza del lugar y de la personha que cocina y te sirve los alimentos.Es un mercado de frutas , verduras y de todo un poco...""",México,Español,PC,2018-01-10,positivo
Femenino,53.0,Nacional,Regular,3,17,"""Lugar ideal para comer""","""Uno siempre debe visitar los mercados de las ciudades que visita y éste no es la excepción. Aquí hay muchas fonditas con comida típica mexicana y con las enchiladas mineras típicas de Guanajuato.""",México,Español,PC,2018-01-08,neutral
Femenino,36.0,Internacional,Malo,2,123,"""Mercado de varios"" ","""Viene en varios procedentes de recuerdos nada de ropa, que el lugar para comer. Debido a que el olor de la otra gris terriblemente probable, tales adecuado para comer el arroz. La tienda no es demasiado denso pasaje no es Surechigae, vibrante no se sentía tanto. Muchos de esos artículos también parece un viejo, no puedo recomendar demasiado para ir de compras.""",Japón,Japonés,PC,2018-01-07,negativo
Masculino,26.0,Internacional,Excelente,5,125,"""Pure Folklore (with a little bit of made in china)""","""Mercado folclórico muy colorido, muchos juguetes artesanales mexicanos tradicionales y otras artesanías, algunos chatarra hecha en china también. Compare precios antes de comprar cualquier cosa, pueden variar mucho de un vendedor a otro. Yo no compraría ningún alimento (o dulce).""",Estados Unidos,Inglés,Móvil,2018-01-06,positivo
Masculino,71.0,Internacional,Regular,3,947,"""Ordinario""","""Gran mercado cubierto donde hay varios puestos de artesanía, sino también varios pequeños restaurantes para comer barato. Hay un mercado similar en casi todas las ciudades de México.""",Canadá,Francés,PC,2018-01-06,neutral
Femenino,43.0,Nacional,Excelente,5,148,"""Una joya""","""En este lugar encuentras de todo, recuerditos, ropa, comida, artículos de piel y todo a precios súper accesibles.""",México,Español,Móvil,2018-01-05,positivo
Masculino,34.0,Internacional,Muy bueno,4,20,"""Soak in the local flavors""","""Mercado divertido y animado que vende alimentos frescos, productos y souvenirs. Vale la pena echarle un vistazo mientras esté en la ciudad. Vendedores locales de salsas, mermeladas y nueces, etc. para llevar a casa"".",Estados Unidos,Inglés,PC,2017-12-30,positivo
Femenino,22.0,Nacional,Regular,3,10,"""Gran variedad""","""Los recuerdos o souvenirs son muy básicos para un turista, si están buscando algo único de Guanajuato, no es la opción pero hay gran variedad de productos y artículos de piel, juguetes, etc.""",México,Español,Móvil,2017-12-28,neutral
Masculino,39.0,Internacional,Excelente,5,41,"""Imperdible""","""Una visita obligada en tu estancia en gto Locales muy tradicionales y pintorescos Con amplia oferta de alimentos y productos típicos Un ambiente totalmente festivo en toda ocasión No dejes de visitar la parte superior y admirar su estructura.""",Perú,Español,Móvil,2017-12-27,positivo
Masculino,42.0,Nacional,Excelente,5,14,"""Uno de los lugares a donde ir con tiempo libre""","""Si se tiene tiempo para caminar en la ciudad visita obligada al mercado, advertencia, se puede gastar todo su dinero en compras y comida porque hay muchos puestos y variedad de comida.""",México,Español,Móvil,2017-12-25,positivo
Masculino,41.0,Internacional,Excelente,5,107,"""Es uno de los mejores mercados de México""","""El mercado Hidalgo de Guanajuato, es uno de los más bonitos y grandes mercados de México, la artesanía del segundo piso y de sus pasillos, hacen de la visita muy agradable.""",Perú,Español,PC,2017-12-22,positivo
Femenino,56.0,Internacional,Muy bueno,4,156,"""Great Comedors and Good for Souvenirs""","""Fuimos al mercado con el almuerzo en mente. El mercado está lleno de muchos artículos cotidianos para los locales, pero también tiene una muy buena selección de recuerdos para nosotros los turistas. Comimos en el Comedor Mariscos el Ausente y ¡fue GENIAL! tenía el especial que era 3 tostadas de ceviche y una coca cola por $60Mxn. Fue un paseo agradable y una visita obligada. Espacios reducidos, por lo que podría ser difícil con niños con manos itinerantes o cochecitos"".",Estados Unidos,Inglés,PC,2017-12-17,positivo
Masculino,44.0,Internacional,Muy bueno,4,928,"""Outside silver clock tower is a gem; interior facade is bland, but fun and entertaining market""","""¡Puedes ver esta joya arquitectónica desde diferentes partes de la ciudad por su torre de reloj plateada! El diseño interior es un gran caparazón abierto, pero está lleno de 2 pisos de vendedores: comida, artículos para el hogar, juguetes y más. El exterior inmediato y El perímetro del edificio también está rodeado de vendedores; comida, panadería, joyería y más.",Estados Unidos,Inglés,PC,2017-12-16,positivo
Masculino,30.0,Internacional,Excelente,5,35,"""Colorful!!!!""","""En este tradicional mojón encontrarás de todo un poco. Frutas y Verduras, carnes, comida tradicional, y también muchos suvenires. Venden juguetes tradicionales mexicanos. Cuando estés en el segundo piso tendrás una vista colorida de la mercado.""",Canadá,Inglés,PC,2017-12-10,positivo
Masculino,57.0,Internacional,Muy bueno,4,59,"""Great place to browse and enjoy street food""","“Durante una estadía de ocho días, hicimos viajes diarios a este mercado para comprar flan divino (flan de huevo) de uno de los vendedores por $ 20 pesos cada uno. El mercado es una metrópoli de techos altos de vendedores que van desde alimentos, tiendas secas, baratijas y otros artículos coloridos que de otro modo encontrarías en cualquier mercado mexicano"".",Canadá,Inglés,PC,2017-12-09,positivo
Femenino,67.0,Nacional,Muy bueno,4,292,"""Emblemático""","""El edificio, antigua estación de ferrocarril, es precioso en sí mismo. Conforma un perfecto escenario para las típicas fotos de viaje. En cambio el interior me parece un poco desabrido, la mercancía muy repetitiva, de moderada calidad. Podría ser un magnífico espacio para venta de artesanías más auténticas.""",México,Español,PC,2017-12-01,positivo
Femenino,23.0,Nacional,Excelente,5,18,"""Encuentras los souvenirs para los amigos y familia""","""La fachada tiene una arquitectura impresionante y muy bella, ya adentro encuentras todos los souvenirs que quieras a costos muy atractivos y también comida deliciosa a precios muy buenos.""",México,Español,PC,2017-12-01,positivo
Femenino,21.0,Internacional,Excelente,5,39,"""Wonderful Place to Buy Souvenirs""","""Lleva dinero en efectivo y no compres nada hasta que te hayas dado la oportunidad de mirar alrededor. Muchas de estas tiendas venden el mismo artículo, algunas lo venden más barato que otras. ¡En el piso de abajo hay MUCHAS opciones de comida!""",Estados Unidos,Inglés,PC,2017-11-26,positivo
Masculino,32.0,Nacional,Excelente,5,41,"""El mejor precio en dulces""","""Si quieres comprar charamuscas, este es el mejor lugar, los precios son accesibles y tienen mucha variedad, también si te gusta la comidas económicas.""",México,Español,Móvil,2017-11-24,positivo
Masculino,45.0,Nacional,Muy bueno,4,155,"""Antigua estación de trenes""","""Un lugar grande y emblemático podrás encontrar desde dulces cremeria y demás cosas siempre esta lleno. Un lugar limpio podrás comer las guacamayas que es una torta de chicharrón y chile visita obligada.""",México,Español,Móvil,2017-11-21,positivo
Femenino,38.0,Nacional,Excelente,5,4,"""Limpio""","""Un mercado colorido y bonito. Todo dividido por areas y la gente muy amable. A comparacion del mercado de mi ciudad (Campeche) esta bellisimo y limpio. ¡Me encanta!""",México,Español,Móvil,2017-11-17,positivo
Masculino,69.0,Internacional,Muy bueno,4,925,"""Tiene todas las diversas cosas"" ","""Guanajuato es un gran mercado. Suministros día de los alimentos, una variedad de tiendas, tales como recuerdo no está alineado crowdedly. Nakaniwa También hay un espacio de restaurantes, es bastante ajetreo. Además también hay un edificio del restaurante sólo a la siguiente, también estaba lleno.""",Japón,Japonés,PC,2017-11-13,positivo
Masculino,52.0,Internacional,Muy bueno,4,223,"""No está nada mal"" ","""Gran mercado muy cubierto. O encuentras todo para hacer sus compras de recuerdos en la ciudad. Hay una fiesta de comida para ver. Y para comer no es demasiado caro. No está mal.""",Francia,Francés,Móvil,2017-11-11,positivo
Masculino,68.0,Internacional,Excelente,5,226,"""Interesting building and shops""","""El mercado está ubicado en una estructura antigua diseñada por Eiffel, el tipo que diseñó la Torre Eiffel. Dentro de la estructura altísima hay puestos de compras con artesanías abarrotadas de frutas, carnicerías y puestos de comida. Compramos algunas cosas pero no coma aqui.""",Estados Unidos,Inglés,PC,2017-11-08,positivo
Femenino,19.0,Internacional,Muy bueno,4,12,"""Worthwhile if you're a foodie""","""Un gran mercado comunitario. Nadie te 'halconea'. Adentro hay comida, comida, comida. Volvimos a visitar para comprar productos locales para llevar a casa"".",Estados Unidos,Inglés,PC,2017-10-30,positivo
Masculino,36.0,Nacional,Regular,3,15,"""Porfiriano""","""El edificio es impresionante, no parece un Mercado. Ofrece comida económica y artesanías a buenos precios. Los dulces son económicos y es famoso por sus tortas de carnitas.""",México,Español,PC,2017-10-28,neutral
Femenino,66.0,Internacional,Muy bueno,4,174,"""Great market for souvenirs""","""Si necesitas comprar souvenirs, ve a este mercado local, ¡donde puedes encontrar absolutamente de todo! Los precios son bajos y disfrutarás del verdadero mercado callejero mexicano"".",Finlandia,Inglés,PC,2017-10-23,positivo
Masculino,74.0,Internacional,Muy bueno,4,546,"""Mercado de Guanajuato""","""Es lo que fue el edificio de la estación de trenes marca un ciudadano del mercado, pero la apariencia es aquí entra en Creo que lo kana una multa se encuentra para ser una ciudad del mercado. La primera planta a las necesidades de la vida de los alimentos de carne Toka, como recuerdos locales y artículos de cuero en el entresuelo de la expresión pasillo hay, sólo imaginar a partir de la aparición en Japón de super y el almacén general es un mercado tan juntos no podía. El mismo tipo de mercado como es el mercado central de la capital de Letonia, Riga.""",Japón,Japonés,PC,2017-10-17,positivo
Masculino,18.0,Nacional,Regular,3,445,"""Muy típico""","""Visitar el mercado Hidalgo es algo muy típico en Guanajuato Hay mucha variedad de comercios entre ellos se pueden encontrar comida dulces ropa o juguetes Si te gusta la comida de mercado es una muy buena opción visitar este.""",México,Español,Móvil,2017-10-16,neutral
