Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Femenino,61.0,Internacional,Muy bueno,4,315.0,"""Lively place""","""Muchos restaurantes en esta bonita zona ajardinada con fuentes y bancos de hierro forjado y por las noches hay muchos músicos tocando"".",Canadá,Inglés,Móvil,2018-03-28,positivo
Femenino,,Nacional,Excelente,5,13.0,"""Muy fresco y bien mantenido""","""Muy bonito para pasar el día, tomar un helado caminar y simplemente disfrutar, los ficus que lo rodean perfectamente bien podados, muy limpio todo muchas bancas pra sentarte y aunque haya calor siempre está fresco. Realmente agradable con muchos restaurantes y cafés al rededor.""",México,Español,Móvil,2018-03-28,positivo
Femenino,57.0,Internacional,Muy bueno,4,100.0,"""Un poco mal ventilada""","""El centro de la parte antigua, esta plaza triangular característica está rodeado de bares y restaurantes. Green Point Ciudad con árboles de corte bajo y por qué en algunos lugares te dan la impresión de ser aplastado.""",Italia,Italiano,PC,2018-03-25,positivo
Masculino,72.0,Internacional,Muy bueno,4,51.0,"""Right in the middle of town""","""Este parque del tamaño de una postal ofrece un agradable escape de las multitudes en las calles concurridas. Las fuentes y los setos le dan una sensación exótica"".",Canadá,Inglés,PC,2018-03-24,positivo
Masculino,44.0,Nacional,Muy bueno,4,159.0,"""BAJO LA SOMBRA DE LAURELES""","""Un lugar muy agradable frente al teatro Juárez, se encuentra lleno de laureles que dan frescura y varios hoteles y restaurantes ofrecen terrazas para consumir alimentos y refrescarse.""",México,Español,PC,2018-03-21,positivo
Femenino,23.0,Internacional,Excelente,5,127.0,"""Absolutely Beautiful and Relaxing""","""Esto es absolutamente hermoso con la copa de los árboles que lo rodean con muchos bancos para simplemente sentarse y ver pasar a la gente y disfrutar de la música de mariachi. Este es mi lugar favorito para relajarme y simplemente sentarme y mirar. Siempre actividad con arte espectáculo, música y muchos restaurantes para cenar en el patio al aire libre para elegir"".",Estados Unidos,Inglés,PC,2018-03-21,positivo
Masculino,51.0,Internacional,Excelente,5,236.0,"""Get a walking tour guide at this location""","""Esta es una plaza encantadora con hermosos edificios alrededor y mucha actividad. Nunca me ha gustado el sonido de los duelos de mariachis, así que no estoy seguro de si cenaría en un patio alrededor de esta plaza (pero tuvimos bebidas y aperitivos) Este es uno de los puntos de encuentro más animados de la ciudad.
En la acera frente al Teatro, nos encontramos con Manuel, nuestro guía turístico a pie. Era uno de los muchos guías que andaban por ahí con etiquetas de identificación alrededor del cuello.
Hicimos un recorrido a pie de más de 2 horas con Manuel. Cobró $ 400 pesos por mi esposa y por mí, ¡una oferta excepcional! Nos acompañó por toda la ciudad histórica desde el Teatro Cervantes en un extremo hasta la Alhóndiga de Ganaditas en el otro. Entramos en varias iglesias y en el edificio administrativo de la universidad. Nos contó muchas anécdotas sobre la historia mexicana y local. También lo acribillé con preguntas en el camino. ¡Qué gran recurso!
Manuel reveló que tenía 77 años, nació y creció en GTO. Aprendió inglés y obtuvo su licencia de guía cuando se retiró de 35 años de hacer cerámica (""patear la rueda"") a los 60 años (también nos dio un pequeño seminario sobre cerámica). Es un excelente narrador, tanto por sus historias personales (monaguillo en una de las grandes iglesias) como por la información que compartió sobre su ciudad. Esta gira fue una de las mejores cosas que hicimos en nuestro reciente viaje al centro de México.
Pensé en mencionar esto porque siempre nos preguntamos dónde encontrar guías turísticos cuando vamos a nuevas ciudades. En GTO, el lugar es el Jardín de la Unión y Manuel definitivamente vale la pena. Es el tipo mayor que lleva un elegante sombrero y un permiso de guía alrededor del cuello"".",Canadá,Inglés,PC,2018-03-21,positivo
Femenino,,Internacional,Excelente,5,15.0,"""Muy agradable ver""","""Los jardines de esta ciudad son muy agradable para visitar, no dude en visitar todos ellos, ellos son encantadores!""",Francia,Francés,PC,2018-03-19,positivo
Masculino,32.0,Nacional,Excelente,5,41.0,"""Obligada visita""","""Si has llegado a la ciudad de guanajuato, sin duda alguna irás a este sitio, ubicado frente al majestuoso Teatro Juárez. En el jardín encontrarás muchos bares y restaurantes. La música en este lugar siempre está presente . Es un punto de reunión en todo momento . Muy agradable para visitar.""",México,Español,Móvil,2018-03-18,positivo
Masculino,73.0,Internacional,Muy bueno,4,323.0,"""Beautiful But a Little Posh""","""Una pequeña isla de verde en el epicentro del distrito histórico, este jardín es un lugar fresco para sentarse rodeado por el follaje entrelazado de los hermosos árboles. Aparte de la temperatura fresca, quizás sea un poco demasiado ""fresco"" rodeado de árboles caros. restaurantes, cafés y bares donde los acomodados pasan sus tardes"".",Estados Unidos,Inglés,Móvil,2018-03-17,positivo
Masculino,,Nacional,Muy bueno,4,301.0,"""Para relajarse""","""Es uno de los jardines que se encuentran en el corazón mismo de la ciudad de Guanajuato, está frente al Teatro Juárez, otro icono de la ciudad, su Kiosko es muy bonito aunque lo noté un poco descuidado, en todo el contorno se encuentra gran variedad de restaurantes, cafés y toda una serie de antojitos qud nunca deben de faltar...""",México,Español,Móvil,2018-03-15,positivo
Masculino,65.0,Internacional,Muy bueno,4,56.0,"""A bit lost in time, Vintage Gto""","""Tuvimos un gran almuerzo en el restaurante de la esquina, mirando el Teatro Juárez, mirando a la gente y viendo pasar el mundo. Vintage Gto, en su mejor momento""",Australia,Inglés,PC,2018-03-14,positivo
Masculino,36.0,Internacional,Muy bueno,4,148.0,"""Cortar un árbol de cabeza plana, al lado del restaurante no es muy Lai""","""Está justo enfrente de la iglesia de San Diego, diagonal es el teatro, toda la zona es bastante animada, y el parque ofrece un muy buen ambiente de ocio. Incluso por la noche, el parque sigue siendo bastante alegre, restaurante próximo a tener un montón de México oyó la orquesta en las representaciones, música, fuente del parque de iluminación nocturna se han vuelto muy hermosa.""",Taiwán,Chino,PC,2018-03-10,positivo
Masculino,25.0,Internacional,Muy bueno,4,34.0,"""Neat old plaza, with very loud bands""","""Alojándote en esta zona tienes acceso a muchas cosas, el Teatro Juárez, el mercado, la Universidad, ect"".",Estados Unidos,Inglés,PC,2018-02-26,positivo
Femenino,22.0,Internacional,Muy bueno,4,1.0,"""Un hermoso jardin!!!!""","""Es uno de los jardines mas hermosos y magicos de Guanajuato un paseo por la noche en el jardin de la union te trasporta a un cuento de hadas.... Enamorada de guanajuato…""",Costa Rica,Español,Móvil,2018-02-26,positivo
Femenino,46.0,Internacional,Excelente,5,36.0,"""Beautiful""","""Este es uno de mis lugares favoritos para observar a la gente en México. El Jardín es pequeño pero está muy bien mantenido y siempre parece haber una banda tocando en algún lugar. Pruebe uno de los restaurantes al costado, todos ofrecen asientos al aire libre para que tenga dulces. una bebida y simplemente disfrutar de la belleza del entorno"".",Estados Unidos,Inglés,PC,2018-02-25,positivo
Masculino,,Internacional,Muy bueno,4,75.0,"""Beautiful and relaxing""","""Los árboles están tan bien cuidados que uno podría suponer que se hace semanalmente. Muchos asientos alrededor para sentarse, comimos muy bien en uno de los restaurantes de la plaza. Seguro que todos están bien, queríamos algo sencillo y el uno que elegimos tenía un menú más internacional. No te sientes al final si puedes elegir y no te gusta molestarte con los vendedores, la música, etc.""",Canadá,Inglés,PC,2018-02-22,positivo
Masculino,41.0,Nacional,Excelente,5,86.0,"""INCREIBLE AMBIENTE DE NOCHE""","""Es un lugar magico lleno de vida, musica, gente, comida, resturantes en el centro de Guanajuato frente al Teatro Juárez.""",México,Español,PC,2018-02-21,positivo
Femenino,30.0,Internacional,Excelente,5,56.0,"""Lugar con encanto""","""Bonito lugar para pasear. Muy tranquilo y agradable. Nos gustó mucho dar una caminata y disfrutar del ambiente.""",España,Español,Móvil,2018-02-19,positivo
Masculino,,Internacional,Excelente,5,6.0,"""Beautiful park with a lot of restaurant""","""Un gran lugar para visitar. Muy relajante y tranquilo. Mucho si hay bancos y sillas para sentarse. Muy activo por la noche"".",Estados Unidos,Inglés,Móvil,2018-02-19,positivo
Masculino,22.0,Nacional,Muy bueno,4,44.0,"""La rebanada de pastel""","""El jardin se encuentra a pocos metros de la Basilica de Nuestra Señora de Guanajuato, punto de partida para visitar el centro historico, enfrente de esta plaza esta el Teatro Juarez, alrededor hay bares y restaurantes, artistas plasticos, en las noches es punto de reunion de las callejoneadas, ¡muy padre!""",México,Español,PC,2018-02-17,positivo
Femenino,33.0,Internacional,Excelente,5,7.0,"""Lovely plaza""","""Esta es una hermosa plaza con árboles y bancos que miran hacia afuera a su alrededor. Hay una fuente que tiene agua corriendo (no es el caso en todas las fuentes en las plazas mexicanas). Un lado da al hermoso teatro Juárez. El único inconveniente es es muy concurrida porque está en una calle principal y los restaurantes tienen sus mesas al aire libre cerca.""",Estados Unidos,Inglés,Móvil,2018-02-17,positivo
Femenino,45.0,Internacional,Excelente,5,757.0,"""Relaxing""","""Este es uno de varios parques pequeños en Guanajuato. Un buen lugar para sentarse a observar a la gente. Bien mantenido con una fuente y árboles bien cuidados"".",Canadá,Inglés,Móvil,2018-02-17,positivo
Masculino,36.0,Internacional,Excelente,5,93.0,"""The heart of Guanajuato""","""Gran lugar, el centro. Mucha gente alrededor, puedes descansar, comer, comprar y beber en muchos restaurantes y tiendas. Almorzamos en dos de ellos, teniendo la oportunidad de disfrutar del clima y el movimiento del lugar. En noche muchas estudiantinas -música popular tocada por los lugareños en las calles.",Chile,Inglés,Móvil,2018-02-15,positivo
Masculino,,Internacional,Muy bueno,4,101.0,"""The Heart of GTO""","""Plaza/jardín público verde muy agradable en el corazón del viejo Guanajuato. Gran lugar para sentarse y disfrutar de la música y observar a la gente a cualquier hora del día"".",Estados Unidos,Inglés,PC,2018-02-14,positivo
Masculino,25.0,Nacional,Excelente,5,10.0,"""Hermoso lugar al que debes ir si o si""","""Nos hospedamos en un hotel que esta en el jardín de la unión y es la mejor decisión que pudimos tomar. Ya hiciera frío o calor, el lugar siempre esta lleno de color y es muy hermoso, esta muy cuidado y te ofrece varias actividades como callejoneadas, restaurantes o cafés. Definitivamente dar un paseo por el jardín a la hora que sea es algo muy romántico y pacífico. Hay un estacionamiento cerca que si esta un poco caro de $15 pesos la hora, pero si tienes suerte puedes encontrar uno sobre la calle. Cerca del jardín se encuentra, el teatro Juárez, el Funicular para subir al pípila, a unas 6 cuadras esta la universidad de Guanajuato y el callejón del beso.""",México,Español,Móvil,2018-02-12,positivo
Masculino,57.0,Internacional,Muy bueno,4,127.0,"""Very nice""","""Agradable área en medio del centro histórico rodeada de restaurantes, un teatro, una iglesia, numerosos vendedores y mariachis ambulantes. Muy animado y un gran lugar para observar a la gente"".",Canadá,Inglés,Móvil,2018-02-08,positivo
Femenino,,Nacional,Excelente,5,34.0,"""Hermoso""","""Simplemente hermoso, la plaza central de guanajuato, con decoraciones florales, un quiosco en el centro precioso y musica en vivo. De lo mas bello, de tan magnifico lugar.""",México,Español,PC,2018-02-08,positivo
Masculino,29.0,Internacional,Excelente,5,48.0,"""Lindo lugar""","""Es un lugar muy fresco, bonito y relajánte, está frente al teatro juárez y puedes encontrar varios puestos de comida y algunos restaurantes.""",México,Español,PC,2018-01-28,positivo
Masculino,49.0,Internacional,Excelente,5,3280.0,"""Bien cuidada sala de estar""","""Realmente muy bonito y bien cuidado esta ciudad salón triangular, con árboles frondosos que protegen del calor de los bancos de hierro de fundición, donde se puede disfrutar de una vida relajado del centro histórico de la ciudad, siempre vivo y lleno de gente por la noche y día. No se pierda !!""",Italia,Italiano,PC,2018-01-25,positivo
Masculino,45.0,Internacional,Regular,3,326.0,"""Pretty Square To Walk Through""","""Como todas las ciudades mexicanas, este es un punto focal. Lo que es diferente es que realmente es una de las áreas sombreadas de la ciudad y relativamente plana y un lugar para observar a la gente. Hay árboles, fuentes y glorietas, está rodeada de hoteles. , restaurantes y tiendas Si está haciendo un recorrido a pie por la ciudad, está cerca de la Casa de la Ópera y es un buen lugar para descansar, pero no es un destino en sí mismo, sino un paseo, así que planifique su paseo en consecuencia"".",Estados Unidos,Inglés,PC,2018-01-23,neutral
Masculino,31.0,Internacional,Muy bueno,4,137.0,"""Very nice spot""","""Pasé un fin de semana aquí y disfruté del ambiente vibrante, la música en vivo y los cafés callejeros. Un lugar bullicioso pero relajante para pasar un par de horas"".",Canadá,Inglés,Móvil,2018-01-23,positivo
Masculino,,Internacional,Muy bueno,4,125.0,"""Beautiful but crowded""","""Una hermosa plaza con excelentes vistas de edificios asombrosos, algunas opciones increíbles para cenar, algunas otras están bien. Por lo general, muy concurrida"".",Estados Unidos,Inglés,Móvil,2018-01-23,positivo
Femenino,33.0,Nacional,Excelente,5,11.0,"""Caminata emotiva""","""Muchas veces he pasado por ahí ,desde que era pequeño e hiba con mis padres a caminar por Guanajuato y actualmente sigue ese nostálgico lugar,donde depende la hora el ambiente cambia,de repente vez muchos jóvenes rondeando el jardion y queriendo entrar a un bar que esta en la esquina o a medio dia dia extranjeros y gente con familia o amigos que comen en los restaurantes alrededor ,además de mucha gente escuchando mariachis,estudiantinas,grupos musicales y tomándose fotografías de este inolvidable lugar. Ademas que no descansa ya que es oarte del camino peatonal de la ciudad de Guanajuato,Asi que cada momento es magico.""",México,Español,PC,2018-01-22,positivo
Femenino,35.0,Internacional,Excelente,5,84.0,"""Wonderful place to relax!""","""Esta pequeña área tiene hermosos paisajes rodeada de restaurantes y edificios que han sido muy bien renovados. El área tiene muchos bancos de hierro forjado para sentarse y relajarse y escuchar la música de los restaurantes de los alrededores o simplemente mirar a la gente"".",Estados Unidos,Inglés,Móvil,2018-01-18,positivo
Masculino,26.0,Internacional,Excelente,5,134.0,"""Hands down a beautiful little plaza""","""¡Me encanta esta zona! Hermosa. Agradable para relajarse y observar a la gente. El Teatro Juárez está cerca, una tienda increíble llamada Rincón Artesanal está al final de la calle en la avenida sopeña, que siempre es una visita obligada...""",Estados Unidos,Inglés,PC,2018-01-18,positivo
Femenino,,Nacional,Excelente,5,42.0,"""Enchanted small jardin""","""Ayer visité GTO gain. Es un lugar animado lleno de restaurantes, tiendas, bancas para sentarse y relajarse, y los mariachis siempre están ahí por si se les antoja un poco de música, y son muy buenos"".",México,Inglés,PC,2018-01-17,positivo
Masculino,61.0,Internacional,Muy bueno,4,521.0,"""Beautiful but small""","""Esta es una plaza encantadora para sentarse y ver pasar el mundo. Lo único es que es muy pequeña y la glorieta está en un extremo. Eso significa que toda la actividad se centra en una parte del jardín. Los restaurantes son lleno en un extremo, la gente se amontona alrededor de un extremo, etc. Es una plaza, no hay mucho que decir al respecto. Todos los pueblos de México tienen algunos y este es tan bonito como la mayoría"".",Estados Unidos,Inglés,PC,2018-01-14,positivo
Femenino,36.0,Nacional,Muy bueno,4,17.0,"""Bonito""","""El lugar es hermoso, sobre todo por la noche. Con muchas opciones para visitar al rededor. Allí se ponen los de las callejoneadas. Hay un excelente pintor realizando sus cuadros allí enfrente.""",México,Español,PC,2018-01-08,positivo
Masculino,20.0,Nacional,Excelente,5,16.0,"""¡Vibrante!""","""Esta pequeña plaza es el punto de reunión por excelencia para turistas en Guanajuato. Ideal para aquellos que simplemente gustan descansar y pasar el tiempo, disfrutando del bullicioso ruido de las voces felices de la gente. Mucho flujo de turistas en esta zona, especialmente extranjeros.""",México,Español,PC,2018-01-07,positivo
Masculino,74.0,Internacional,Excelente,5,947.0,"""El corazón de la ciudad""","""El jardín Unión es un triángulo cuadrado con sombra preciosa, con una hermosa fuente justo en frente del Teatro Juárez. Aquí es donde se encuentra el corazón de la ciudad. Está llena de tiendas y restaurantes que hacen terraza. También hay una glorieta en el centro del jardín. Pudimos ver una orquesta dando un concierto de Navidad, que era muy agradable.""",Canadá,Francés,PC,2018-01-06,positivo
Femenino,,Nacional,Excelente,5,148.0,"""Hermoso""","""Está plaza es la que me parece más bonita de Guanajuato. Desde ella puedes admirar el templo de San Diego o el Teatro Juárez. Llena de gente y de vida.""",México,Español,Móvil,2018-01-05,positivo
Femenino,40.0,Internacional,Excelente,5,55.0,"""Stunning Central Square to Sit and People Watch!""","""Ubicada en el corazón de la ciudad de Guanajuato, es la plaza principal donde los visitantes y los lugareños se sientan y se relajan. Está bordeada de árboles bellamente cuidados que brindan la sombra que tanto se necesita. Alrededor de la plaza del jardín hay pequeños cafés y restaurantes encantadores para sentarse y observar a la gente. Puedes ver hermosas vistas del Teatro Juárez y de El Pípila desde el Jardín de la Unión. Todo lo que necesitas visitar está ubicado justo al lado del Jardín de la Unión"".",Estados Unidos,Inglés,PC,2018-01-04,positivo
Femenino,42.0,Nacional,Muy bueno,4,13.0,"""El corazón de Guanajuato""","""Este lugar es efectivamente el corazón de la ciudad. En él se reúnen sobre todo los jóvenes, pero igual gente de todas edades acude a escuchar la música de la banda que toca en el kiosko central o departe en alguna de las terrazas de los restaurantes y bares. Se le conoce como ""el centavo de queso"" por la forma triangular que tiene, semejante a una rebanada de queso que antaño se pagaba a un centavo, desde este jardín se admira la majestuosidad del Teatro Juárez y del monumento al Pípila.""",México,Español,PC,2018-01-02,positivo
Masculino,28.0,Internacional,Excelente,5,16.0,"""Luna de miel""","""Sentado, de pie, comiendo helado o tomando fotografías. De vacaciones o de negocios... no hay pretexto para no visitarlo, es un lugar “obligado”. Muy bonito.""",España,Español,Móvil,2018-01-02,positivo
Femenino,33.0,Internacional,Excelente,5,20.0,"""Lovely place to sit and people watch""","""Si necesita un lugar con sombra para sentarse y tomar un descanso, este es el lugar. Nos detuvimos en uno de los restaurantes en el Jardín para tomar guacamole y una cerveza. ¡Gran lugar para sentarse y ver pasar a todos los turistas de vacaciones!""",Estados Unidos,Inglés,Móvil,2018-01-02,positivo
Femenino,39.0,Nacional,Excelente,5,39.0,"""Buen lugar para descansar""","""Puedes sentarte a la sombra de los árboles y disfrutar el Teatro Juarez y descansar. También hay restaurantes y bar alrededor.""",México,Español,Móvil,2017-12-30,positivo
Masculino,32.0,Internacional,Excelente,5,20.0,"""Fun, lively, and great people watching!""","""¡El divertido y ajetreado centro de esta encantadora ciudad! Rodeado de restaurantes, hoteles y cafés, es el lugar para reunirse, relajarse u observar a la gente en cualquier momento del día. La plaza cobra vida por la noche con vendedores de comida, bandas de mariachis y toneladas de lugareños y turistas. .""",Estados Unidos,Inglés,PC,2017-12-30,positivo
Femenino,27.0,Nacional,Muy bueno,4,15.0,"""Tardes familiares""","""Es un lugar lindo, pintoresco, bohemio, para ir en familia o en pareja. En diciembre es muy fresco por los árboles alrededor. Las noches de trova muy buenas, en general un imperdible de GUANAJUATO.""",México,Español,Móvil,2017-12-30,positivo
Femenino,33.0,Nacional,Excelente,5,22.0,"""Muy bonita plaza""","""Esta muy bonita la plaza pública. Lugar de reunión de miles de turistas. Destacan sus restaurantes y tiendas de artesanías, así como algunos hoteles.""",México,Español,Móvil,2017-12-30,positivo
Femenino,21.0,Nacional,Regular,3,47.0,"""Fuimos en una época con mucho movimiento""","""Pero aún así deberían cuidar mas la basura que se genera, no dieron ganas de quedarse mucho tiempo ahí, hay mucho guía de turistas que te aborda vendiendo tours, pero poca gente de turismo que realmente te ayude con dudas de comida o lugares.""",México,Español,PC,2017-12-27,neutral
Femenino,56.0,Internacional,Excelente,5,153.0,"""So Alive & Vibrant!""","""El Jardín de la Unión está ocupado día y noche. Está rodeado por un lado de hoteles y restaurantes que tienen mesas en las aceras. Hay una hermosa glorieta en el medio, y afuera de los árboles, muchos bancos para observar a la gente. y descansar. Por la noche verás mariachis y otros músicos deambulando por las áreas del restaurante. Durante la tarde comienzas a ver a las Estudiantinas vendiendo boletos para sus Callejoneados por la noche. Un lugar encantador para visitar"".",Estados Unidos,Inglés,PC,2017-12-19,positivo
Femenino,44.0,Internacional,Muy bueno,4,923.0,"""Pristine center courtyard adjacent to theatre and center hotels""","""Este jardín del patio central es hermoso y está bien mantenido y cuidado. Un gran lugar para sentarse y también ver pasar el mundo. Está impecable y las aceras de mármol circundantes están fregadas"".",Estados Unidos,Inglés,PC,2017-12-16,positivo
Masculino,53.0,Internacional,Excelente,5,143.0,"""Agradable""","""Agradable, aunque pequeño parque, que es siempre una gran cantidad de personas y puestos. En el momento de mi visita aquí tuvo lugar sólo leer las novelas de Julio Verne y me sorprendió positivamente la cantidad de oyentes. Este jardín es definitivamente vale la pena una visita.""",Eslovaquia,Checo,PC,2017-12-10,positivo
Masculino,64.0,Internacional,Excelente,5,59.0,"""Lovely place to pass time people watching""","""Siéntate debajo de los árboles de forma cuadrada en uno de los muchos bancos del parque y observa el mundo pasar. La plaza del parque mejor conservada en la zona turística de GTO, frente a la calle de Sopena frente a la exquisita fachada del Teatro Juárez"".",Canadá,Inglés,PC,2017-12-09,positivo
Masculino,38.0,Internacional,Excelente,5,5.0,"""Center of Guanajuato""","""Hermosa zona en el corazón de Guanajuato. Una noche que estuvimos allí, había un gran grupo orquestal instrumental, tocando canciones de Santana. No podría ser mucho mejor que eso...""",Estados Unidos,Inglés,PC,2017-12-09,positivo
Masculino,52.0,Nacional,Muy bueno,4,352.0,"""El corazón de Guanajuato""","""Este es sin duda el corazón de Guanajuto, flanqueado de grandes árboles cuidadosamente podados para darles una forma uniforme y con la figura que rodea el parque. Al lado se encierra el majestuoso teatro Juarez y restaurantes de todos los niveles con sus Terrazas, patios y comedores interiores, tienes de artesanías y varios hoteles boutique, prácticamente caminando se encuentran todas las actividades y lugares para conocer el centro de Guanajuato, Si tienes oportunidad de hospedarte cerca de este parque será lo mejor.""",México,Español,Móvil,2017-12-04,positivo
Masculino,56.0,Nacional,Muy bueno,4,154.0,"""Visita de Viernes por la tarde""","""Lugar tranquilo para pasar el rato, aunque hay mucha gente es un lugar donde todo Guanajuato se resume, con sus restaurantes, lugares turísticos y bella arquitectura, es un lugar que no puedes dejar pasar.""",México,Español,PC,2017-12-01,positivo
Masculino,,Nacional,Muy bueno,4,24.0,"""Ocio""","""Es un jardin q se le dice en forma de queso, de facil recorrido y en medio de multiples atracciones, es una visita obligada.""",México,Español,PC,2017-11-30,positivo
Femenino,35.0,Internacional,Excelente,5,33.0,"""Lovely square""","""Me encanta esta plaza y los árboles perfectamente cortados a su alrededor, así como el ambiente que es tan alegre! Mariachis cantando, estudiantinas reuniéndose temprano en la noche para las callejoneadas. El lugar es romántico, especialmente en la noche, puedes tomar una copa o una comida en uno de los restaurantes del lugar. El teatro que está justo enfrente también es muy bonito de noche y de día.""",Estados Unidos,Inglés,PC,2017-11-29,positivo
