Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Femenino,57.0,Internacional,Excelente,5,51,"""Vale la pena ir""","""Al subir la colina con guía unos 30 minutos antes y después de la puesta de sol, se verá una imagen muy hermosa de que la luz de la ciudad se oscurecerá gradualmente y la luz de la ciudad seguirá. Guanajuato es pequeño y está lleno de hospitalidad, así que quédate por todos los medios.""",Japón,Japonés,Móvil,2018-05-01,positivo
Masculino,48.0,Internacional,Excelente,5,5,"""Great view of Guanajuato""","""La caminata de ida y vuelta fue divertida. Recomiendo hacer esto al atardecer. No tomamos el funicular, pero esa es una buena manera de subir y luego caminar hacia abajo"".",Estados Unidos,Inglés,Móvil,2018-04-30,positivo
Femenino,39.0,Internacional,Excelente,5,153,"""Best view ever""","""Guanajuato es una de mis ciudades favoritas. La ciudad tiene color y vida. Ninguna tarde fue aburrida. Y la vista desde el Monumento al Pípila fue simplemente la mejor. Solo sentarme y contemplar la ciudad fue muy relajante. Ir por la noche y quédate ahí hasta que oscurezca"".",Francia,Inglés,PC,2018-04-29,positivo
Masculino,45.0,Internacional,Excelente,5,32,"""Vista espectacular""","""La vista de la ciudad que ofrece este pintoresco lugar tienes que vivirla, sin duda la foto no podrá faltar para nunca olvidar a la bella ciudad de Guanajuato.""",Argentina,Español,PC,2018-04-27,positivo
Femenino,50.0,Internacional,Muy bueno,4,586,"""¡El mejor escenario en la cima de la montaña!""","""Puedes ver esta estatua en la montaña desde muchos lugares debajo de la montaña... ¡escalar y ver! ¡Aprende sobre el Pípila y cómo ayudó a Allende e Hidalgo! ¡Puedes subir las escaleras o tomar el teleférico!""",Estados Unidos,Chino,PC,2018-04-23,positivo
Femenino,50.0,Internacional,Muy bueno,4,586,"""Best viewed from atop!""","""Verás esta estatua que se cierne sobre la ciudad desde varios puntos debajo... ¡pero sube y mírala! ¡Aprende sobre Pipila y cómo ayudó a Allende e Hidalgo! ¡Puedes subir las escaleras o tomar el funicular!""",Estados Unidos,Inglés,PC,2018-04-23,positivo
Masculino,50.0,Internacional,Excelente,5,543,"""The Best views!""","""Esté aquí para la puesta de sol, puede ser un poco antes para que pueda ver la transición de la ciudad. Es mágico, con mucho, las mejores vistas de la ciudad y está a solo un viaje en tranvía de la plaza principal"".",Filipinas,Inglés,Móvil,2018-04-18,positivo
Femenino,35.0,Internacional,Excelente,5,5,"""View from the top is the best"" ","""Nada se compara con la vista de Guanajuato desde la cima. Conozca gente en el balcón. Recuerdos y refrigerios disponibles para comprar"".",Estados Unidos,Inglés,Móvil,2018-04-16,positivo
Masculino,62.0,Internacional,Muy bueno,4,509,"""Hero of the City; Great Views of Guanajuato""","""Toma el funicular para una visita rápida a este importante monumento. Pero, además del monumento, las mejores vistas de la ciudad están abajo. Puedes caminar hasta la ciudad si quieres pasear y disfrutar de más vistas increíbles"".",Estados Unidos,Inglés,Móvil,2018-04-14,positivo
Femenino,46.0,Internacional,Excelente,5,24,"""Para ser recorrido caminando""","""En un sólo día, se recorre caminando, los lugares históricos, los de fantasía, lo de película, solo con muchas ganas de caminar y sin gastar de más.""",Bolivia,Español,Móvil,2018-04-10,positivo
Femenino,32.0,Nacional,Excelente,5,2,"""Visita turística""","""Un lugar muy precioso se logra ver toda la ciudad. Muy limpio y agrable Un monumento espectacular muy grande y hecho de cantera.""",México,Español,Móvil,2018-04-06,positivo
Masculino,52.0,Internacional,Excelente,5,49,"""La mejor visita de Guanajuato""","""Vale mucho la pena, la vista es encantadora, te recomiendo ir justo antes de anochecer para poder disfrutar del paisaje tanto de día como de noche.""",Panamá,Español,Móvil,2018-04-05,positivo
Femenino,36.0,Internacional,Excelente,5,8,"""Genial""","""Puedes llegar por tour. O súbete en funicular por 25 pesos. Vista de toda la ciudad para tomar muy buenas fotos.""",Colombia,Español,Móvil,2018-04-01,positivo
Femenino,24.0,Internacional,Excelente,5,22,"""Hermoso""","""¡En este monumento se puede apreciar toda la cuidad! ¡Bellísimo! Nosotros compramos un guía turístico y nos explicó la historia del Pípila y porque le llaman así. México tiene mucha historia.""",Costa Rica,Español,Móvil,2018-03-31,positivo
Femenino,34.0,Nacional,Malo,2,31,"""Aburrido""","""Está aburrido ir, es algo que puedes ahorrarte, está bonita la vista panorámica de la ciudad pero en sí el monumento está aburrido.""",México,Español,Móvil,2018-03-29,negativo
Femenino,51.0,Internacional,Muy bueno,4,334,"""Nice views of the city from here""","""Este fue un gran lugar para observar toda la ciudad con un funicular a la zona baja. Hay muchas tiendas en el área pero no muchos restaurantes"".",Canadá,Inglés,Móvil,2018-03-28,positivo
Femenino,60.0,Internacional,Excelente,5,153,"""Great view, from sunrise to sunset""","""Fui allí una vez al atardecer, y me gustó tanto que volví al amanecer para verlo bajo una luz diferente. El monumento en sí es del estilo del Cristo Redentor (en mis propias palabras: hortera) pero la amplia vista sobre la ciudad no tiene precio. Es particularmente agradable temprano en la mañana, cuando ves el sol reflejado en las ventanas de las casas. La puesta de sol también es hermosa. Y las escaleras que suben allí también ofrecen buenas oportunidades para tomar fotografías"".",República Checa,Inglés,Móvil,2018-03-26,positivo
Masculino,43.0,Internacional,Regular,3,12,"""Buen punto de vista""","""Lo más hermoso del Pípila es el paseo en el viejo ascensor inclinado y la vista desde la plataforma. Al menos el monumento no molesta. El camino de descenso, luego las escaleras y callejones utilizados, aquí se puede ver más y termina en el Callejón del Beso.""",Alemania,Alemán,PC,2018-03-25,neutral
Femenino,32.0,Internacional,Excelente,5,134,"""Like climbing Mount Everest""","""Una hermosa vista espera, pero la caminata es un poco empinada. Hay dos puntos de acceso desde el centro, marca ""Subida a San Miguel"" y un teleférico. El monumento es imponente. La caminata no es adecuada para niños pequeños ni si tiene problemas en las rodillas o en las extremidades inferiores"".",Finlandia,Inglés,Móvil,2018-03-25,positivo
Femenino,44.0,Internacional,Excelente,5,54,"""Beautiful view over Guanajato""","""Agradable caminata empinada cuesta arriba que dura unos 15 minutos. La recompensa es fabulosa, una vista impresionante de Guanajato"".",Estados Unidos,Inglés,Móvil,2018-03-25,positivo
Masculino,27.0,Internacional,Muy bueno,4,81,"""Awesome city view""","""El monumento es bastante grande; una historia realmente interesante. Pero lo interesante es en realidad la vista de la ciudad que obtienes una vez que estás en la cima. Puedes llegar usando el ""Funicular"", que cuesta como $ 25 MXN para subir y otro $25 para bajar"".",Chile,Inglés,Móvil,2018-03-25,positivo
Femenino,61.0,Internacional,Excelente,5,44,"""What a view""","""Valió la pena el viaje. Disfrutamos de la vista. El monumento se hizo con gran detalle. Es algo que debes experimentar"".",Canadá,Inglés,Móvil,2018-03-24,positivo
Masculino,67.0,Internacional,Muy bueno,4,51,"""Great view!""","""Esto es algo que debes hacer cuando viajas a Guanajuato, ya que puedes ver todo el centro de la ciudad desde aquí. Pude visualizar mejor las cosas después de mirar desde este punto de vista"".",Canadá,Inglés,PC,2018-03-22,positivo
Femenino,28.0,Internacional,Excelente,5,36,"""Gran vista""","""Merece especialmente una visita al atardecer. En el funicular también es bastante divertido y no es agotador.""",Alemania,Alemán,Móvil,2018-03-21,positivo
Masculino,38.0,Nacional,Excelente,5,166,"""LA MEJOR VISTA DE GUANAJUATO""","""Un lugar para apreciar durante muchos minutos la vista de esta hermosa ciudad. Sin embargo debes de tener cuidado ya que hay tumultos de gente y muchos ambulantes que te presionan para que les compres desde comida hasta tours.""",México,Español,PC,2018-03-21,positivo
Femenino,21.0,Nacional,Excelente,5,1,"""Excelente vista de la ciudad""","""Existen varias maneras de llegar a la cima del Pípila. La primera es caminando la cual sólo la recomiendo si tienen buena condición física y un calzado cómodo, la segunda en vehículo y la tercera con el funicular lo cual lo recomiendo ampliamente, el costo es de $25 por persona un sólo viaje.""",México,Español,PC,2018-03-21,positivo
Masculino,17.0,Nacional,Excelente,5,99,"""Vista imperdible""","""Tal vez la mejor vista de la ciudad. Se puede accesar a el mirador ubicado en la parte de arriba del monumento y la vista es aún mejor, aunque el espacio es reducido, sin mucha ventilación y de díficil acceso para niños o personas mayores o discapacitadas. El mirador en sí se puede accesar sin problemas.""",México,Español,PC,2018-03-20,positivo
Masculino,66.0,Internacional,Muy bueno,4,325,"""Like a Big Baby with a Diaper""","""Pipila es imponente sin duda. Gran arte no lo es. La razón principal para subir las escaleras es la maravillosa vista de la ciudad justo en frente de la universidad, la catedral y el Jardín de la Unión. Ve temprano para vencer a ambos el calor y las multitudes, especialmente los fines de semana"".",Estados Unidos,Inglés,Móvil,2018-03-18,positivo
Masculino,38.0,Internacional,Muy bueno,4,72,"""El paisaje es espectacular""","""El monumento no es muy espectacular. Pero vas allí no para ver el monumento, sino para ver el paisaje. Un gran escenario en cualquier momento del día. Si no quieres hacer mucho montañismo, te recomiendo subir al teleférico y seguir por el camino.""",Estados Unidos,Chino,PC,2018-03-16,positivo
Masculino,29.0,Internacional,Muy bueno,4,72,"""Spectacular view""","""El monumento en sí no es espectacular. Pero en realidad no te gusta eso. Lo que buscas es la vista. Es genial en cualquier momento del día. A menos que quieras hacer una buena cantidad de caminata cuesta arriba, recomendaría tomar el funicular y luego deambulando por los caminos y el vecindario"".",Estados Unidos,Inglés,PC,2018-03-16,positivo
Masculino,52.0,Internacional,Excelente,5,47,"""Spring break""","""Una vez que pudimos encontrar el camino hasta allí, fue genial. Impresionantes vistas desde aquí. Hay personas allá arriba que te contarán la historia. La comida también es buena allí. Ve aquí primero para que puedas ver un diseño del tierra. Disfruta"".",Hungría,Inglés,Móvil,2018-03-15,positivo
Masculino,30.0,Internacional,Muy bueno,4,87,"""Great site to visit while in Guanajuato""","""Maravillosa visita al sitio con el uso del funicular para llegar a la cima. Excelentes vistas panorámicas. El monumento estaba en reparación. Excelentes tiendas, puestos de comida, cafetería y bar con excelentes vistas. Plan para ver Guanajuato al sol pinta la ciudad al amanecer o puesta de sol. Gran lugar para selfies o fotos grupales para actualizar su página de Facebook"".",Estados Unidos,Inglés,PC,2018-03-15,positivo
Masculino,35.0,Internacional,Muy bueno,4,56,"""A key revolutionary figure""","""En 1803, Miguel Hidalgo y Costilla se hizo cargo de la Iglesia Parroquial de Nuestra Señora de los Dolores en el asentamiento que hoy lleva su nombre Dolores Hidalgo.

El 16 de septiembre de 1810, el sacerdote se dio cuenta de que se había descubierto el complot revolucionario y decidió tomar la ofensa haciendo sonar la campana de la iglesia y convocando a la gente del pueblo a la acción, lo que ahora se conoce como el Grito de Independencia o “el Grito”.

Más tarde ese mismo mes, el 28 de septiembre, Miguel Hidalgo e Ignacio Allende tomarían posesión de la Alhóndiga de Granaditas, con la ayuda del célebre minero local, llamado El Pipila, Juan José de los Reyes Martínez Amaro. Es su imagen la que domina el pueblo de Guanajuato.

Desafortunadamente, la ofensa que comenzó con el Grito en Dolores Hidalgo, se convirtió en una lucha prolongada que finalmente terminó con la muerte del propio Hidalgo y de sus compatriotas revolucionarios Juan Aldama, Ignacio Allende y José Mariano Jiménez.

Sus cabezas fueron colgadas en las cuatro esquinas de la instalación de almacenamiento de granos para servir como una amarga advertencia contra la desobediencia civil desde el 14 de octubre de 1811 hasta la declaración de independencia de España en 1821. El Pipila en realidad escapó de este destino y volvió a su profesión anterior. como minero, muriendo finalmente en 1863 de enfermedades típicas de los mineros.

El Mirador con la estatua de El Pípila es el lugar perfecto para contemplar el pueblo de Guanajuato y destacar todos los edificios clave como la Universidad de Guanajuato"".",Brasil,Inglés,PC,2018-03-14,positivo
Femenino,19.0,Internacional,Excelente,5,16,"""Must see!!""","""¡¡Hermosa vista de la ciudad!! Definitivamente una gran oportunidad para tomar fotografías y una vista impresionante de la ciudad...""",Estados Unidos,Inglés,PC,2018-03-10,positivo
Masculino,32.0,Internacional,Excelente,5,208,"""Guanajuato puede ver los mejores lugares en la escena nocturna""","""Además de ser un monumento heroico, también es el mejor lugar para que Guanajuato vea la escena nocturna. Situado en la ladera trasera del teatro, puede tomar el teleférico o subir lentamente. Pasa por alto todo Guanajuato, donde se pueden ver coloridas casas durante el día y hermosas vistas nocturnas como la Vía Láctea. Por supuesto, puedes comprar algunas bebidas y sentarte aquí esperando el atardecer hasta que caiga la noche. Recuerda traer un abrigo fino por la noche. Después de todo, en la ladera, el viento será un poco frío.""",Taiwán,Chino,PC,2018-03-09,positivo
Femenino,40.0,Nacional,Excelente,5,22,"""Excelente vista""","""Una vista completa de la ciudad, una estancia agradable y experiencia padre en el funicular, económico.""",México,Español,Móvil,2018-03-09,positivo
Femenino,41.0,Nacional,Excelente,5,280,"""Fenomenal view of the city!""","""¡Definitivamente lo más que verás en tu visita a Guanajuato! La increíble vista de la ciudad se puede disfrutar de día o de noche. Hay una manera de ir caminando desde el centro, pero puede ser un desafío si no tienes buenas condiciones ( problemas con la rodilla, la respiración, el corazón, evite caminar hasta allí). Hay una manera de ir en automóvil o taxi. ¡No se lo pierda!",México,Inglés,Móvil,2018-03-06,positivo
Masculino,38.0,Internacional,Muy bueno,4,90,"""Hero of Mexico!""","Pequeño y pintoresco parque con puestos de souvenirs para turistas
¡Sin embargo! gran vista de la ciudad! el funicular baja desde aquí o sube hasta aquí. ¡Es un gran paseo hacia abajo, un ejercicio de caminar hacia arriba! Cuando volamos, tomamos un taxi hasta aquí y caminamos.",República Checa,Inglés,PC,2018-03-06,positivo
Masculino,68.0,Internacional,Muy bueno,4,104,"""Ride the Funicular for the View""","Esta atracción tiene dos características: la estatua y la vista. Ayudó a obtener una visión general de la ciudad desde arriba. Combinado con el aparentemente escaso mapa turístico gratuito, nos permitió organizar nuestra visita.",Canadá,Inglés,Móvil,2018-03-04,positivo
Masculino,26.0,Nacional,Excelente,5,26,"""Gran experiencia""","""Súper económico, rápido y el personal es muy amable. Es una excelente actividad que tienes que realizar si visitas Guanajuato.""",México,Español,Móvil,2018-03-03,positivo
Masculino,35.0,Internacional,Muy bueno,4,2691,"""Sólo una estatua""","Es una estatua gigante colocada en un lugar donde se tiene una hermosa vista de la ciudad a lo lejos. Hay muchos vendedores de baratijas aquí.""",Brasil,Portugués,Móvil,2018-02-28,positivo
Masculino,35.0,Internacional,Muy bueno,4,261,"""Con vista a las calles de Guanajuato Guanajuato""","""Es un lugar famoso en Guanajuato. ¡El paisaje cambia día y noche! Se recomienda a Guanajuato quedarse porque el horizonte de la ciudad de la noche también es hermoso.""",Japón,Japonés,Móvil,2018-02-24,positivo
Femenino,33.0,Nacional,Excelente,5,14,"""¡Gran panorámica de GTO!""","""Una vista panorámica increíble. Tuve la oportunidad de visitarlo de día y de noche, ambas vistas totalmente auténticas. Hay 3 formas de subir hacia este monumento y apreciar la vista, contratando un tour, por el funicular y caminando por calles en subida que te exigen mucho esfuerzo. Yo recomiendo de día caminando y por noche tomar el funicular. Guanajuato es muy seguro y muy bello. Una ciudad encantada por todo.""",México,Español,Móvil,2018-02-23,positivo
Masculino,,Internacional,Muy bueno,4,2,"""¡La vista más hermosa!""","""Fue una de las experiencias más agradables, el mirador tiene una de las vistas más hermosas de Guanajuato se puede apreciar a detalle todo el centro de Guanajuato. No puedes faltar al pupila sí visitas Guanajuato.",Guatemala,Español,Móvil,2018-02-22,positivo
Masculino,49.0,Nacional,Regular,3,86,"""BIEN PARA CONOCER, NADA MÁS""","""Este monumento es parte de la historia y es bueno ir a conocer, solamente que el dia que fuimos estaba en remodelación y no pudimos verlo completo.""",México,Español,PC,2018-02-21,neutral
Femenino,37.0,Nacional,Muy bueno,4,83,"""La mejor vista de Guanajuato""","""Impresionante escultura del Pípila, enorme y en un mirador donde se tiene la mejor vista de todo Guanajuato. Allí tambien hay muchos guías de turistas que te ofrecen tours a los alrededores por módicas tarifas.""",México,Español,PC,2018-02-21,positivo
Femenino,20.0,Internacional,Excelente,5,5,"""History""","“Si quieres conocer la historia, tienes que ir a comer las gorditas afuera, son deliciosas”.",Estados Unidos,Inglés,Móvil,2018-02-20,positivo
Masculino,26.0,Internacional,Muy bueno,4,6,"""Hermoso paisaje""","""El paisaje es súper bonito, especialmente de noche. Subimos a la cima dos veces. La sensación del día y la noche es diferente. Hay un camino que puede subir y bajar sin un teleférico. Pero es difícil de encontrar.""",Filipinas,Chino,Móvil,2018-02-19,positivo
Masculino,41.0,Internacional,Excelente,5,3,"""Muy bien""","""Tiene vista increíble. Muy buen recorrido. El guía fue muy bueno en la explicación y servicial. Recomendado.""",Chile,Español,Móvil,2018-02-19,positivo
Femenino,25.0,Internacional,Muy bueno,4,6,"""Great view""","Impresionante vista especialmente de noche.
Fuimos a la cima dos veces. Sensación diferente cuando se va de día y de noche. Hay una forma de subir y bajar que no requiere cable. Pero es difícil de encontrar.",Perú,Inglés,Móvil,2018-02-19,positivo
Masculino,39.0,Internacional,Excelente,5,8,"""Aquí inicia tu tour""","""Monumento a un héroe que dio su vida por la patria, se ubica en un lugar con un vista de toda la ciudad y por ende los sitios de interes, aquí te ubicas para iniciar tu recorrido por lugares increíbles.""",Costa Rica,Español,PC,2018-02-18,positivo
Femenino,24.0,Internacional,Excelente,5,25,"""Best view of Guanajuato!""","""¡Esta vista es simplemente impresionante! Viajé con mi mamá. Tomamos un autobús turístico. Esta fue una de las paradas. Esperaron a que el turista tomara fotografías de la vista. Miren mi foto, ese fue el ángulo perfecto para la memoria para llevar contigo"".",Estados Unidos,Inglés,Móvil,2018-02-18,positivo
Femenino,37.0,Internacional,Excelente,5,757,"""Beautiful""","""Ir al Pipila para disfrutar de una magnífica vista del Guanajuato colonial. Muchos servicios, incluyendo comida y souvenirs"".",Estados Unidos,Inglés,Móvil,2018-02-17,positivo
Femenino,58.0,Internacional,Excelente,5,7,"""Es una atracción imperdible en Guanajuato""","""¡Es el mejor lugar para ver la mejor vista de Guanajuato! !La imagen parece una plataforma de observación y hay muchas tiendas de recuerdos. Aunque parece que se puede ir a pie, es una pendiente bastante empinada, por lo que se recomienda ir en coche.""",Japón,Japonés,Móvil,2018-02-15,positivo
Masculino,58.0,Internacional,Excelente,5,95,"""Excellent view from the top""","""En la cima de Guanajuato puedes observar la ciudad e identificar varios de los puntos turísticos que debes visitar. Genial para tomar fotos y tener esa instantánea de Guanajuato. Recomiendo subir caminando por los callejones. 15 minutos constantes ritmo. Sube y baja al teatro Juarez. Gran paseo.""",Chile,Inglés,Móvil,2018-02-15,positivo
Masculino,51.0,Internacional,Excelente,5,110,"""History with a View!""","""Toma el funicular hacia arriba y las escaleras hacia abajo hasta este maravilloso monumento a un héroe de la Revolución Mexicana. El monumento en sí es algo peatonal desde un punto de vista estético, pero el punto de vista que se tiene sobre el centro histórico de GTO es espectacular. Ah, y hay buena comida y bebida para disfrutar de los vendedores ambulantes"".",Estados Unidos,Inglés,PC,2018-02-14,positivo
Femenino,30.0,Nacional,Regular,3,10,"""Visita nocturna no recomendable""","""El Pípila es muy popular en Guanajuato ya que al llegar al monumento obtienes una vista inigualable de la ciudad. No tuvimos la oportunidad de entrar al museo ya que se encontraba cerrado a la hora que subimos. Mi esposo y yo decidimos subir en la noche para observar las luces de la ciudad, y aunque la vista es única y hermosa, el mirador no tenía nada de luz, estaba completamente obscuro y sólo. Era muy fácil que nos asaltaran por lo que solo estuvimos 5 min. Y nos fuimos. Pero la vista es sensacional. Nosotros subimos por el funicular y fueron $25 pesos por persona.""",México,Español,Móvil,2018-02-12,neutral
