Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha,Sentimiento
Masculino,30.0,Internacional,Excelente,5,59,"""Splendid view""","""Vale la pena subir las hermosas escaleras de piedra caliza desde la calle. Una vez que llegues a la cima, pregunta en recepción acerca de tomar el pequeño ascensor hasta el ""cuarto piso"", que está justo al final del pasillo. Desde la terraza del cuarto piso, la vista es ¡espectacular!""",Canadá,Inglés,PC,2017-12-09,positivo
Masculino,38.0,Nacional,Muy bueno,4,15,"""Hermosa""","""La escalinata y la explicación de los señores que están ahí es lo que vale la pena. Hay tienda de recuerdos y no está tan cara. Entre más temprano vayan, encontrarán menos gente.""",México,Español,PC,2017-11-27,positivo
Femenino,24.0,Nacional,Excelente,5,38,"""Espectacular""","""La vista desde mi terraza de la habitacion unica, no pude entrar a la universidad por que estaba cerrada, pero por fuera es espectacular.""",México,Español,PC,2017-11-26,positivo
Masculino,32.0,Nacional,Excelente,5,41,"""Impresionante""","""Un lugar muy bonito en el corazón de Guanajuato, quiero que mis hijos estudien aquí, es un edificio de suma importancia para la ciudad.""",México,Español,PC,2017-11-24,positivo
Masculino,29.0,Nacional,Muy bueno,4,22,"""Un edificio espectacular""","""El edificio es impresionante, las escaleras y la vista son bonitas, dentro de la universidad tuvimos acceso a un museo de historia natural, buen lugar para visitar.""",México,Español,PC,2017-11-21,positivo
Femenino,23.0,Nacional,Excelente,5,155,"""De lo mas emblemático""","""Una universidad muy hermosa y grande su bien ola arquitectura la podrás observar un lugar limpió y tranquilo además de visita guiada. A un lado les venderán recuerdos de la universidad muy con rica del jardín unión traten de llegar en taxi o camion gracias.""",México,Español,Móvil,2017-11-21,positivo
Femenino,29.0,Nacional,Excelente,5,42,"""Preciosa""","""Muy imponente lo mejor de la cuidad para mí gusto está hermosa. ¡Imperdible! Está justo en el centro de la ciudad y es un edificio precioso.""",México,Español,Móvil,2017-11-18,positivo
Masculino,70.0,Internacional,Excelente,5,925,"""Hermoso edificio escolar que no parece a la universidad""","""Este histórico ejemplo universidad construida, et al. En el siglo 18. Gran escalera en la pared blanca, está decorado en todas partes, era la pompa no creo que el edificio de la universidad. Esto también puede ir hacia arriba en el techo, se puede pasar por alto la ciudad desde allí. Las escaleras a tu lado también hay una tienda que vende la Universidad de mercancías.""",Japón,Japonés,PC,2017-11-13,positivo
Masculino,52.0,Internacional,Malo,2,223,"""Edificio muy bonito""","""Impresionante exterior del monumento. Tomar imágenes hermosas pena. Una vez dentro ... Lo que hay que decir nada porque allí como sala de conferencias así que voy a decir no más …""",Francia,Francés,Móvil,2017-11-11,negativo
Femenino,,Nacional,Excelente,5,42,"""Grandioso y bello edificio""","""Majestuoso rescinto. Por la noche lo iluminan y se ve espectacular. Vale la pena tomarte una fotografía aqui y subir las escaleras para que tengas un buen panorama.""",México,Español,PC,2017-11-09,positivo
Femenino,62.0,Internacional,Muy bueno,4,71,"""Preciosa Universidad""","""Vale la pena conocer esta hermosa Universidad. Su ingreso es gratuito. Es una Universidad de muy alto nivel. Foto obligada en sus escaleras exteriores.""",El Salvador,Español,Móvil,2017-11-06,positivo
Femenino,29.0,Internacional,Excelente,5,59,"""Tan importante que aparece en el billete de mil pesos""","""La Universidad de Guanajuato es tan tradicional e importante que aparece en miles de pesos nota. La historia es muy interesante. Las primeras sillas en la mano en la escuela estaban a cargo de los sacerdotes jesuitas que contó con el apoyo financiero de los mineros de la ciudad, en el siglo XVIII.""",Brasil,Portugés,PC,2017-10-29,positivo
Masculino,,Internacional,Excelente,5,15,"""Bonito lugar""","""Es raro que en una visita a alguna ciudad quieras ir a la universidad del pueblo, pero esta vale la pena visitarla.""",Argentina,Español,Móvil,2017-10-26,positivo
Masculino,48.0,Nacional,Excelente,5,18,"""Beautiful architecture!""","""¿Quién va a la ciudad de Guanajuato y no visita la Universidad? ¡Es un edificio hermoso, y una foto en sus icónicas gradas es imprescindible!""",México,Inglés,PC,2017-10-26,positivo
Femenino,63.0,Internacional,Excelente,5,437,"""Beautiful blending of new and old""","""Los escalones y el edificio original se construyeron en la década de 1700. En 1950, se agregó la adición a la derecha de los escalones. Las clases ya no se imparten aquí; es un edificio administrativo. Una gran pantalla blanca cuelga en la base de los escalones. , y cada noche se proyectan una o más películas. ¡Trae tu propio cojín para sentarte!""",Estados Unidos,Inglés,PC,2017-10-24,positivo
Femenino,59.0,Internacional,Excelente,5,175,"""Cool building""","""Esta es una obra de arte arquitectónica muy bonita, por lo que vale la pena verla en el centro de la ciudad. Intenta echar un vistazo también al interior del edificio y te sorprenderás"".",Finlandia,Inglés,Móvil,2017-10-22,positivo
Masculino,21.0,Nacional,Excelente,5,449,"""Un edificio espectacular""","""El edificio de la Universidad de Guanajuato es muy bonito! Vale la pena visitar el edificio y si se puede entrar y visitar el interior.""",México,Español,Móvil,2017-10-12,positivo
Femenino,56.0,Nacional,Excelente,5,61,"""Emblema de Guanajuato""","""Es de las principales universidades en el país, rica en cultura y en belleza. Además, organizadora de gran parte de las actividades que encabezan el festival cervantino. Es un oasis y es privilegiado quien la conoce a fondo y sabe su historia. Es un lugar mágico entre la magia que rodea a Guanajuato, lleno de leyendas e historia.""",México,Español,PC,2017-10-12,positivo
Femenino,42.0,Internacional,Muy bueno,4,185,"""A very famous and iconic University""","""La arquitectura y la historia de esta Universidad es lo que más vale la pena. No te la puedes perder, camina por su callejón, es hermoso"".",Estados Unidos,Inglés,PC,2017-10-04,positivo
Femenino,,Nacional,Excelente,5,27,"""Escapada a Gto""","""Sí visitas Guanajuato, no debes dejar pasar la oportunidad de visitar la universalidad, su increíble arquitectura, conocer su oferta educa, permitir que el conocimiento se apodere de ti y observar que no le pide nada a ninguna universidad en el extranjero.
Tomate un café sentado en sus escaleras, disfruta las conversaciones de los estudiantes.""",México,Español,Móvil,2017-10-04,positivo
Masculino,27.0,Nacional,Excelente,5,13,"""Bonito edificio""","""Me encantó muy bonita y la arquitectura sin palabras desde el pipila se ve espectacular, pero ya ahí es otra cosa se toman muy bonitas fotos.""",México,Español,PC,2017-10-03,positivo
Masculino,42.0,Nacional,Excelente,5,47,"""Edificio de gran valor histórico, arquitectónico y cultural""","""Edificio localizado en el centro de Guanajuato, imponente, con su majestuosa arquitectura, es un lugar que no puedes dejar de ver en tu visita a la hermosa ciudad de Guanajuato.""",México,Español,PC,2017-10-03,positivo
Femenino,27.0,Nacional,Muy bueno,4,3,"""Muy bonita toda""","""Ir a Guanajuato y no ir de menos a ver la Universidad es como no haber ido. No pudimos entrar porque era domingo, y no estoy segura de si se permiten visitas dentro de la institución a los turistas, pero con el hecho de ir, verla, subir y admirar la vista desde arriba, ya vale la pena. Según nos explicó un guía, la universidad está construida toda de piedra. ¡Hasta ganas me dieron de volver a estudiar en una universidad!""",México,Español,PC,2017-10-01,positivo
Masculino,31.0,Internacional,Regular,3,3,"""Muy pintoresca""","""Esta muy bonita para la foto de postal aunque en ocaciones dependiendo de la temporada hay unos señores pretendiendo ser guia de turistas que por decirte unas cuantas cosas te piden dinero aun cuando uno no pide la información.""",Estados Unidos,Español,PC,2017-09-26,neutral
Femenino,30.0,Nacional,Excelente,5,58,"""Congreso Veterinario Leon""","""Impresionante la arquitectura y como se ha preservado por año, una visita obligatoria con las estudiantiales.""",México,Español,Móvil,2017-09-24,positivo
Masculino,36.0,Nacional,Excelente,5,17,"""Elegancia""","""La Universidad de Guanajuato te ofrece un servicio de calidad, son personas muy respetuosas y atentas al visitante.""",México,Español,PC,2017-09-24,positivo
Femenino,27.0,Nacional,Excelente,5,4,"""La arquitectura espectacular""","""La arquitectura espectacular, de lo más bonito que se puede ver en Guanajuato, con mucha historia…""",México,Español,PC,2017-09-20,positivo
Masculino,70.0,Internacional,Excelente,5,926,"""Beautiful Architecture""","""La arquitectura de este lugar en expansión es muy interesante. No entré en ninguno de los edificios, pero aun así lo disfruté"".",España,Inglés,PC,2017-09-18,positivo
Masculino,24.0,Nacional,Excelente,5,93,"""¡Hermosa! ¡Visita obligatoria!""","""Acudimos 2 veces a la universidad, pretendiendo conocerla por dentro y fuera. La primera fue imposible ya que las dos veces que fuimos estaba cerrada pero si pudimos verla por fuera. Su estructura es hermosa, y desde sus escaleras tienen buena vista para ciertos lugares de la ciudad. Visita obligatoria! es gratis, ¡¡solo sube los escalones!!. No te arrepentirás.""",México,Español,PC,2017-09-17,positivo
Femenino,43.0,Nacional,Muy bueno,4,65,"""¡¡Bellísima!!""","""Es un imperdible en tu visita a ciudad Guanajuato, su construcción y su historia, el como sigue vigente después de tantos años y es una de las mejores universidades del Bajío. Es preciosa la construccion y evidente tienes que subir todas sus escalinatas y tomarte una foto.""",México,Español,PC,2017-09-12,positivo
Masculino,26.0,Nacional,Excelente,5,6,"""Magnífico lugar""","""Es un sitio arquitectónicamente increíble. Se respira un ambiente de conocimiento y cultura en cualquiera de sus rincones.""",México,Español,PC,2017-09-12,positivo
Masculino,31.0,Nacional,Muy bueno,4,10,"""Bonito lugar""","""Muy buen lugar para conocer, tomarse muchas fotos pero hasta ahí, es un lugar en el cual se tiene mucha historia, disfruténlo.""",México,Español,PC,2017-09-11,positivo
